Area,Aspect_Ratio,Pointedness_Major,Pointedness_Minor,Circularity,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt,Week,Cluster_Area,Detected_Cell_Number,Estimated_Cell_Number,Cluster_ID,Cluster_Name
18.894,1.945,0.02289,0.04171,0.776,11199.055,1190.837,-0.058,-0.431,16,3301.106,84,195,369021,week16_E02_cluster_1
17.812,1.554,0.03659,0.01427,0.844,11203.7,1218.417,0.252,0.154,16,3301.106,84,195,369021,week16_E02_cluster_1
17.003,1.853,0.00682,0.00707,0.791,11196.493,996.694,0.1,-0.052,16,3301.106,84,195,369021,week16_E02_cluster_1
12.701,1.649,0.02564,0.007,0.809,11088.112,1265.25,0.529,0.617,16,3301.106,84,195,369021,week16_E02_cluster_1
21.928,1.841,0.00199,0.0325,0.764,11354.223,1336.752,0.096,0.28,16,3301.106,84,195,369021,week16_E02_cluster_1
19.904,1.311,0.03229,0.00124,0.869,11370.243,1143.862,0.748,0.559,16,3301.106,84,195,369021,week16_E02_cluster_1
21.683,1.854,0.02777,0.01166,0.787,11668.945,1435.076,0.63,0.727,16,3301.106,84,195,369021,week16_E02_cluster_1
13.627,2.467,0.05266,0.02395,0.672,10874.57,1091.238,-0.44,-0.297,16,3301.106,84,195,369021,week16_E02_cluster_1
19.09,2.151,0.11333,0.03216,0.633,11400.165,1263.915,-0.37,0.097,16,3301.106,84,195,369021,week16_E02_cluster_1
11.295,1.662,0.0164,0.01788,0.82,10814.338,1665.809,0.357,0.96,16,3301.106,84,195,369021,week16_E02_cluster_1
16.449,1.418,0.02344,0.01507,0.836,11146.872,1445.548,0.923,1.732,16,3301.106,84,195,369021,week16_E02_cluster_1
8.693,1.41,0.06712,0.01527,0.844,10137.178,1957.385,0.789,0.615,16,3301.106,84,195,369021,week16_E02_cluster_1
30.968,1.796,0.00374,0.01624,0.752,11520.934,1461.092,-0.111,-0.14,16,3301.106,84,195,369021,week16_E02_cluster_1
17.601,2.21,0.06468,0.01151,0.711,11177.28,1155.791,0.774,2.222,16,3301.106,84,195,369021,week16_E02_cluster_1
16.675,2.008,0.03764,0.03223,0.759,11408.141,1388.11,0.515,0.525,16,3301.106,84,195,369021,week16_E02_cluster_1
11.956,1.713,0.04808,0.01589,0.791,11598.406,1589.958,0.84,1.036,16,3301.106,84,195,369021,week16_E02_cluster_1
7.776,1.387,0.07399,0.05678,0.841,11067.973,1321.001,-0.103,-0.146,16,3301.106,84,195,369021,week16_E02_cluster_1
