Area,Aspect_Ratio,Pointedness_Major,Pointedness_Minor,Circularity,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt,Week,Cluster_Area,Detected_Cell_Number,Estimated_Cell_Number,Cluster_ID,Cluster_Name
19.654,2.699,0.06599,0.06522,0.624,11730.127,1366.774,-0.126,-0.148,8,19595.012,433,1082,267011,week8_C01_cluster_1
20.144,2.525,0.03975,0.02233,0.663,11749.907,1258.113,0.475,0.167,8,19595.012,433,1082,267011,week8_C01_cluster_1
14.793,2.047,0.05207,0.03343,0.697,11634.064,1107.612,-0.249,-0.466,8,19595.012,433,1082,267011,week8_C01_cluster_1
10.991,1.488,0.05807,0.01791,0.785,11649.947,1227.974,0.439,0.916,8,19595.012,433,1082,267011,week8_C01_cluster_1
9.31,2.484,0.10866,0.01028,0.651,11870.913,1421.706,-0.347,-0.43,8,19595.012,433,1082,267011,week8_C01_cluster_1
19.674,1.778,0.02197,0.0102,0.798,11729.006,1231.175,0.039,0.072,8,19595.012,433,1082,267011,week8_C01_cluster_1
19.002,2.805,0.03032,0.06537,0.618,11338.488,1274.553,-0.317,0.141,8,19595.012,433,1082,267011,week8_C01_cluster_1
12.309,2.445,0.01631,0.04981,0.697,12388.133,1653.262,-0.105,0.371,8,19595.012,433,1082,267011,week8_C01_cluster_1
13.735,1.794,0.0316,0.0181,0.811,11634.19,1440.539,0.052,-0.472,8,19595.012,433,1082,267011,week8_C01_cluster_1
25.416,2.377,0.03975,0.01725,0.684,11674.576,1543.567,0.485,0.103,8,19595.012,433,1082,267011,week8_C01_cluster_1
15.249,1.634,0.05922,0.01804,0.809,11927.363,1499.908,0.443,-0.207,8,19595.012,433,1082,267011,week8_C01_cluster_1
17.057,1.905,0.00417,0.01016,0.775,11597.07,1362.831,-0.077,-0.428,8,19595.012,433,1082,267011,week8_C01_cluster_1
6.174,1.726,0.06676,0.01698,0.755,12111.265,1656.768,0.147,-0.774,8,19595.012,433,1082,267011,week8_C01_cluster_1
16.302,1.669,0.01209,0.02674,0.824,11632.015,1302.222,0.579,0.047,8,19595.012,433,1082,267011,week8_C01_cluster_1
24.441,2.089,0.0191,0.01833,0.678,11941.089,1589.69,0.434,-0.088,8,19595.012,433,1082,267011,week8_C01_cluster_1
20.516,1.534,0.0444,0.01941,0.802,11638.614,1129.845,0.478,0.878,8,19595.012,433,1082,267011,week8_C01_cluster_1
23.393,2.362,0.02315,0.03291,0.671,11722.625,1616.791,0.724,0.51,8,19595.012,433,1082,267011,week8_C01_cluster_1
17.527,2.775,0.03419,0.01891,0.632,11560.038,1331.787,0.444,0.056,8,19595.012,433,1082,267011,week8_C01_cluster_1
20.217,1.822,0.02771,0.01959,0.79,12101.233,1595.749,0.651,0.056,8,19595.012,433,1082,267011,week8_C01_cluster_1
