Area,Aspect_Ratio,Pointedness_Major,Pointedness_Minor,Circularity,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt,Week,Cluster_Area,Detected_Cell_Number,Estimated_Cell_Number,Cluster_ID,Cluster_Name
19.625,2.227,0.01638,0.02186,0.724,11331.987,1226.306,0.02,0.523,16,6792.694,205,349,368021,week16_D02_cluster_1
19.419,1.729,0.07169,0.0006,0.779,11395.767,1156.144,0.283,0.918,16,6792.694,205,349,368021,week16_D02_cluster_1
14.676,1.908,0.02475,0.02418,0.778,11214.833,995.935,-0.19,0.663,16,6792.694,205,349,368021,week16_D02_cluster_1
8.012,1.594,0.01754,0.00882,0.838,11208.495,1018.377,-0.053,-0.095,16,6792.694,205,349,368021,week16_D02_cluster_1
21.594,2.052,0.05564,0.03113,0.71,11730.364,1609.824,0.397,0.241,16,6792.694,205,349,368021,week16_D02_cluster_1
16.15,1.851,0.0927,0.02895,0.75,11333.437,1259.175,-0.172,-0.165,16,6792.694,205,349,368021,week16_D02_cluster_1
20.614,2.053,0.07479,0.02447,0.733,11431.934,1111.384,-0.316,-0.242,16,6792.694,205,349,368021,week16_D02_cluster_1
19.683,1.655,0.02407,0.00135,0.813,11211.811,1208.787,-0.158,-0.051,16,6792.694,205,349,368021,week16_D02_cluster_1
22.721,1.927,0.01796,0.01655,0.741,11887.005,1483.951,0.086,1.108,16,6792.694,205,349,368021,week16_D02_cluster_1
16.743,1.814,0.02573,0.03543,0.78,11713.594,1247.595,-0.178,0.843,16,6792.694,205,349,368021,week16_D02_cluster_1
19.482,2.621,0.08674,0.05866,0.617,11866.81,1484.02,0.524,1.029,16,6792.694,205,349,368021,week16_D02_cluster_1
14.749,1.986,0.02979,0.02489,0.774,12220.083,1609.255,0.405,-0.436,16,6792.694,205,349,368021,week16_D02_cluster_1
18.429,1.78,0.0995,0.0016,0.733,11865.674,1654.998,0.478,-0.187,16,6792.694,205,349,368021,week16_D02_cluster_1
20.492,1.822,0.0275,0.05396,0.743,11980.849,1313.302,1.213,2.118,16,6792.694,205,349,368021,week16_D02_cluster_1
13.063,1.753,0.06125,0.01767,0.77,11440.856,1510.653,0.442,0.988,16,6792.694,205,349,368021,week16_D02_cluster_1
20.58,1.927,0.04564,0.02313,0.771,11643.427,1375.854,0.157,0.401,16,6792.694,205,349,368021,week16_D02_cluster_1
25.304,2.212,0.00161,0.04844,0.694,11754.715,1266.837,-0.123,-0.083,16,6792.694,205,349,368021,week16_D02_cluster_1
8.933,1.946,0.054,0.04063,0.755,11289.807,1162.107,-0.074,0.547,16,6792.694,205,349,368021,week16_D02_cluster_1
16.694,1.919,0.00071,0.01189,0.782,11447.729,952.64,-0.411,-0.288,16,6792.694,205,349,368021,week16_D02_cluster_1
27.087,1.474,0.04336,0.08697,0.796,12201.65,1556.181,-0.174,-0.238,16,6792.694,205,349,368021,week16_D02_cluster_1
24.069,1.767,0.00068,0.00951,0.801,11681.621,1209.977,0.068,0.687,16,6792.694,205,349,368021,week16_D02_cluster_1
32.61,1.205,0.0626,0.04829,0.794,11982.84,1224.336,0.085,2.168,16,6792.694,205,349,368021,week16_D02_cluster_1
23.202,2.168,0.03457,0.04923,0.696,12108.913,1392.606,0.544,0.563,16,6792.694,205,349,368021,week16_D02_cluster_1
19.433,2.292,0.02435,0.03247,0.722,11674.583,1275.806,0.577,0.715,16,6792.694,205,349,368021,week16_D02_cluster_1
11.564,2.234,0.06106,0.00251,0.694,10833.202,1169.472,-0.139,-0.014,16,6792.694,205,349,368021,week16_D02_cluster_1
19.963,1.777,0.03599,0.01726,0.799,11223.305,1285.658,0.022,-0.173,16,6792.694,205,349,368021,week16_D02_cluster_1
28.783,2.108,0.01532,0.02897,0.711,12079.537,1299.605,0.262,-0.065,16,6792.694,205,349,368021,week16_D02_cluster_1
21.638,2.817,0.07383,0.0675,0.605,11803.019,1559.019,0.644,0.83,16,6792.694,205,349,368021,week16_D02_cluster_1
16.195,1.82,0.00081,0.02421,0.801,10875.14,994.987,-0.214,-0.06,16,6792.694,205,349,368021,week16_D02_cluster_1
28.033,1.942,0.04107,0.02807,0.707,12268.259,1401.415,0.366,0.184,16,6792.694,205,349,368021,week16_D02_cluster_1
20.178,1.616,0.02333,0.00201,0.811,11595.908,1217.492,0.19,1.157,16,6792.694,205,349,368021,week16_D02_cluster_1
22.805,1.772,0.03461,0.05366,0.702,12401.678,1572.265,0.176,0.772,16,6792.694,205,349,368021,week16_D02_cluster_1
12.544,1.875,0.15233,0.03421,0.698,11591.12,1110.924,0.052,0.35,16,6792.694,205,349,368021,week16_D02_cluster_1
24.574,1.801,0.01322,0.0113,0.756,11662.986,1300.028,0.301,0.968,16,6792.694,205,349,368021,week16_D02_cluster_1
23.275,1.789,0.05933,0.02755,0.713,12049.792,1482.397,0.504,-0.07,16,6792.694,205,349,368021,week16_D02_cluster_1
20.678,2.144,0.04784,0.04106,0.711,11181.459,919.562,-0.176,0.449,16,6792.694,205,349,368021,week16_D02_cluster_1
15.597,2.545,0.02018,0.08403,0.655,11631.318,934.656,0.118,-0.023,16,6792.694,205,349,368021,week16_D02_cluster_1
23.922,1.51,0.04522,0.05021,0.784,12005.748,1070.134,0.006,1.112,16,6792.694,205,349,368021,week16_D02_cluster_1
17.763,1.789,0.08076,0.04763,0.739,12049.53,1333.636,0.064,0.881,16,6792.694,205,349,368021,week16_D02_cluster_1
17.518,1.325,0.01102,0.00862,0.846,12257.11,1543.537,0.232,-0.066,16,6792.694,205,349,368021,week16_D02_cluster_1
17.65,2.05,0.00165,0.01161,0.762,11119.434,1148.545,0.126,-0.115,16,6792.694,205,349,368021,week16_D02_cluster_1
18.086,1.884,0.02142,0.00082,0.788,10976.598,1096.448,-0.215,0.474,16,6792.694,205,349,368021,week16_D02_cluster_1
21.962,1.783,0.01237,0.02219,0.801,11745.88,1097.312,-0.643,0.697,16,6792.694,205,349,368021,week16_D02_cluster_1
21.761,1.757,0.01817,0.00094,0.804,11112.964,1171.158,-0.054,-0.455,16,6792.694,205,349,368021,week16_D02_cluster_1
28.685,1.713,0.03143,0.03401,0.802,11844.032,1149.218,-0.335,0.503,16,6792.694,205,349,368021,week16_D02_cluster_1
40.361,1.85,0.03435,0.06056,0.727,11989.722,1239.188,-0.115,0.96,16,6792.694,205,349,368021,week16_D02_cluster_1
26.485,1.825,0.00594,0.04244,0.779,11989.051,1412.823,0.847,1.792,16,6792.694,205,349,368021,week16_D02_cluster_1
26.558,1.481,0.05616,0.01737,0.709,12132.962,1098.762,0.261,-0.123,16,6792.694,205,349,368021,week16_D02_cluster_1
18.321,1.994,0.12536,0.01544,0.685,11305.184,952.337,-0.627,1.215,16,6792.694,205,349,368021,week16_D02_cluster_1
22.952,1.428,0.0376,0.04763,0.82,11788.292,1113.532,0.518,0.772,16,6792.694,205,349,368021,week16_D02_cluster_1
27.955,1.59,0.01349,0.0066,0.819,11548.847,1235.632,-0.261,0.824,16,6792.694,205,349,368021,week16_D02_cluster_1
20.84,1.846,0.03169,0.09331,0.721,12225.437,1233.334,0.561,0.745,16,6792.694,205,349,368021,week16_D02_cluster_1
21.756,1.863,0.04838,0.03099,0.791,11768.65,987.721,-0.6,1.147,16,6792.694,205,349,368021,week16_D02_cluster_1
26.646,1.767,0.02633,0.00081,0.789,11798.513,1227.823,-0.104,0.494,16,6792.694,205,349,368021,week16_D02_cluster_1
15.141,1.434,0.00515,0.12415,0.822,12147.305,1224.562,0.33,-0.174,16,6792.694,205,349,368021,week16_D02_cluster_1
19.071,1.733,0.02798,0.00209,0.771,11911.385,1173.456,0.248,0.944,16,6792.694,205,349,368021,week16_D02_cluster_1
26.132,1.339,0.06451,0.03517,0.799,11733.021,1433.582,0.238,0.548,16,6792.694,205,349,368021,week16_D02_cluster_1
17.091,1.383,0.00396,0.06765,0.809,11617.104,1523.378,0.3,0.339,16,6792.694,205,349,368021,week16_D02_cluster_1
15.729,2.083,0.03322,0.0128,0.752,11044.881,1129.819,0.17,0.145,16,6792.694,205,349,368021,week16_D02_cluster_1
24.608,2.206,0.01785,0.02417,0.719,11601.95,1107.984,-0.282,-0.017,16,6792.694,205,349,368021,week16_D02_cluster_1
18.174,1.317,0.06737,0.03628,0.805,12204.113,1502.719,0.435,0.007,16,6792.694,205,349,368021,week16_D02_cluster_1
18.924,1.618,0.04005,0.0277,0.793,11857.281,1408.638,0.786,1.135,16,6792.694,205,349,368021,week16_D02_cluster_1
12.765,1.387,0.01835,0.0052,0.736,11992.482,1301.354,-0.064,-0.3,16,6792.694,205,349,368021,week16_D02_cluster_1
16.136,1.803,0.10081,0.05802,0.708,12483.073,1623.217,0.409,-0.316,16,6792.694,205,349,368021,week16_D02_cluster_1
16.547,1.466,0.08571,0.05819,0.793,11906.606,1669.36,0.44,-0.25,16,6792.694,205,349,368021,week16_D02_cluster_1
23.442,2.218,0.02601,0.02486,0.721,11667.626,1180.025,-0.282,0.677,16,6792.694,205,349,368021,week16_D02_cluster_1
17.238,2,0.07689,0.01851,0.743,11572.88,986.893,-0.204,0.241,16,6792.694,205,349,368021,week16_D02_cluster_1
21.349,2.019,0.01352,0.01372,0.674,11830.971,1343.261,1.008,1.633,16,6792.694,205,349,368021,week16_D02_cluster_1
13.485,1.182,0.05495,0.06297,0.851,11733.43,1054.171,-0.167,0.463,16,6792.694,205,349,368021,week16_D02_cluster_1
12.191,2.067,0.02956,0.0006,0.748,11001.396,1067.204,-0.298,-0.371,16,6792.694,205,349,368021,week16_D02_cluster_1
22.236,1.722,0.04675,0.01113,0.803,11193.605,1174.769,0.24,-0.08,16,6792.694,205,349,368021,week16_D02_cluster_1
19.38,1.639,0.00979,0.09348,0.783,11426.526,1595.637,0.113,-0.433,16,6792.694,205,349,368021,week16_D02_cluster_1
23.108,2.377,0.08158,0.024,0.652,12001.917,1263.569,0.29,0.615,16,6792.694,205,349,368021,week16_D02_cluster_1
7.987,1.41,0.15643,0.01842,0.743,10663.572,1882.66,-0.305,0.192,16,6792.694,205,349,368021,week16_D02_cluster_1
22.31,1.555,0.04287,0.01807,0.8,11802.978,990.773,-0.52,1.286,16,6792.694,205,349,368021,week16_D02_cluster_1
22.373,2.53,0.04206,0.02766,0.624,11772.367,1139.28,0.032,-0.034,16,6792.694,205,349,368021,week16_D02_cluster_1
17.763,1.92,0.03097,0.01434,0.724,11370.59,928.224,0.204,0.456,16,6792.694,205,349,368021,week16_D02_cluster_1
