Area,Aspect_Ratio,Pointedness_Major,Pointedness_Minor,Circularity,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt,Week,Cluster_Area,Detected_Cell_Number,Estimated_Cell_Number,Cluster_ID,Cluster_Name
28.729,1.663,0.01457,0.00775,0.814,11523.877,1073.448,0.178,2.333,24,11168.648,289,506,470091,week24_F09_cluster_1
15.224,2.084,0.03975,0.02427,0.714,11499.194,990.682,0.256,0.772,24,11168.648,289,506,470091,week24_F09_cluster_1
34.829,1.734,0.01649,0.01519,0.802,11630.345,977.522,-0.519,0.944,24,11168.648,289,506,470091,week24_F09_cluster_1
21.212,1.201,0.05893,0.03804,0.89,11554.182,960.964,0.219,0.229,24,11168.648,289,506,470091,week24_F09_cluster_1
32.61,1.247,0.05863,0.00615,0.825,11660.908,1199.335,1.002,1.649,24,11168.648,289,506,470091,week24_F09_cluster_1
28.636,1.693,0.0673,0.00487,0.788,11699.614,1368.647,0.649,0.751,24,11168.648,289,506,470091,week24_F09_cluster_1
23.006,1.688,0.0241,0.01878,0.81,11389.152,955.873,-0.122,1.456,24,11168.648,289,506,470091,week24_F09_cluster_1
27.445,1.616,0.06277,0.01385,0.749,11514.786,943.242,0.508,0.879,24,11168.648,289,506,470091,week24_F09_cluster_1
12.647,2.019,0.07232,0.00875,0.748,11732.143,807.216,0.055,0.089,24,11168.648,289,506,470091,week24_F09_cluster_1
7.938,1.658,0.11171,0.02079,0.742,11325.455,1615.473,0.594,0.233,24,11168.648,289,506,470091,week24_F09_cluster_1
20.85,1.498,0.04051,0.02192,0.803,11309.965,1197.056,-0.404,0.384,24,11168.648,289,506,470091,week24_F09_cluster_1
27.087,1.285,0.08193,0.01188,0.854,11447.946,925.896,-0.722,1.844,24,11168.648,289,506,470091,week24_F09_cluster_1
21.643,1.452,0.02,0.00222,0.838,11547.037,955.659,0.168,0.372,24,11168.648,289,506,470091,week24_F09_cluster_1
21.937,1.696,0.13242,0.02969,0.69,11527.958,1168.841,-0.411,-0.118,24,11168.648,289,506,470091,week24_F09_cluster_1
17.88,1.415,0.0362,0.02252,0.852,11694.781,1174.887,0.847,1.557,24,11168.648,289,506,470091,week24_F09_cluster_1
9.932,2.099,0.05299,0.01011,0.74,12059.085,745.806,0.261,-0.123,24,11168.648,289,506,470091,week24_F09_cluster_1
19.727,2.01,0.01057,0.02787,0.731,11762.109,1354.718,-0.087,0.402,24,11168.648,289,506,470091,week24_F09_cluster_1
31.713,1.744,0.02206,0.00883,0.737,11599.368,988.437,-0.384,2.618,24,11168.648,289,506,470091,week24_F09_cluster_1
18.796,1.661,0.10776,0.02828,0.739,11770.577,1329.756,1.352,2.54,24,11168.648,289,506,470091,week24_F09_cluster_1
24.505,1.588,0.03857,0.00863,0.811,11316.513,1440.886,-0.173,0.137,24,11168.648,289,506,470091,week24_F09_cluster_1
10.153,1.547,0.04573,0.00026,0.833,11644.613,779.288,0.647,1.388,24,11168.648,289,506,470091,week24_F09_cluster_1
22.692,1.323,0.07769,0.00372,0.819,11815.404,1376.009,0.583,0.891,24,11168.648,289,506,470091,week24_F09_cluster_1
20.933,1.834,0.00546,0.00522,0.781,11130.259,737.445,0.366,1.606,24,11168.648,289,506,470091,week24_F09_cluster_1
17.782,1.757,0.0161,0.05922,0.789,11464.339,1297.078,0.446,1.843,24,11168.648,289,506,470091,week24_F09_cluster_1
30.826,1.277,0.04072,0.01752,0.857,11635.202,1244.172,1.006,1.852,24,11168.648,289,506,470091,week24_F09_cluster_1
24.745,1.402,0.00268,0.00078,0.822,11298.621,839.659,-0.052,0.351,24,11168.648,289,506,470091,week24_F09_cluster_1
23.177,1.843,0.02967,0.02765,0.771,11706.72,877.127,-0.369,0.317,24,11168.648,289,506,470091,week24_F09_cluster_1
30.836,1.288,0.02803,0.00351,0.817,11433.531,891.16,1.459,5.113,24,11168.648,289,506,470091,week24_F09_cluster_1
25.647,1.404,0.00753,3e-05,0.854,11726.598,1311.481,-0.072,0.467,24,11168.648,289,506,470091,week24_F09_cluster_1
28.66,1.374,0.02042,0.02578,0.843,11385.957,1100.798,-0.049,0.381,24,11168.648,289,506,470091,week24_F09_cluster_1
18.404,1.724,0.01266,0.00636,0.824,11208.035,779.961,0.041,-0.033,24,11168.648,289,506,470091,week24_F09_cluster_1
9.771,1.761,0.02017,0.00918,0.792,11274.512,727.286,0.132,0.46,24,11168.648,289,506,470091,week24_F09_cluster_1
21.986,1.654,0.03939,0.00689,0.813,11236.147,788.766,-0.095,1.145,24,11168.648,289,506,470091,week24_F09_cluster_1
11.985,2.041,0.02571,0.00509,0.718,11726.859,782.57,0.117,4.344,24,11168.648,289,506,470091,week24_F09_cluster_1
32.487,1.3,0.03188,0.0064,0.86,11917.557,758.678,-0.209,1.078,24,11168.648,289,506,470091,week24_F09_cluster_1
11.907,1.522,0.05281,0.10836,0.808,11396.852,1120.559,-0.37,1.046,24,11168.648,289,506,470091,week24_F09_cluster_1
24.054,1.503,0.05305,0.01977,0.845,11204.417,798.088,-0.001,0.329,24,11168.648,289,506,470091,week24_F09_cluster_1
27.71,1.504,0.00686,0.01382,0.831,11564.841,866.557,-0.236,-0.1,24,11168.648,289,506,470091,week24_F09_cluster_1
24.049,1.579,0.01681,0.00459,0.797,11409.374,1017.703,-0.735,2.927,24,11168.648,289,506,470091,week24_F09_cluster_1
26.896,1.804,0.08201,0.02428,0.711,11338.85,1088.563,-0.293,0.509,24,11168.648,289,506,470091,week24_F09_cluster_1
19.448,1.579,0.11334,0.01544,0.799,11705.945,1428.319,0.888,1.054,24,11168.648,289,506,470091,week24_F09_cluster_1
38.867,1.186,0.01378,0.04585,0.856,11555.053,1004.584,-0.06,1.502,24,11168.648,289,506,470091,week24_F09_cluster_1
18.336,1.902,0.05453,0.01121,0.754,11553.803,770.143,-0.291,0.746,24,11168.648,289,506,470091,week24_F09_cluster_1
28.66,1.319,0.01496,0.01774,0.806,11427.337,953.152,1.022,5.049,24,11168.648,289,506,470091,week24_F09_cluster_1
17.939,1.504,0.03263,0.05184,0.773,11618.496,929.795,-0.168,-0.282,24,11168.648,289,506,470091,week24_F09_cluster_1
21.932,1.733,0.03488,0.00756,0.781,11302.713,1208.994,0.233,1.874,24,11168.648,289,506,470091,week24_F09_cluster_1
25.191,1.461,0.02761,0.06314,0.795,11844.874,835.078,0.044,0.507,24,11168.648,289,506,470091,week24_F09_cluster_1
23.216,1.57,0.09866,0.02523,0.762,11607.348,1293.733,0.475,1.25,24,11168.648,289,506,470091,week24_F09_cluster_1
26.798,1.611,0.03691,0.05966,0.766,11875.089,1003.202,0.629,2.433,24,11168.648,289,506,470091,week24_F09_cluster_1
25.98,1.685,0.07149,0.03362,0.763,11733.149,1060.653,0.166,0.716,24,11168.648,289,506,470091,week24_F09_cluster_1
16.376,1.872,0.05514,6e-05,0.772,11709.485,873.45,0.973,2.309,24,11168.648,289,506,470091,week24_F09_cluster_1
26.489,1.819,0.01716,0.02882,0.727,11692.306,1063.088,0.701,1.588,24,11168.648,289,506,470091,week24_F09_cluster_1
29.331,1.563,0.03373,0.00109,0.819,11649.242,1175.652,0.635,1.948,24,11168.648,289,506,470091,week24_F09_cluster_1
28.552,1.811,0.0255,0.02797,0.775,11381.104,1258.838,0.085,1.869,24,11168.648,289,506,470091,week24_F09_cluster_1
25.157,1.402,0.01599,0.02609,0.806,11386.195,784.589,0.383,1.733,24,11168.648,289,506,470091,week24_F09_cluster_1
14.631,1.833,0.02959,0.00298,0.799,10987.524,819.055,0.355,1.937,24,11168.648,289,506,470091,week24_F09_cluster_1
16.969,1.701,0.03585,0.00502,0.809,11876.189,688.586,-0.63,0.413,24,11168.648,289,506,470091,week24_F09_cluster_1
14.69,1.732,0.00455,0.03031,0.801,11078.935,1089.262,-0.624,2.04,24,11168.648,289,506,470091,week24_F09_cluster_1
13.843,1.798,0.08722,0.03105,0.763,11583.517,1379.197,0.803,0.882,24,11168.648,289,506,470091,week24_F09_cluster_1
18.042,1.786,0.00095,0.02188,0.789,11810.948,814.448,0.697,1.766,24,11168.648,289,506,470091,week24_F09_cluster_1
16.925,1.192,0.03924,0.06369,0.857,11511.102,1229.546,0.633,1.314,24,11168.648,289,506,470091,week24_F09_cluster_1
27.416,1.821,0.02447,0.00562,0.783,11273.041,1197.056,-0.193,0.81,24,11168.648,289,506,470091,week24_F09_cluster_1
19.708,1.567,0.00129,0.00532,0.843,11004.826,873.285,0.013,0.59,24,11168.648,289,506,470091,week24_F09_cluster_1
22.584,1.699,0.02527,0.10477,0.783,11821.43,1229.676,0.749,0.535,24,11168.648,289,506,470091,week24_F09_cluster_1
31.35,1.428,0.01621,0.04206,0.841,12030.281,1379.617,0.504,0.788,24,11168.648,289,506,470091,week24_F09_cluster_1
24.652,1.57,0.02288,0.01073,0.811,11984.951,990.71,0.33,1.333,24,11168.648,289,506,470091,week24_F09_cluster_1
14.955,1.933,0.03094,0.08441,0.726,12118.241,1147.472,1.036,2.283,24,11168.648,289,506,470091,week24_F09_cluster_1
19.193,1.617,0.03735,0.0004,0.82,11147.355,899.701,-0.369,0.451,24,11168.648,289,506,470091,week24_F09_cluster_1
24.681,1.522,0.00698,0.00825,0.841,11983.544,1110.525,0.014,3.75,24,11168.648,289,506,470091,week24_F09_cluster_1
23.03,1.397,0.00866,0.02744,0.66,11215.737,826.036,-0.381,2.514,24,11168.648,289,506,470091,week24_F09_cluster_1
14.876,1.825,0.05716,0.01909,0.719,11958.179,1016.942,-0.264,0.582,24,11168.648,289,506,470091,week24_F09_cluster_1
20.673,2.19,0.05377,0.00327,0.674,11861.76,1076.356,0.455,1.552,24,11168.648,289,506,470091,week24_F09_cluster_1
26.313,1.268,0.03006,0.02435,0.822,11307.873,1214.481,-0.215,1.119,24,11168.648,289,506,470091,week24_F09_cluster_1
23.442,1.715,0.01198,0.03588,0.74,11095.781,814.523,-0.288,2.044,24,11168.648,289,506,470091,week24_F09_cluster_1
22.952,1.653,0.07531,0.00335,0.785,11847.905,1106.944,0.16,3.154,24,11168.648,289,506,470091,week24_F09_cluster_1
21.364,1.746,0.04221,0.03299,0.771,11985.364,1045.88,-0.456,2.363,24,11168.648,289,506,470091,week24_F09_cluster_1
25.735,1.724,0.02213,0.01093,0.797,11210.264,1040.258,0.258,0.694,24,11168.648,289,506,470091,week24_F09_cluster_1
30.684,1.694,0.08206,0.01491,0.713,11569.189,1591.91,-0.505,0.157,24,11168.648,289,506,470091,week24_F09_cluster_1
26.205,1.588,0.02468,0.00741,0.828,11137.326,833.11,0.109,0.016,24,11168.648,289,506,470091,week24_F09_cluster_1
6.037,1.495,0.00494,0.01757,0.867,10954.843,766.269,0.047,0.728,24,11168.648,289,506,470091,week24_F09_cluster_1
