Area,Aspect_Ratio,Pointedness_Major,Pointedness_Minor,Circularity,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt,Week,Cluster_Area,Detected_Cell_Number,Estimated_Cell_Number,Cluster_ID,Cluster_Name
11.804,2.123,0.08115,0.05451,0.667,11041.937,811.415,0.747,2.753,0,3002.059,83,241,165051,week0_A05_cluster_1
11.505,1.732,0.01727,0.00525,0.758,11033.71,807.56,-0.291,0.376,0,3002.059,83,241,165051,week0_A05_cluster_1
10.471,1.736,0.02444,0.03327,0.796,11105.989,896.12,0.937,2.375,0,3002.059,83,241,165051,week0_A05_cluster_1
14.431,1.608,0.02429,0.02761,0.793,11240.104,1039.479,0.127,0.491,0,3002.059,83,241,165051,week0_A05_cluster_1
13.901,1.592,0.01009,0.00192,0.808,11251.422,1067.317,0.524,1.261,0,3002.059,83,241,165051,week0_A05_cluster_1
11.05,1.998,0.12401,0.03605,0.696,11329.8,963.346,0.315,0.833,0,3002.059,83,241,165051,week0_A05_cluster_1
11.045,1.536,0.00746,0.0268,0.832,11390.36,1198.84,0.887,2.387,0,3002.059,83,241,165051,week0_A05_cluster_1
23.574,1.411,0.04306,0.0205,0.849,11274.758,877.859,-0.239,0.718,0,3002.059,83,241,165051,week0_A05_cluster_1
13.509,1.722,0.00822,0.04107,0.771,11429.628,1183.411,0.648,1.415,0,3002.059,83,241,165051,week0_A05_cluster_1
13.612,2.101,0.00261,0.0173,0.75,11164.08,1130.851,0.512,0.984,0,3002.059,83,241,165051,week0_A05_cluster_1
9.839,1.865,0.00878,0.00825,0.781,10803.369,875.217,-0.495,0.118,0,3002.059,83,241,165051,week0_A05_cluster_1
12.848,2.448,0.03861,0.01679,0.641,11053.969,707.536,0.055,0.417,0,3002.059,83,241,165051,week0_A05_cluster_1
22.359,1.38,0.00841,0.04432,0.817,11428.559,791.744,-0.694,1.682,0,3002.059,83,241,165051,week0_A05_cluster_1
10.672,1.789,0.00843,0.01429,0.8,10976.468,962.572,-0.403,0.684,0,3002.059,83,241,165051,week0_A05_cluster_1
10.501,1.994,0.01343,0.00238,0.782,11058.881,778.323,-0.164,0.14,0,3002.059,83,241,165051,week0_A05_cluster_1
14.484,1.963,0.10218,0.00014,0.714,11087.38,872.69,-0.257,0.009,0,3002.059,83,241,165051,week0_A05_cluster_1
6.052,1.769,0.05134,0.04137,0.793,11150.816,909.239,1.17,3.642,0,3002.059,83,241,165051,week0_A05_cluster_1
11.26,1.529,0.02705,0.01885,0.713,11125.459,826.229,-0.373,1.131,0,3002.059,83,241,165051,week0_A05_cluster_1
13.269,1.849,0.00859,0.00887,0.786,10990.626,978.682,-0.219,0.895,0,3002.059,83,241,165051,week0_A05_cluster_1
10.682,2.014,0.02469,0.01173,0.72,11094.33,882.089,0.425,0.683,0,3002.059,83,241,165051,week0_A05_cluster_1
14.45,1.543,0.02615,0.02043,0.771,11245.765,1068.201,0.869,3.342,0,3002.059,83,241,165051,week0_A05_cluster_1
11.985,2.012,0.04931,0.11034,0.7,11427.12,1225.569,1.353,2.84,0,3002.059,83,241,165051,week0_A05_cluster_1
21.114,1.673,0.0233,0.01228,0.809,11234.423,1011.804,0.423,1.046,0,3002.059,83,241,165051,week0_A05_cluster_1
10.682,1.979,0.03559,0.00572,0.769,11078.408,829.35,-0.168,2.105,0,3002.059,83,241,165051,week0_A05_cluster_1
9.589,1.497,0.02779,0.0335,0.856,11045.746,938.58,-0.743,0.971,0,3002.059,83,241,165051,week0_A05_cluster_1
15.259,1.851,0.01952,0.01079,0.773,11241.787,1033.494,0.736,2.708,0,3002.059,83,241,165051,week0_A05_cluster_1
10.692,1.614,0.03526,0.01905,0.829,11256.209,866.136,0.415,-0.259,0,3002.059,83,241,165051,week0_A05_cluster_1
9.305,1.376,0.05816,0.10137,0.787,11244.679,1089.188,-0.081,0.08,0,3002.059,83,241,165051,week0_A05_cluster_1
15.376,1.731,0.09262,0.01411,0.764,11308.089,894.982,0.545,1.741,0,3002.059,83,241,165051,week0_A05_cluster_1
19.149,1.766,0.02342,0.02837,0.765,10957.564,1941.583,0.548,0.265,0,3002.059,83,241,165051,week0_A05_cluster_1
7.531,1.52,0.05087,0.06261,0.824,10992.768,868.794,0.5,0.182,0,3002.059,83,241,165051,week0_A05_cluster_1
11.187,1.384,0.03962,0.02479,0.836,11503.014,1094.484,0.528,0.55,0,3002.059,83,241,165051,week0_A05_cluster_1
6.752,1.378,0.06327,0.01835,0.847,11043.826,894.392,-0.158,-0.4,0,3002.059,83,241,165051,week0_A05_cluster_1
14.279,1.657,0.09843,0.02172,0.712,11164.349,903.236,0.27,0.857,0,3002.059,83,241,165051,week0_A05_cluster_1
10.736,1.3,0.07867,0.0246,0.851,11185.197,946.889,0.701,2.903,0,3002.059,83,241,165051,week0_A05_cluster_1
11.824,2.145,0.01972,0.00734,0.724,11248.808,951.917,0.349,2.269,0,3002.059,83,241,165051,week0_A05_cluster_1
9.722,1.555,0.00236,0.00838,0.827,10930.047,960.508,-0.072,-0.323,0,3002.059,83,241,165051,week0_A05_cluster_1
14.264,1.576,0.03635,0.02509,0.805,11320.745,1081.987,-0.002,0.781,0,3002.059,83,241,165051,week0_A05_cluster_1
11.295,1.997,0.0414,0.01898,0.715,11567.092,1508.895,1.217,1.464,0,3002.059,83,241,165051,week0_A05_cluster_1
18.566,2.026,0.00236,0.05707,0.683,11068.466,2190.862,0.452,-0.292,0,3002.059,83,241,165051,week0_A05_cluster_1
18.15,1.199,0.11275,0.01381,0.8,11338.852,1223.562,0.246,1.434,0,3002.059,83,241,165051,week0_A05_cluster_1
11.922,1.262,0.00225,0.04266,0.849,11344.57,973.913,0.137,1.643,0,3002.059,83,241,165051,week0_A05_cluster_1
12.598,1.795,0.04298,0.0434,0.743,11341.153,1322.619,0.574,1.302,0,3002.059,83,241,165051,week0_A05_cluster_1
13.063,1.792,0.02791,0.00989,0.808,11163.643,932.992,-0.518,1.827,0,3002.059,83,241,165051,week0_A05_cluster_1
9.207,1.93,0.14238,0.11637,0.683,11497.43,1442.955,0.611,1.002,0,3002.059,83,241,165051,week0_A05_cluster_1
21.516,1.683,0.03893,0.00868,0.792,11239.011,1002.831,-0.316,0.151,0,3002.059,83,241,165051,week0_A05_cluster_1
13.323,1.44,0.05841,0.04706,0.774,11335.458,1020.11,0.038,0.953,0,3002.059,83,241,165051,week0_A05_cluster_1
8.325,1.503,0.01669,0.00997,0.85,10991.961,1066.226,0.124,-0.025,0,3002.059,83,241,165051,week0_A05_cluster_1
11.128,1.294,0.0207,0.03018,0.859,11086.504,1096.83,0.07,0.418,0,3002.059,83,241,165051,week0_A05_cluster_1
11.001,1.587,0.11218,0.02752,0.732,11115.159,914.988,0.048,0.029,0,3002.059,83,241,165051,week0_A05_cluster_1
12.931,2.177,0.02237,0.05618,0.658,11205.443,1009.769,0.81,2.937,0,3002.059,83,241,165051,week0_A05_cluster_1
11.451,1.619,0.01633,0.02968,0.843,11061.539,990.054,-0.655,0.558,0,3002.059,83,241,165051,week0_A05_cluster_1
17.126,1.459,0.0617,0.06199,0.8,11283.099,878.091,-0.012,0.976,0,3002.059,83,241,165051,week0_A05_cluster_1
11.01,1.53,0.085,0.0222,0.791,11367.923,1014.222,-0.407,0.847,0,3002.059,83,241,165051,week0_A05_cluster_1
12.417,1.603,0.04748,0.05467,0.781,11247.614,888.512,0.066,-0.103,0,3002.059,83,241,165051,week0_A05_cluster_1
11.755,1.558,0.00928,0.02609,0.825,11053.256,1096.969,-0.216,0.401,0,3002.059,83,241,165051,week0_A05_cluster_1
15.45,1.744,0.00803,0.01263,0.734,11222.876,696.368,-0.308,0.265,0,3002.059,83,241,165051,week0_A05_cluster_1
12.637,1.764,0.13086,0.01482,0.743,11214.19,948.023,0.131,2.181,0,3002.059,83,241,165051,week0_A05_cluster_1
14.2,1.905,0.08111,0.04514,0.735,11148.155,950.538,-0.021,0.263,0,3002.059,83,241,165051,week0_A05_cluster_1
12.338,1.578,0.0075,0.12951,0.747,11321.64,1079.357,1.448,5.722,0,3002.059,83,241,165051,week0_A05_cluster_1
12.603,1.563,0.0056,0.05711,0.785,11011.094,1037.29,0.015,0.413,0,3002.059,83,241,165051,week0_A05_cluster_1
12.186,2.088,0.01196,0.01436,0.707,11116.327,904.309,-0.068,-0.445,0,3002.059,83,241,165051,week0_A05_cluster_1
11.892,1.659,0.06388,0.08288,0.781,11301.198,1223.525,0.45,0.368,0,3002.059,83,241,165051,week0_A05_cluster_1
13.142,1.437,0.01775,0.04242,0.815,11493.404,1054.52,0.442,1.176,0,3002.059,83,241,165051,week0_A05_cluster_1
10.687,1.495,0.02479,0.00398,0.852,11167.617,877.307,0.436,0.882,0,3002.059,83,241,165051,week0_A05_cluster_1
16.719,1.248,0.07269,0.02676,0.803,11170.309,1502.464,-0.604,0.427,0,3002.059,83,241,165051,week0_A05_cluster_1
10.873,1.53,0.01089,0.02905,0.87,11162.527,1201.64,0.258,-0.472,0,3002.059,83,241,165051,week0_A05_cluster_1
9.276,1.538,0.01003,0.03733,0.843,11131.809,999.363,0.118,-0.047,0,3002.059,83,241,165051,week0_A05_cluster_1
11.731,1.457,0.02379,0.05256,0.855,11239.038,918.089,-0.171,0.762,0,3002.059,83,241,165051,week0_A05_cluster_1
11.339,2.234,0.00935,0.03336,0.651,11784,1430.131,0.213,0.374,0,3002.059,83,241,165051,week0_A05_cluster_1
11.113,1.917,0.11682,0.0158,0.701,11338.123,1434.115,1.564,3.064,0,3002.059,83,241,165051,week0_A05_cluster_1
7.507,1.559,0.00233,0.00597,0.809,10915.268,839.631,-0.803,1.2,0,3002.059,83,241,165051,week0_A05_cluster_1
16.885,1.391,0.08703,0.0004,0.766,11362.891,941.491,0.343,1.997,0,3002.059,83,241,165051,week0_A05_cluster_1
12.368,1.452,0.08003,0.01376,0.832,11650.084,1314.846,0.696,0.404,0,3002.059,83,241,165051,week0_A05_cluster_1
