Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt
9.148,0.891,1.233,11491.573,863.964,0.261,1.392
14.141,0.88,1.301,11442.375,656.365,-0.321,0.931
12.24,0.898,1.179,11356.725,694.694,0.251,1.378
11.946,0.892,1.111,11410.448,814.863,0.067,0.251
11.853,0.91,1.127,11359.332,813.052,-0.721,1.335
20.443,0.88,1.249,11492.577,793.458,0.375,1.574
22.432,0.873,1.244,11422.55,708.296,-0.076,0.889
21.158,0.881,1.191,11378.252,732.785,0.275,0.181
11.491,0.911,1.152,11257.216,765.279,-0.502,1.575
11.638,0.865,1.112,11459.91,564.497,0.389,1.112
16.268,0.858,1.325,11337.531,593.735,0.171,0.789
20.874,0.854,1.424,11292.161,566.921,-0.211,2.157
10.638,0.873,1.356,11320.474,703.889,-0.018,0.404
7.987,0.904,1.174,11382.115,730.433,-0.182,0.159
8.134,0.894,1.279,11356.922,764.093,-0.284,2.798
7.085,0.916,1.069,11365.369,758.776,0.114,0.327
24.084,0.724,1.641,11462.3,861.041,-0.035,0.771
22.731,0.87,1.28,11394.929,730.963,0.337,1.751
9.339,0.846,1.484,11246.933,988.871,-1.297,2.783
11.324,0.844,1.344,11417.456,750.852,0.088,-0.042
11.29,0.89,1.132,11413.704,654.004,-0.084,1.102
7.997,0.842,1.571,11397.985,718.03,0.078,0.516
23.344,0.804,1.49,11314.59,720.511,0.024,1.023
19.012,0.818,1.357,11300.972,683.007,0.414,0.491
18.39,0.776,1.581,11330.386,686.161,0.243,0.738
8.144,0.915,1.151,11412.409,500.311,-0.056,0.778
6.395,0.832,1.068,11351.702,739.129,-0.379,1.416
10.006,0.854,1.179,11432.032,841.39,-0.288,2.435
18.375,0.874,1.338,11414.099,702.854,-0.39,1.255
8.644,0.861,1.311,11390.029,751.485,-0.062,0.331
27.572,0.735,1.354,11413.175,905.866,-0.179,0.583
17.184,0.782,1.258,11334.982,647.833,-0.316,0.799
8.423,0.887,1.263,11291.771,711.396,-0.146,1.233
10.927,0.897,1.117,11426.76,755.139,-0.97,4.079
11.275,0.871,1.429,11275.635,774.528,-0.501,0.574
23.402,0.813,1.456,11494.726,681.552,-0.241,0.958
6.87,0.838,1.607,11428.327,644.386,-0.234,0.679
7.556,0.914,1.104,11600.689,1047.381,0.846,0.603
9.795,0.906,1.185,11381.245,650.561,0.721,2.384
7.845,0.858,1.437,11198.842,555.223,0.448,-0.03
20.193,0.883,1.196,11476.18,752.779,-0.085,0.893
13.588,0.819,1.4,11400.703,750.709,0.206,1.703
13.823,0.892,1.261,11505.275,690.779,-0.746,2.997
20.213,0.873,1.274,11474.545,704.188,-0.138,1.742
19.678,0.771,1.46,11323.577,544.627,0.059,0.078
10.844,0.87,1.156,11389.755,645.876,0.755,2.212
10.78,0.815,1.461,11152.627,1186.272,-0.522,1.203
9.707,0.863,1.207,11462.771,678.203,-0.676,0.987
22.623,0.833,1.413,11417.027,817.495,0.042,1.817
21.344,0.812,1.285,11477.38,699.186,0.193,0.582
9.305,0.855,1.485,11381.489,848.13,-0.309,0.421
6.664,0.809,1.421,11519.263,723.676,0.081,1.319
11.789,0.881,1.18,11436.529,849.383,0.057,0.643
12.26,0.905,1.079,11380.45,877.384,-0.324,0.816
25.157,0.8,1.51,11446.1,874.04,0.068,0.775
9.026,0.832,1.43,11395.485,712.478,0.034,0.012
6.292,0.889,1.356,11378.659,798.231,0.251,-0.061
13.191,0.873,1.23,11501.41,718.914,-0.058,-0.068
8.002,0.843,1.373,11481.737,713.249,-0.302,0.048
25.191,0.725,1.37,11275.724,764.582,-0.692,2.136
8.732,0.885,1.285,11587.442,628.392,0.261,0.848
21.055,0.805,1.466,11449.661,767.102,-0.687,3.577
24.471,0.85,1.346,11378.502,723.592,0.171,0.415
13.495,0.848,1.203,11218.534,903.326,0.585,0.293
11.829,0.9,1.159,11409.551,660.612,-0.024,-0.101
12.368,0.879,1.256,11463.671,891.218,-0.045,1.07
20.389,0.873,1.303,11577.026,547.559,-0.096,0.324
7.673,0.831,1.44,11582.801,926.12,-0.47,0.645
6.752,0.908,1.173,11344.104,672.384,-0.091,-0.402
13.068,0.841,1.25,11585.469,696.03,0.061,-0.103
23.545,0.882,1.262,11448.922,630.518,-0.079,0.883
19.311,0.831,1.379,11472.219,709.557,-0.399,0.803
12.24,0.819,1.087,11473.516,676.647,0.024,0.555
6.987,0.84,1.346,11526.07,726.807,0.017,0.387
23.569,0.801,1.489,11566.324,741.182,-0.224,1.117
8.845,0.87,1.306,11562.4,575.317,-0.046,-0.039
14.514,0.882,1.384,11473.833,708.759,0.17,0.257
14.793,0.853,1.371,11430.506,758.803,-0.291,0.728
22.873,0.806,1.423,11550.802,785.551,0.026,0.468
8.041,0.855,1.349,11436.005,670.691,-0.142,0.898
18.463,0.827,1.204,11508.458,887.284,0.344,2.677
20.639,0.834,1.236,11574.584,656.616,0.083,1.576
8.776,0.808,1.51,11460.137,841.002,-0.185,0.401
12.373,0.84,1.139,11416.829,1194.229,0.081,2.036
6.742,0.885,1.201,11501.182,649.133,0.137,0.146
15.063,0.856,1.327,11427.729,693.57,0.245,1.648
19.83,0.795,1.429,11542.319,761.844,-0.516,2.948
16.841,0.858,1.367,11471.002,795.125,0.009,1.125
19.34,0.778,1.431,11552.93,843.724,-0.006,2.523
25.073,0.807,1.28,11416.129,724.976,-0.66,0.694
9.403,0.823,1.496,11446.745,607.806,0.266,1.002
8.962,0.886,1.307,11467.586,693.791,-0.393,0.995
14.788,0.871,1.279,11482.239,671.35,-0.429,0.205
11.554,0.905,1.166,11664.431,598.193,-0.008,2.113
14.832,0.864,1.346,11508.504,786.161,-0.699,0.933
28.175,0.748,1.632,11563.621,855.243,-0.183,0.9
11.716,0.909,1.156,11563.464,817.999,0.308,0.53
9.594,0.846,1.283,11492.67,745.93,-1.091,3.188
9.374,0.882,1.203,11457.928,865.608,-0.366,0.771
20.159,0.888,1.093,11576.231,742.089,-0.073,1.7
9.486,0.896,1.229,11504.157,673.595,0.28,0.41
11.471,0.861,1.268,11548.243,672.948,-0.647,2.082
8.369,0.878,1.247,11494.957,828.759,-0.149,-0.313
10.231,0.885,1.267,11479.209,667.696,-0.466,1.422
9.359,0.9,1.209,11662.255,638.681,1.187,3.522
6.938,0.896,1.239,11562.715,659.103,0.698,1.22
23.701,0.848,1.401,11695.55,846.053,-0.041,1.266
7.869,0.814,1.589,11475.403,818.057,0.217,0.328
12.593,0.894,1.17,11589.05,943.907,0.678,3.476
8.384,0.895,1.095,11527.049,796.093,-0.206,0.58
8.139,0.884,1.306,11481.586,862.218,-0.76,0.994
16.146,0.888,1.093,11584.719,715.011,0.48,6.304
19.517,0.767,1.404,11721.256,709.933,0.63,2.847
7.953,0.855,1.361,11559.763,718.691,0.035,1.208
9.163,0.83,1.427,11457.439,804.336,0.372,0.655
20.311,0.838,1.547,11658.578,800.995,0.094,0.342
8.766,0.892,1.148,11662.943,970.557,-0.118,0.463
21.609,0.829,1.451,11629.432,813.846,0.218,1.692
12.838,0.887,1.258,11524.428,722.878,0.4,2.353
14.803,0.883,1.177,11509.345,645.753,-0.323,0.578
12.397,0.835,1.242,11661.083,835.012,0.289,0.713
11.701,0.888,1.189,11634.698,656.983,-0.343,0.977
8.095,0.918,1.066,11707.337,524.815,-0.301,0.263
21.668,0.743,1.52,11587.099,873.326,-0.184,1.256
7.757,0.908,1.215,11623.266,667.995,0.076,-0.047
21.305,0.875,1.243,11702.012,761.582,-0.41,0.434
9.78,0.905,1.134,11760.414,645.082,-0.718,2.429
11.819,0.905,1.12,11670.657,651.836,-0.049,0.987
17.375,0.868,1.243,11643.959,726.827,0.711,3.219
9.163,0.863,1.485,11635.737,740.386,0.951,3.392
10.677,0.909,1.066,11624.492,776.777,0.948,3.839
24.191,0.793,1.386,11655.996,524.125,0.114,0.84
9.442,0.765,1.372,11622.833,888.285,-0.398,1.113
25.005,0.842,1.488,11533.795,831.627,-1.105,4.454
17.258,0.873,1.217,11561.921,896.811,-0.442,1.593
17.88,0.868,1.375,11702.703,674.483,-0.081,0.802
8.536,0.896,1.136,11560.506,689.975,0.684,1.689
18.076,0.896,1.237,11646.252,740.465,0.229,1.131
12.578,0.874,1.351,11628.871,727.577,0.069,0.816
10.388,0.895,1.18,11699.619,657.217,-0.398,0.852
25.588,0.875,1.286,11678.421,685.89,-0.07,2.287
10.442,0.889,1.271,11740.586,755.035,0.106,0.17
14.122,0.755,1.345,11752.132,595.251,0.345,1.461
15.048,0.878,1.35,11701.344,552.944,-0.487,0.966
