Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt
29.924,0.772,1.854,11690.621,456.4,0.44,2.181
13.318,0.823,1.655,11744.897,651.477,-0.023,0.471
11.52,0.731,2.103,11642.734,519.222,0.445,1.609
25.019,0.733,1.571,11681.077,435.346,0.485,1.095
26.578,0.76,1.654,11749.028,588.749,0.079,2.069
20.095,0.786,1.542,11875.672,479.251,-0.087,0.728
8.114,0.783,1.843,11694.545,502.636,0.005,0.097
25.46,0.864,1.225,12009.3,415.412,0.604,3.651
19.193,0.63,1.186,11913.412,580.361,0.472,3.409
19.776,0.817,1.677,11791.036,468.404,0.051,1.595
9.124,0.673,1.667,11816.734,636.359,-0.402,2.024
10.187,0.751,1.129,11633.19,628.92,-0.461,-0.103
15.352,0.773,1.837,11972.658,493.611,0.205,1.031
33.3,0.788,1.468,11884.508,535.101,-0.059,3.574
12.554,0.795,1.737,11815.522,546.263,0.09,-0.088
16.023,0.808,1.603,12075.919,608.541,0.135,1.938
15.175,0.748,1.272,11810.528,481.467,-0.006,1.11
27.597,0.721,1.75,11992.445,527.309,0.006,1.243
12.471,0.664,2.285,11920.617,999.387,0.237,0.698
28.611,0.695,1.627,12325.457,445.28,0.001,0.841
26.352,0.802,1.545,12304.491,462.134,-0.13,1.494
19.977,0.736,1.713,12255.106,629.949,0.184,0.318
12.211,0.777,1.353,12059.814,962.563,-0.426,0.085
16.175,0.654,2.043,12390.606,590.139,0.392,2.675
22.011,0.786,1.545,12369.751,512.221,0.688,0.628
16.846,0.748,1.911,12468.709,553.931,0.282,0.916
31.919,0.685,1.961,12484.662,610.836,0.024,2.324
8.933,0.77,1.679,12443.329,1054.261,-0.056,-0.034
18.703,0.782,1.751,12696.32,693.158,0.57,0.658
26.009,0.718,1.596,12518.97,562.458,0.187,1.348
14.509,0.742,1.928,12556.705,573.54,0.357,0.44
25.745,0.601,1.711,12519.196,581.081,0.123,1.436
23.932,0.652,1.973,12544.398,1050.593,0.301,1.162
24.848,0.731,1.616,12648.931,559.463,0.187,0.796
16.126,0.769,1.383,12726.928,809.488,0.58,1.942
10.119,0.649,2.145,12841.86,757.4,-0.272,0.051
