Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt
16.905,0.789,1.766,11257.356,1009.852,0.592,0.785
15.19,0.839,1.597,11195.414,929.012,0.195,1.529
35.378,0.716,1.866,11509.729,868.186,0.458,1.399
27.548,0.779,1.84,11547.6,749.921,-0.296,0.386
25.975,0.804,1.635,11620.519,750.573,0.026,2.402
25.676,0.853,1.482,11613.325,766.525,-0.197,0.902
18.331,0.733,2.219,11250.438,984.801,-0.319,0.258
28.185,0.774,1.749,11488.06,940.624,-0.161,0.432
34.153,0.824,1.554,11819.246,655.576,-0.525,1.919
17.091,0.724,1.672,11473.882,1341.743,0.99,1.994
17.233,0.762,1.847,11431.204,875.127,-0.072,-0.065
23.515,0.791,1.834,11405.934,885.025,-0.097,0.334
32.218,0.771,1.784,11635.833,735.741,-0.381,1.929
30.61,0.788,1.773,11642.657,643.387,-1.282,1.971
31.071,0.804,1.671,11716.683,769.741,-1.117,1.798
33.683,0.837,1.499,11712.087,757.273,-0.514,0.809
13.843,0.726,1.665,11396.27,734.852,0.714,1.722
28.454,0.799,1.748,11771.027,742.856,-0.755,2.358
7.6,0.833,1.532,11457.478,975.014,-0.187,-0.153
6.458,0.67,2.121,10832.024,1111.638,-0.041,-0.584
14.965,0.791,1.822,11580.94,931.502,-0.192,0.234
25.348,0.828,1.325,11737.461,841.981,-0.295,1.033
27.048,0.793,1.568,11859.622,818.43,-0.156,0.913
24.843,0.814,1.684,11775.496,749.484,-0.048,1.008
26.2,0.822,1.645,11476.718,943.534,-0.22,0.198
30.64,0.678,2.373,11847.76,745.66,-0.735,2.057
11.598,0.803,1.783,11543.354,832.174,-0.575,0.467
30.302,0.794,1.621,11807.318,746.017,-0.921,1.969
30.939,0.81,1.688,11789.904,880.093,-0.087,1.219
28.925,0.823,1.605,11839.424,929.511,0.005,1.099
40.655,0.805,1.503,11894.438,811.391,-0.767,1.616
28.719,0.837,1.428,11902.191,838.747,-0.075,1.17
29.714,0.701,2.137,11872.224,708.252,-0.66,1.099
14.195,0.801,1.731,12042.086,987.694,0.882,2.063
6.331,0.737,2.165,11965.426,1194.446,-0.533,0.812
33.104,0.821,1.567,11698.669,879.47,-0.958,2.11
24.583,0.832,1.44,11921.92,729.248,-0.616,1.475
6.15,0.831,1.656,11150.748,1107.122,-0.238,0.389
16.121,0.809,1.582,11775.055,737.075,-0.856,1.902
28.964,0.866,1.31,11881.452,818.292,-0.825,2.474
12.936,0.77,1.774,11684.663,1045.653,-0.184,0.008
10.574,0.77,1.19,11553.418,1254.614,0.279,0.977
24.221,0.771,1.846,11686.998,960.122,-0.167,0.914
28.013,0.756,1.815,11751.739,904.15,-0.453,0.252
22.035,0.822,1.671,11680.881,988.719,-0.234,0.717
21.423,0.831,1.498,12018.279,797.345,-0.773,1.087
29.459,0.835,1.568,11841.526,974.828,-0.385,0.528
28.915,0.843,1.35,11937.248,835.39,-0.029,1.583
29.15,0.812,1.686,11904.853,855.151,0.098,1.704
29.547,0.742,1.795,11912.171,869.634,-0.582,0.941
29.866,0.834,1.585,11875.735,823.457,0.137,0.442
11.182,0.796,1.335,11827.803,726.576,-0.861,2.176
28.792,0.719,1.762,12140.553,824.098,-0.134,2.34
27.073,0.796,1.488,12188.588,753.72,-0.908,4.037
34.055,0.687,1.819,12061.058,928.809,-0.141,1.669
17.547,0.737,2.098,11836.183,1036.385,-0.537,-0.309
25.402,0.776,1.874,12061.868,871.312,-0.489,0.52
36.853,0.761,1.614,12018.705,782.27,-0.254,1.024
28.979,0.752,1.962,11945.414,831.001,-0.624,0.779
6.301,0.769,1.592,12232.509,896.776,0.302,0.044
31.394,0.862,1.217,11912.656,1169.224,-1.334,2.81
33.291,0.845,1.51,11805.449,925.53,-0.286,0.247
25.333,0.832,1.4,11992.105,782.257,-0.617,0.945
14.587,0.802,1.827,12187.854,1233.644,-0.362,-0.31
28.351,0.813,1.591,12156.264,861.594,-0.953,1.575
35.363,0.857,1.33,12133.477,851.42,-0.197,0.767
11.706,0.806,1.161,11694.553,824.59,-0.131,0.38
36.481,0.809,1.567,12217.941,768.526,-0.295,1.215
26.847,0.735,1.661,12086.165,879.731,-0.412,1.034
26.553,0.858,1.385,12239.532,764.202,-0.696,1.513
21.981,0.83,1.5,12045.033,884.265,-0.188,0.79
27.705,0.833,1.576,12167.218,768.213,-0.104,0.946
26.151,0.771,1.875,12123.53,843.007,-0.406,0.635
10.564,0.82,1.494,11835.141,922.511,-0.547,0.972
36.525,0.764,1.962,12366.888,817.298,-0.594,0.634
26.254,0.732,2.136,12251.873,793.098,-0.641,0.926
9.54,0.859,1.51,11947.932,1074.104,-0.032,-0.035
27.631,0.806,1.679,12108.216,1011.996,-0.286,0.269
32.32,0.759,1.767,12258.402,845.351,-0.891,1.108
28.523,0.758,1.774,12189.082,962.091,-0.514,0.438
27.42,0.831,1.553,12259.89,857.427,-0.847,1.031
25.397,0.747,2.041,12339.254,812.173,-0.355,1.153
22.77,0.824,1.653,12249.831,954.822,-0.683,0.347
