Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt
16.366,0.763,1.744,11807.331,553.505,-0.906,3.948
17.601,0.816,1.349,11558.075,1006.356,0.563,3.396
27.724,0.884,1.243,11899.121,544.658,0.167,2.146
27.504,0.882,1.327,11861.965,635.661,-0.429,3.734
34.834,0.657,1.832,11909.758,671.353,-0.925,4.555
28.763,0.602,1.321,11836.813,950.694,-1.252,2.964
13.921,0.828,1.614,12025.769,748.547,0.147,1.205
27.171,0.718,2.129,11905.885,707.636,-0.023,2.423
21.555,0.747,2.022,11841.362,814.078,-0.667,3.177
22.226,0.758,1.542,11970.284,765.757,0.363,1.518
29.116,0.839,1.342,11986.163,705.248,0.627,2.71
10.986,0.726,2.199,12059.396,725.917,0.128,1.657
26.627,0.848,1.536,11932.739,781.217,-0.496,1.337
9.418,0.727,1.915,11965.994,698.687,-0.045,0.936
27.719,0.89,1.241,11933.714,713.594,0.438,3.155
18.36,0.775,1.649,12083.867,566.123,0.139,0.918
27.048,0.858,1.337,12035.251,604.952,-0.026,1.684
18.39,0.755,1.968,12015.348,769.31,-0.144,1.132
27.773,0.662,1.459,11951.262,690.128,0.11,1.819
18.939,0.796,1.837,12189.387,546.645,0.302,2.012
40.979,0.699,1.824,12003.508,810.991,0.328,1.194
20.727,0.819,1.603,12217.221,695.339,-0.433,0.903
30.228,0.808,1.523,12113.935,837.74,0.143,3.337
28.327,0.816,1.532,12017.273,931.188,-0.308,1.974
29.121,0.828,1.568,12195.732,698.807,0.122,1.981
32.178,0.735,1.671,12123.115,785.851,-0.295,1.851
16.469,0.852,1.271,12150.148,896.834,0.279,0.407
7.179,0.696,1.614,12093.238,574.633,-0.06,1.361
24.853,0.83,1.507,12184.152,713.528,-0.278,0.878
31.556,0.792,1.503,12152.79,951.848,-0.397,3.014
30.008,0.755,1.593,12232.021,918.545,0.282,2.138
9.305,0.799,1.205,11901.726,976.477,0.404,0.006
31.012,0.78,1.416,12132.487,768.522,-0.5,1.525
24.172,0.851,1.368,12286.054,797.779,0.178,1.611
23.398,0.616,1.463,12292.673,700.272,0.362,1.218
12.505,0.744,2.008,12219.105,648.638,-0.062,0.014
20.345,0.629,1.639,12180.473,709.333,-0.501,0.683
21.844,0.732,1.406,12180.695,860.464,-1.594,5.771
24.255,0.728,1.873,12337.793,863.1,0.695,2.87
25.818,0.793,1.774,12406.374,713.95,-0.062,2.31
8.717,0.746,1.761,12317.645,990.569,0.744,1.006
23.569,0.847,1.363,12417.347,760.48,0.164,0.867
22.716,0.723,1.508,12278.689,852.961,0.598,1.072
18.444,0.791,1.58,12209.278,1024.885,-0.846,1.223
23.824,0.698,1.871,12407.966,971.66,0.377,2.588
10.476,0.808,1.3,12063.254,1430.855,-1.032,0.316
12.485,0.697,2.31,12370.127,991.259,0.28,1.054
24.373,0.76,1.668,12379.216,768.552,-0.327,1.221
29.086,0.738,1.601,12348.097,975.27,-0.449,0.8
19.703,0.751,1.566,12400.004,855.57,-0.365,0.763
36.608,0.657,2.087,12364.511,859.95,-0.247,0.929
8.845,0.741,2.025,12442.617,808.28,-0.142,0.324
29.964,0.714,1.925,12389.398,694.813,-0.154,1.872
17.498,0.786,1.73,12537.515,815.211,-0.382,1.343
21.967,0.82,1.534,12424.95,902.194,0.363,1.019
13.157,0.858,1.51,12410.903,847.98,-0.26,0.213
26.877,0.764,1.57,12512.692,977.903,0.293,1.566
26.538,0.847,1.272,12406.494,984.951,-0.044,1.185
25.803,0.842,1.541,12526.193,734.465,0.319,1.299
21.286,0.81,1.156,12497.008,729.368,0.231,0.185
11.971,0.79,1.623,12587.23,698.624,-0.485,0.438
30.929,0.828,1.485,12495.421,1039.924,-0.055,0.974
8.634,0.865,1.117,12653.203,671.616,-0.013,1.126
12.97,0.76,1.843,12563.516,1059.563,-0.39,0.171
18.674,0.811,1.617,12662.183,956.812,0.481,0.363
16.283,0.802,1.747,12701.018,1010.77,0.485,1.18
17.116,0.764,1.192,12325.905,1289.544,-0.745,1.114
17.66,0.762,1.851,12677.924,722.256,0.067,0.622
23.079,0.651,1.969,12664.19,794.689,0.337,1.405
29.547,0.658,1.359,12680.414,842.968,-0.121,0.712
11.99,0.706,1.777,12820.544,925.567,0.195,1.181
28.665,0.672,1.426,12784.496,1093.092,-0.196,0.303
27.92,0.774,1.335,12783.18,920.269,-0.196,1.73
22.055,0.749,1.847,12728.76,908.512,0.096,0.832
22.07,0.722,1.595,12824.939,802.428,0.533,2.418
9.589,0.762,1.328,12872.892,868.587,0.653,2.621
6.914,0.66,1.883,12953.101,752.525,-0.754,1.907
30.066,0.823,1.335,12858.561,841.055,0.133,0.827
8.727,0.774,1.869,13088.234,742.505,-0.098,1.019
11.265,0.758,1.746,13088.368,775.735,-0.124,2.517
