Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt,Week,Cluster_Area,Detected_Cell_Number,Estimated_Cell_Number,Cluster_ID,Cluster_Name
12.956,0.809,1.765,10977.476,792.662,-0.258,-0.296,24,3173.397,70,133,470011,week24_F01_cluster_1
20.34,0.816,1.607,11262.432,781.21,-0.286,0.073,24,3173.397,70,133,470011,week24_F01_cluster_1
31.894,0.792,1.79,11208.11,730.383,-0.313,0.214,24,3173.397,70,133,470011,week24_F01_cluster_1
17.483,0.735,1.967,11216.729,903.459,-0.157,0.057,24,3173.397,70,133,470011,week24_F01_cluster_1
18.522,0.835,1.593,11212.423,796.611,-0.188,-0.32,24,3173.397,70,133,470011,week24_F01_cluster_1
25.059,0.828,1.661,11210.8,613.334,-0.264,0.515,24,3173.397,70,133,470011,week24_F01_cluster_1
32.502,0.709,1.524,11275.036,702.656,-0.297,2.063,24,3173.397,70,133,470011,week24_F01_cluster_1
21.07,0.743,1.686,11072.835,983.62,0.685,3.083,24,3173.397,70,133,470011,week24_F01_cluster_1
7.732,0.82,1.696,11128.864,1619.327,0.527,-0.321,24,3173.397,70,133,470011,week24_F01_cluster_1
30.934,0.809,1.677,11223.427,602.129,-0.876,2.188,24,3173.397,70,133,470011,week24_F01_cluster_1
27.636,0.834,1.529,11204.316,805.487,-0.02,1.771,24,3173.397,70,133,470011,week24_F01_cluster_1
18.272,0.8,1.788,11231.819,869.037,0.376,0.101,24,3173.397,70,133,470011,week24_F01_cluster_1
31.963,0.779,1.687,11310.389,838.554,-0.157,1.938,24,3173.397,70,133,470011,week24_F01_cluster_1
24.637,0.825,1.612,11246.306,837.236,-0.102,0.448,24,3173.397,70,133,470011,week24_F01_cluster_1
23.716,0.762,1.841,11335.007,819.614,-0.033,0.421,24,3173.397,70,133,470011,week24_F01_cluster_1
34.432,0.861,1.273,11230.051,704.663,-0.601,1.991,24,3173.397,70,133,470011,week24_F01_cluster_1
27.254,0.834,1.459,11323.109,627.669,-0.369,2.219,24,3173.397,70,133,470011,week24_F01_cluster_1
36.412,0.815,1.625,11299.099,642.532,-0.746,2.736,24,3173.397,70,133,470011,week24_F01_cluster_1
29.219,0.869,1.323,11288.552,745.759,-0.06,1.329,24,3173.397,70,133,470011,week24_F01_cluster_1
22.726,0.84,1.553,11302.106,790.236,0.341,0.465,24,3173.397,70,133,470011,week24_F01_cluster_1
19.968,0.779,1.407,11173.612,953.09,-0.328,0.434,24,3173.397,70,133,470011,week24_F01_cluster_1
35.603,0.815,1.533,11286.366,666.694,-0.287,0.856,24,3173.397,70,133,470011,week24_F01_cluster_1
42.135,0.738,1.843,11417.879,686.412,0.297,4.585,24,3173.397,70,133,470011,week24_F01_cluster_1
23.055,0.764,1.936,11169.529,971.167,0.242,0.791,24,3173.397,70,133,470011,week24_F01_cluster_1
13.068,0.804,1.763,11218.27,824.394,-0.079,-0.19,24,3173.397,70,133,470011,week24_F01_cluster_1
32.703,0.846,1.339,11144.89,750.572,-0.115,0.906,24,3173.397,70,133,470011,week24_F01_cluster_1
31.728,0.861,1.335,11514.196,727.799,-0.247,0.929,24,3173.397,70,133,470011,week24_F01_cluster_1
20.957,0.762,1.841,11051.707,777.546,-0.124,0.396,24,3173.397,70,133,470011,week24_F01_cluster_1
17.057,0.8,1.675,11043.793,875.317,-0.484,0.074,24,3173.397,70,133,470011,week24_F01_cluster_1
10.006,0.772,1.4,10831.188,746.594,-0.38,0.044,24,3173.397,70,133,470011,week24_F01_cluster_1
33.296,0.754,1.376,11259.597,759.023,-0.255,1.357,24,3173.397,70,133,470011,week24_F01_cluster_1
24.059,0.875,1.21,11367.459,698.227,-0.497,0.971,24,3173.397,70,133,470011,week24_F01_cluster_1
30.576,0.836,1.474,11308.476,690.308,-0.276,1.016,24,3173.397,70,133,470011,week24_F01_cluster_1
27.92,0.828,1.671,11146.306,1382.55,-0.622,0.011,24,3173.397,70,133,470011,week24_F01_cluster_1
26.377,0.81,1.517,11238.353,904.056,0.241,0.012,24,3173.397,70,133,470011,week24_F01_cluster_1
20.967,0.815,1.679,11366.717,682.793,-0.569,1.41,24,3173.397,70,133,470011,week24_F01_cluster_1
9.256,0.83,1.533,10967.059,768.28,0.119,-0.072,24,3173.397,70,133,470011,week24_F01_cluster_1
28.802,0.83,1.591,11130.522,619.729,-0.54,1.001,24,3173.397,70,133,470011,week24_F01_cluster_1
24.569,0.728,1.918,11238.343,760.535,-0.378,0.673,24,3173.397,70,133,470011,week24_F01_cluster_1
15.028,0.809,1.676,11275.348,941.669,-0.373,-0.22,24,3173.397,70,133,470011,week24_F01_cluster_1
28.552,0.764,1.172,11422.66,713.791,0.503,4.201,24,3173.397,70,133,470011,week24_F01_cluster_1
14.656,0.767,1.4,11124.395,823.08,-0.86,0.916,24,3173.397,70,133,470011,week24_F01_cluster_1
14.107,0.736,1.183,11403.985,834.966,0.172,-0.56,24,3173.397,70,133,470011,week24_F01_cluster_1
21.609,0.763,1.658,11453.937,855.334,-0.249,0.851,24,3173.397,70,133,470011,week24_F01_cluster_1
27.901,0.752,1.652,11352.31,1270.727,-0.455,-0.163,24,3173.397,70,133,470011,week24_F01_cluster_1
9.09,0.819,1.538,11086.912,913.001,0.281,0.529,24,3173.397,70,133,470011,week24_F01_cluster_1
24.137,0.815,1.591,11233.739,681.519,-0.398,1.56,24,3173.397,70,133,470011,week24_F01_cluster_1
7.375,0.701,2.428,11458.573,501.526,0.641,0.597,24,3173.397,70,133,470011,week24_F01_cluster_1
19.865,0.736,1.577,11296.095,781.625,-0.034,0.082,24,3173.397,70,133,470011,week24_F01_cluster_1
14.876,0.691,1.947,11571.035,850.371,-0.417,0.608,24,3173.397,70,133,470011,week24_F01_cluster_1
31.056,0.773,1.729,11299.564,680.397,-0.218,2.134,24,3173.397,70,133,470011,week24_F01_cluster_1
24.77,0.842,1.408,11355.136,773.319,0.593,1.43,24,3173.397,70,133,470011,week24_F01_cluster_1
15.626,0.786,1.423,11342.282,790.989,0.235,0.937,24,3173.397,70,133,470011,week24_F01_cluster_1
29.973,0.716,1.894,11304.443,1291.479,-0.117,0.577,24,3173.397,70,133,470011,week24_F01_cluster_1
33.511,0.757,1.578,11620.207,854.33,0.508,3.899,24,3173.397,70,133,470011,week24_F01_cluster_1
28.445,0.778,1.81,11595.485,623.801,-0.679,2.014,24,3173.397,70,133,470011,week24_F01_cluster_1
29.89,0.822,1.567,11458.108,637.806,-0.796,1.324,24,3173.397,70,133,470011,week24_F01_cluster_1
24.716,0.823,1.571,11476.685,737.499,-0.53,0.918,24,3173.397,70,133,470011,week24_F01_cluster_1
32.967,0.851,1.232,11382.908,584.63,-0.528,2.237,24,3173.397,70,133,470011,week24_F01_cluster_1
14.999,0.81,1.636,11196.211,746.834,-0.694,0.591,24,3173.397,70,133,470011,week24_F01_cluster_1
