Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt,Week,Cluster_Area,Detected_Cell_Number,Estimated_Cell_Number,Cluster_ID,Cluster_Name
8.041,0.685,1.716,11198.355,781.273,-2.057,9.307,0,5553.503,132,477,167061,week0_C06_cluster_1
8.252,0.746,2.125,11571.822,676.267,0.018,2.145,0,5553.503,132,477,167061,week0_C06_cluster_1
12.196,0.84,1.574,11053.737,852.567,-0.587,1.016,0,5553.503,132,477,167061,week0_C06_cluster_1
11.05,0.843,1.546,11655.613,1293.594,0.863,0.905,0,5553.503,132,477,167061,week0_C06_cluster_1
11.505,0.813,1.584,11291.547,692.913,-0.031,1.424,0,5553.503,132,477,167061,week0_C06_cluster_1
15.097,0.829,1.443,11519.075,857.261,0.669,0.672,0,5553.503,132,477,167061,week0_C06_cluster_1
11.902,0.654,2.009,11368.239,794.257,0.573,1.226,0,5553.503,132,477,167061,week0_C06_cluster_1
10.981,0.688,2.077,11528.365,1082.065,1.334,3.553,0,5553.503,132,477,167061,week0_C06_cluster_1
6.248,0.812,1.138,10867.142,1380.403,-0.103,0.131,0,5553.503,132,477,167061,week0_C06_cluster_1
16.43,0.855,1.302,11287.598,895.7,-0.05,0.758,0,5553.503,132,477,167061,week0_C06_cluster_1
13.215,0.781,1.255,11537.872,1378.888,1.464,2.704,0,5553.503,132,477,167061,week0_C06_cluster_1
9.085,0.758,2.022,11144.448,703.526,-0.778,1.169,0,5553.503,132,477,167061,week0_C06_cluster_1
14.386,0.78,1.783,11483.815,900.422,0.606,-0.031,0,5553.503,132,477,167061,week0_C06_cluster_1
11.412,0.798,1.606,11314.965,938.037,0.311,3.254,0,5553.503,132,477,167061,week0_C06_cluster_1
8.947,0.793,1.842,10945.65,829.046,-0.354,0.101,0,5553.503,132,477,167061,week0_C06_cluster_1
11.25,0.78,1.974,11049.177,718.817,-0.506,2.188,0,5553.503,132,477,167061,week0_C06_cluster_1
9.932,0.808,1.453,11813.802,1370.845,0.825,0.814,0,5553.503,132,477,167061,week0_C06_cluster_1
10.873,0.69,2.214,11413.582,700.27,0.705,0.972,0,5553.503,132,477,167061,week0_C06_cluster_1
12.426,0.761,1.673,11585.209,1062.361,0.776,1.606,0,5553.503,132,477,167061,week0_C06_cluster_1
10.413,0.771,1.888,11422.471,735.947,0.724,2.533,0,5553.503,132,477,167061,week0_C06_cluster_1
