Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt
23.819,0.84,1.347,12486.87,821.207,-0.38,0.829
27.896,0.81,1.722,12574.237,893.258,-0.364,3.054
25.039,0.851,1.513,12548.875,787.787,0.01,1.673
6.806,0.83,1.16,12289.44,1066.511,-0.065,0.277
33.256,0.857,1.4,12552.576,838.253,-0.026,2.699
28.141,0.86,1.327,12417.069,885.117,-0.501,1.023
32.507,0.723,1.734,12498.747,1041.374,-0.793,1.506
25.71,0.815,1.606,12634.79,876.437,-0.265,0.699
20.644,0.828,1.47,12571.916,965.132,0.583,2.641
8.07,0.825,1.507,12586.652,1120.774,-0.758,3.227
30.042,0.827,1.552,12303.631,735.751,0.473,4.958
8.884,0.741,2.262,12226.335,1132.462,-0.18,-0.414
34.026,0.829,1.554,12607.37,862.148,0.094,0.612
16.596,0.749,1.561,12472.543,1032.228,0.521,1.156
30.939,0.834,1.554,12471.017,746.974,-0.051,0.787
27.273,0.8,1.509,12731.061,955.617,0.179,1.231
21.536,0.795,1.648,12807.526,883.436,-0.363,0.641
25.931,0.839,1.488,12829.123,899.44,-0.025,1.86
27.744,0.791,1.829,12657.589,749.868,0.344,0.924
27.616,0.848,1.267,12629.485,1160.338,0.351,0.649
16.248,0.819,1.56,12576.917,1218.235,0.101,-0.122
12.564,0.79,1.148,12336.353,1002.278,0.523,0.656
26.906,0.801,1.712,12709.18,637.925,0.284,1.456
19.507,0.696,1.679,12645.136,783.704,-0.425,0.894
24.858,0.771,1.741,12309.998,1028.468,-0.286,1.354
23.231,0.829,1.589,12452.53,768.26,0.096,2.249
24.691,0.846,1.45,12523.665,781.714,-0.321,2.109
32.085,0.814,1.633,12517.952,702.728,-0.185,1.604
24.015,0.812,1.701,12650.689,671.782,-0.053,1.932
13.553,0.723,2.14,12580.405,718.25,-0.246,0.647
30.963,0.854,1.461,12516.177,651.029,0.388,1.096
15.249,0.813,1.682,12459.979,742.403,0.277,1.409
10.217,0.762,2.021,12588.635,719.237,0.487,0.609
