Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt,Week,Cluster_Area,Detected_Cell_Number,Estimated_Cell_Number,Cluster_ID,Cluster_Name
16.577,0.744,2.175,11613.924,739.908,-0.479,0.243,24,4013.262,114,180,467082,week24_C08_cluster_2
20.575,0.784,1.809,11444.397,833.172,0.357,1.406,24,4013.262,114,180,467082,week24_C08_cluster_2
25.377,0.767,1.888,11568.96,708.044,-0.543,1.399,24,4013.262,114,180,467082,week24_C08_cluster_2
25.691,0.821,1.58,11627.337,864.395,-0.092,0.395,24,4013.262,114,180,467082,week24_C08_cluster_2
26.617,0.649,2.308,11592.584,855.976,0.049,2.911,24,4013.262,114,180,467082,week24_C08_cluster_2
27.724,0.785,1.587,11650.483,916.974,0.545,1.423,24,4013.262,114,180,467082,week24_C08_cluster_2
24.235,0.776,1.791,11438.949,1114.906,0.618,1.374,24,4013.262,114,180,467082,week24_C08_cluster_2
21.119,0.83,1.599,11556.813,844.3,-0.036,0.671,24,4013.262,114,180,467082,week24_C08_cluster_2
25.26,0.845,1.479,11442.878,672.652,0.044,1.244,24,4013.262,114,180,467082,week24_C08_cluster_2
13.896,0.809,1.754,11215.146,820.199,0.088,0.599,24,4013.262,114,180,467082,week24_C08_cluster_2
15.626,0.833,1.597,11478.291,704.925,0.854,3.349,24,4013.262,114,180,467082,week24_C08_cluster_2
32.115,0.818,1.502,11738.517,851.781,0.008,1.062,24,4013.262,114,180,467082,week24_C08_cluster_2
23.824,0.816,1.588,11693.308,974.814,0.445,1.944,24,4013.262,114,180,467082,week24_C08_cluster_2
12.701,0.785,1.437,11212.921,1174.055,-0.482,0.383,24,4013.262,114,180,467082,week24_C08_cluster_2
25.279,0.761,1.678,11308.165,800.596,-0.134,2.205,24,4013.262,114,180,467082,week24_C08_cluster_2
20.536,0.785,1.823,11595.925,838.821,-0.275,2.074,24,4013.262,114,180,467082,week24_C08_cluster_2
22.996,0.84,1.505,11323.786,958.61,-0.371,0.838,24,4013.262,114,180,467082,week24_C08_cluster_2
24.652,0.873,1.286,11499.946,724.124,-0.676,2.368,24,4013.262,114,180,467082,week24_C08_cluster_2
25.367,0.855,1.419,11745.993,914.041,1.426,3.87,24,4013.262,114,180,467082,week24_C08_cluster_2
29.082,0.77,1.734,11639.844,1040.371,-0.464,1.047,24,4013.262,114,180,467082,week24_C08_cluster_2
37.402,0.845,1.301,11910.318,1044.977,0.275,1.809,24,4013.262,114,180,467082,week24_C08_cluster_2
20.271,0.833,1.51,11522.053,810.033,0.154,0.673,24,4013.262,114,180,467082,week24_C08_cluster_2
25.353,0.738,1.737,11393.304,935.762,1.296,4.573,24,4013.262,114,180,467082,week24_C08_cluster_2
21.129,0.816,1.67,11558.256,1077.458,-0.4,1.198,24,4013.262,114,180,467082,week24_C08_cluster_2
24.858,0.792,1.69,11554.546,808.741,-0.345,1.537,24,4013.262,114,180,467082,week24_C08_cluster_2
27.729,0.833,1.418,11593.545,1144.497,0.285,0.105,24,4013.262,114,180,467082,week24_C08_cluster_2
23.143,0.792,1.679,11944.816,983.649,1.446,3.413,24,4013.262,114,180,467082,week24_C08_cluster_2
24.142,0.83,1.616,11402.445,935.08,-0.463,0.462,24,4013.262,114,180,467082,week24_C08_cluster_2
21.413,0.816,1.564,11656.995,923.306,-0.19,1.037,24,4013.262,114,180,467082,week24_C08_cluster_2
27.945,0.757,1.87,11587.701,1084.66,-0.135,2.085,24,4013.262,114,180,467082,week24_C08_cluster_2
19.678,0.748,2.171,11332.102,792.41,-0.688,1.342,24,4013.262,114,180,467082,week24_C08_cluster_2
