Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt,Week,Cluster_Area,Detected_Cell_Number,Estimated_Cell_Number,Cluster_ID,Cluster_Name
16.905,0.789,1.766,11257.356,1009.852,0.592,0.785,24,3743.919,83,154,465101,week24_A10_cluster_1
15.19,0.839,1.597,11195.414,929.012,0.195,1.529,24,3743.919,83,154,465101,week24_A10_cluster_1
35.378,0.716,1.866,11509.729,868.186,0.458,1.399,24,3743.919,83,154,465101,week24_A10_cluster_1
27.548,0.779,1.84,11547.6,749.921,-0.296,0.386,24,3743.919,83,154,465101,week24_A10_cluster_1
25.975,0.804,1.635,11620.519,750.573,0.026,2.402,24,3743.919,83,154,465101,week24_A10_cluster_1
25.676,0.853,1.482,11613.325,766.525,-0.197,0.902,24,3743.919,83,154,465101,week24_A10_cluster_1
18.331,0.733,2.219,11250.438,984.801,-0.319,0.258,24,3743.919,83,154,465101,week24_A10_cluster_1
28.185,0.774,1.749,11488.06,940.624,-0.161,0.432,24,3743.919,83,154,465101,week24_A10_cluster_1
34.153,0.824,1.554,11819.246,655.576,-0.525,1.919,24,3743.919,83,154,465101,week24_A10_cluster_1
17.091,0.724,1.672,11473.882,1341.743,0.99,1.994,24,3743.919,83,154,465101,week24_A10_cluster_1
17.233,0.762,1.847,11431.204,875.127,-0.072,-0.065,24,3743.919,83,154,465101,week24_A10_cluster_1
23.515,0.791,1.834,11405.934,885.025,-0.097,0.334,24,3743.919,83,154,465101,week24_A10_cluster_1
32.218,0.771,1.784,11635.833,735.741,-0.381,1.929,24,3743.919,83,154,465101,week24_A10_cluster_1
30.61,0.788,1.773,11642.657,643.387,-1.282,1.971,24,3743.919,83,154,465101,week24_A10_cluster_1
31.071,0.804,1.671,11716.683,769.741,-1.117,1.798,24,3743.919,83,154,465101,week24_A10_cluster_1
33.683,0.837,1.499,11712.087,757.273,-0.514,0.809,24,3743.919,83,154,465101,week24_A10_cluster_1
13.843,0.726,1.665,11396.27,734.852,0.714,1.722,24,3743.919,83,154,465101,week24_A10_cluster_1
28.454,0.799,1.748,11771.027,742.856,-0.755,2.358,24,3743.919,83,154,465101,week24_A10_cluster_1
7.6,0.833,1.532,11457.478,975.014,-0.187,-0.153,24,3743.919,83,154,465101,week24_A10_cluster_1
6.458,0.67,2.121,10832.024,1111.638,-0.041,-0.584,24,3743.919,83,154,465101,week24_A10_cluster_1
14.965,0.791,1.822,11580.94,931.502,-0.192,0.234,24,3743.919,83,154,465101,week24_A10_cluster_1
25.348,0.828,1.325,11737.461,841.981,-0.295,1.033,24,3743.919,83,154,465101,week24_A10_cluster_1
27.048,0.793,1.568,11859.622,818.43,-0.156,0.913,24,3743.919,83,154,465101,week24_A10_cluster_1
24.843,0.814,1.684,11775.496,749.484,-0.048,1.008,24,3743.919,83,154,465101,week24_A10_cluster_1
26.2,0.822,1.645,11476.718,943.534,-0.22,0.198,24,3743.919,83,154,465101,week24_A10_cluster_1
30.64,0.678,2.373,11847.76,745.66,-0.735,2.057,24,3743.919,83,154,465101,week24_A10_cluster_1
11.598,0.803,1.783,11543.354,832.174,-0.575,0.467,24,3743.919,83,154,465101,week24_A10_cluster_1
30.302,0.794,1.621,11807.318,746.017,-0.921,1.969,24,3743.919,83,154,465101,week24_A10_cluster_1
30.939,0.81,1.688,11789.904,880.093,-0.087,1.219,24,3743.919,83,154,465101,week24_A10_cluster_1
28.925,0.823,1.605,11839.424,929.511,0.005,1.099,24,3743.919,83,154,465101,week24_A10_cluster_1
40.655,0.805,1.503,11894.438,811.391,-0.767,1.616,24,3743.919,83,154,465101,week24_A10_cluster_1
28.719,0.837,1.428,11902.191,838.747,-0.075,1.17,24,3743.919,83,154,465101,week24_A10_cluster_1
29.714,0.701,2.137,11872.224,708.252,-0.66,1.099,24,3743.919,83,154,465101,week24_A10_cluster_1
14.195,0.801,1.731,12042.086,987.694,0.882,2.063,24,3743.919,83,154,465101,week24_A10_cluster_1
6.331,0.737,2.165,11965.426,1194.446,-0.533,0.812,24,3743.919,83,154,465101,week24_A10_cluster_1
33.104,0.821,1.567,11698.669,879.47,-0.958,2.11,24,3743.919,83,154,465101,week24_A10_cluster_1
24.583,0.832,1.44,11921.92,729.248,-0.616,1.475,24,3743.919,83,154,465101,week24_A10_cluster_1
6.15,0.831,1.656,11150.748,1107.122,-0.238,0.389,24,3743.919,83,154,465101,week24_A10_cluster_1
16.121,0.809,1.582,11775.055,737.075,-0.856,1.902,24,3743.919,83,154,465101,week24_A10_cluster_1
28.964,0.866,1.31,11881.452,818.292,-0.825,2.474,24,3743.919,83,154,465101,week24_A10_cluster_1
12.936,0.77,1.774,11684.663,1045.653,-0.184,0.008,24,3743.919,83,154,465101,week24_A10_cluster_1
10.574,0.77,1.19,11553.418,1254.614,0.279,0.977,24,3743.919,83,154,465101,week24_A10_cluster_1
24.221,0.771,1.846,11686.998,960.122,-0.167,0.914,24,3743.919,83,154,465101,week24_A10_cluster_1
