Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt
19.12,0.821,1.624,11509.307,819.256,0.139,2.081
29.003,0.856,1.345,11448.853,684.174,-0.539,1.935
23.402,0.805,1.76,11442.891,819.821,-0.426,1.835
26.896,0.844,1.444,11382.452,637.529,-0.208,1.547
14.288,0.611,1.973,11538.983,819.936,0.216,1.308
34.378,0.84,1.339,11393.199,745.636,-0.985,1.603
29.042,0.852,1.447,11437.264,684.948,0.099,1.478
9.148,0.795,1.733,11478.316,884.087,0.597,0.22
24.735,0.712,2.222,11515.207,581.58,-0.261,0.418
30.184,0.815,1.608,11530.191,812.156,0.787,3.381
21.932,0.825,1.617,11518.019,569.281,-0.147,0.682
28.033,0.828,1.621,11389.053,630.962,0.486,1.856
29.013,0.808,1.548,11428.637,615.344,0.509,3.965
19.404,0.845,1.439,11446.436,814.604,0.171,1.415
26.617,0.778,1.517,11535.899,756.101,0.006,0.775
8.702,0.764,2,11431.897,792.974,0.275,0.492
15.543,0.785,1.822,11353.048,685.861,-0.558,1.478
9.883,0.774,1.773,11333.121,1165.438,-0.333,0.228
29.674,0.83,1.351,11446.708,604.037,-0.159,0.598
25.578,0.813,1.512,11315.378,906.596,-0.923,2.273
18.4,0.622,1.565,11522.688,936.523,0.563,1.478
16.645,0.784,1.814,11488.337,759.271,0.803,1.579
24.177,0.834,1.519,11544.787,994.412,1.118,2.507
16.601,0.835,1.436,11541.074,1145.795,0.818,1.522
12.079,0.742,1.709,11511.266,873.348,0.116,0.467
28.954,0.842,1.377,11436.88,772.3,-0.665,1.586
12.431,0.672,2.111,11327.002,933.32,-0.681,1.778
26.328,0.804,1.659,11447.058,767.996,0.196,1.397
16.939,0.844,1.503,11305.548,945.434,0.088,-0.022
34.452,0.751,1.419,11531.127,897.474,-0.291,4.061
24.765,0.659,1.917,11333.956,947.68,-0.358,0.609
28.498,0.811,1.647,11429.747,737.498,-0.248,1.694
11.598,0.81,1.718,11383.781,881.19,0.066,0.408
26.45,0.819,1.73,11295.457,740.87,-0.602,2.139
30.507,0.822,1.562,11414.529,707.942,-0.154,1.177
36.637,0.856,1.303,11432.248,763.795,-1.306,5.046
31.698,0.824,1.575,11371.07,777.118,-0.323,1.383
21.82,0.657,1.578,11441.607,732.474,0.381,2.678
30.15,0.879,1.153,11328.135,782.121,-0.334,1.482
31.595,0.846,1.387,11482.326,637.913,-0.595,1.82
28.415,0.816,1.523,11514.273,820.227,0.111,3.613
30.395,0.762,1.524,11422.485,658.814,0.498,3.609
23.755,0.746,2.032,11245.1,707.275,-0.194,1.43
26.583,0.76,1.689,11375.554,652.987,-0.094,0.824
32.869,0.83,1.478,11548.396,711.921,-0.261,1.104
25.264,0.836,1.514,11433.366,622.212,-0.012,1.225
26.377,0.79,1.644,11280.125,698.075,0.42,2.535
21.82,0.818,1.382,11473.951,710.88,-0.578,2.123
25.661,0.82,1.709,11313.178,651.938,0.568,1.348
21.947,0.834,1.692,11355.112,603.05,-0.244,1.057
