,Area,Aspect Ratio,Major Pointedness,Minor Pointedness,Circularity,Intensity Std,Intensity Skew,Intensity Kurt,Week,Cluster_Area,Detected_Cell_Number,Estimated_Cell_Number,Cluster_ID,Cluster_Name,Cluster
0,16.905,1.766,0.0036,0.0038299999999999996,0.789,1009.852,0.5920000000000001,0.785,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
1,15.19,1.597,0.00029,0.0009599999999999999,0.8390000000000001,929.012,0.195,1.5290000000000001,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
2,35.378,1.8659999999999999,0.02395,0.0078,0.716,868.186,0.45799999999999996,1.399,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
3,27.548000000000002,1.84,0.01056,0.008409999999999999,0.779,749.921,-0.29600000000000004,0.386,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
4,25.975,1.635,0.04198,0.00507,0.804,750.573,0.026000000000000002,2.4019999999999997,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
5,25.676,1.482,0.01618,0.01959,0.853,766.525,-0.19699999999999998,0.902,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
6,18.331,2.219,0.00976,0.01992,0.733,984.801,-0.319,0.258,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
7,28.185,1.749,0.061810000000000004,0.02376,0.774,940.6239999999999,-0.161,0.43200000000000005,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
8,34.153,1.554,0.00898,0.01078,0.8240000000000001,655.576,-0.525,1.919,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
9,17.090999999999998,1.672,0.08498,0.03518,0.7240000000000001,1341.743,0.99,1.994,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
10,17.233,1.847,0.02295,0.01292,0.762,875.127,-0.07200000000000001,-0.065,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
11,23.515,1.834,0.02988,0.00707,0.7909999999999999,885.025,-0.09699999999999999,0.33399999999999996,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
12,32.218,1.784,0.07056,0.01735,0.7709999999999999,735.7410000000001,-0.381,1.929,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
13,30.61,1.7730000000000001,0.00805,0.01904,0.7879999999999999,643.387,-1.2819999999999998,1.9709999999999999,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
14,31.070999999999998,1.671,0.01795,0.00962,0.804,769.7410000000001,-1.117,1.798,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
15,33.683,1.499,0.00771,0.01672,0.8370000000000001,757.273,-0.514,0.809,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
16,13.843,1.665,0.08347,0.01351,0.726,734.852,0.7140000000000001,1.722,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
17,28.454,1.7480000000000002,0.03946,0.028339999999999997,0.799,742.8560000000001,-0.755,2.358,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
18,7.6,1.5319999999999998,0.0151,0.00161,0.833,975.0139999999999,-0.187,-0.153,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
19,6.457999999999999,2.121,0.12462000000000001,0.02671,0.67,1111.638,-0.040999999999999995,-0.584,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
20,14.965,1.8219999999999998,0.0018899999999999998,0.01133,0.7909999999999999,931.502,-0.192,0.23399999999999999,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
21,25.348000000000003,1.325,0.00011,0.01875,0.828,841.9810000000001,-0.295,1.033,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
22,27.048000000000002,1.568,0.08045,0.00084,0.7929999999999999,818.43,-0.156,0.9129999999999999,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
23,24.843000000000004,1.6840000000000002,0.04463,0.00719,0.8140000000000001,749.4839999999999,-0.048,1.008,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
24,26.2,1.645,0.0040100000000000005,0.00564,0.8220000000000001,943.534,-0.22,0.198,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
25,30.64,2.373,0.05574,0.049010000000000005,0.6779999999999999,745.66,-0.735,2.057,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
26,11.597999999999999,1.7830000000000001,0.0213,0.02841,0.8029999999999999,832.174,-0.575,0.467,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
27,30.302,1.621,0.02729,0.02115,0.794,746.0169999999999,-0.9209999999999999,1.969,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
28,30.939,1.6880000000000002,0.0136,0.057229999999999996,0.81,880.0930000000001,-0.087,1.219,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
29,28.925,1.605,0.032869999999999996,0.02395,0.823,929.5110000000001,0.005,1.099,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
30,40.655,1.5030000000000001,0.00941,0.01745,0.805,811.3910000000001,-0.767,1.6159999999999999,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
31,28.719,1.4280000000000002,0.05658,0.041010000000000005,0.8370000000000001,838.747,-0.075,1.17,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
32,29.714000000000002,2.137,0.07119,0.0214,0.701,708.252,-0.66,1.099,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
33,14.195,1.7309999999999999,0.03082,0.02189,0.8009999999999999,987.694,0.882,2.063,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
34,6.331,2.165,0.053939999999999995,0.01128,0.737,1194.4460000000001,-0.5329999999999999,0.812,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
35,33.104,1.567,0.0061200000000000004,0.00988,0.821,879.47,-0.958,2.11,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
36,24.583000000000002,1.44,0.01819,0.01207,0.8320000000000001,729.248,-0.616,1.475,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
37,6.15,1.656,0.00596,0.013059999999999999,0.831,1107.122,-0.23800000000000002,0.389,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
38,16.121,1.5819999999999999,0.050539999999999995,0.00867,0.809,737.075,-0.856,1.902,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
39,28.964000000000002,1.31,0.01877,0.02396,0.866,818.2919999999999,-0.825,2.474,24,3743.9190000000003,83,154,465101,week24_A10_cluster_1,0
