,Area,Aspect Ratio,Major Pointedness,Minor Pointedness,Circularity,Intensity Std,Intensity Skew,Intensity Kurt,Week,Cluster_Area,Detected_Cell_Number,Estimated_Cell_Number,Cluster_ID,Cluster_Name,Cluster
0,19.785999999999998,1.54,0.10344,0.0050799999999999994,0.8240000000000001,991.823,-0.096,0.32899999999999996,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
1,21.678,1.7990000000000002,0.0054,0.0073,0.777,1248.374,-0.282,1.475,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
2,18.277,1.673,0.01205,0.01241,0.825,1453.31,0.048,-0.588,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
3,23.54,2.001,0.01401,0.00488,0.743,1343.2920000000001,-0.456,0.22699999999999998,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
4,20.051,2.116,0.07608999999999999,0.01493,0.71,1283.478,-0.076,0.111,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
5,18.625,1.8880000000000001,0.01984,0.00782,0.769,1338.339,0.278,0.14,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
6,20.491999999999997,2.239,0.03094,0.02168,0.727,1253.473,-0.746,0.826,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
7,15.494000000000002,2.33,0.03684,0.01585,0.7090000000000001,876.3539999999999,-0.235,0.434,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
8,30.552,1.785,0.03584,0.01933,0.785,1499.4289999999999,0.221,0.604,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
9,23.314,1.665,0.07392,0.07285,0.785,1381.6870000000001,0.52,0.243,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
10,19.801,1.8969999999999998,0.07525,0.03807,0.767,1510.969,0.456,0.373,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
11,20.041,1.93,0.00598,0.0027,0.754,1247.3010000000002,0.529,1.676,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
12,22.197,1.784,0.03561,0.02351,0.768,1194.657,-0.08199999999999999,-0.302,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
13,22.623,2.069,0.0586,0.03659,0.701,1235.933,-0.358,1.367,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
14,20.276,1.889,0.01025,0.00825,0.748,1582.789,-0.252,1.064,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
15,12.51,2.157,0.028669999999999998,0.04112,0.701,1336.8129999999999,0.423,0.063,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
16,22.491,1.801,0.01505,0.0004,0.7859999999999999,1216.229,0.506,1.074,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
17,23.265,1.505,0.05097,0.01037,0.8059999999999999,1295.868,0.305,1.5190000000000001,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
18,27.714000000000002,1.994,0.00139,0.022119999999999997,0.75,1254.5610000000001,0.375,0.303,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
19,19.933,1.5659999999999998,0.021830000000000002,0.012459999999999999,0.804,1662.031,-0.3,-0.465,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
20,19.473,1.78,0.049980000000000004,0.015069999999999998,0.784,1305.88,-0.20199999999999999,1.099,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
21,14.622,1.564,0.00672,0.13014,0.759,1920.266,-0.03,-0.355,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
22,20.164,2.327,0.01084,0.02472,0.725,1254.567,0.111,0.381,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
23,17.361,1.4580000000000002,0.062279999999999995,0.09838,0.804,1933.273,0.136,-0.33299999999999996,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
24,27.014,1.722,0.03404,0.026189999999999998,0.77,1813.4089999999999,0.434,-0.534,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
25,16.783,2.251,0.04742,0.05669,0.7120000000000001,1612.799,0.483,0.369,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
26,15.880999999999998,1.935,0.01642,0.09049,0.6920000000000001,1682.9379999999999,0.512,-0.504,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
27,26.455,1.2890000000000001,0.0012,0.01984,0.856,1485.8210000000001,0.013999999999999999,-0.12,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
28,18.669,1.8130000000000002,0.00822,0.01238,0.7959999999999999,1123.105,-0.039,-0.18899999999999997,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
29,30.115,1.5330000000000001,0.01629,0.0027199999999999998,0.818,1678.601,0.243,-0.21,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
30,25.47,1.621,0.06833,0.0376,0.732,1589.418,0.311,-0.09699999999999999,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
31,19.634,1.565,0.006379999999999999,0.08682000000000001,0.8,1407.781,0.455,-0.17300000000000001,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
32,14.068,2.344,0.04426,0.017,0.6890000000000001,985.5060000000001,-0.6,0.03,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
33,25.975,1.5519999999999998,0.03974,0.00082,0.815,1164.86,0.41,1.071,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
34,20.923000000000002,1.7790000000000001,0.02628,0.00605,0.799,1119.4389999999999,-0.55,0.82,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
35,16.038,2.5380000000000003,0.00424,0.035539999999999995,0.654,1655.1970000000001,0.299,-0.138,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
36,23.643,1.6580000000000001,0.0079,0.04415,0.777,1275.036,0.424,1.105,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
37,26.176,1.318,0.10500999999999999,0.0285,0.787,1594.203,0.731,0.867,16,18848.178,476,1053,365071,week16_A07_cluster_1,0
