,Area,Aspect Ratio,Major Pointedness,Minor Pointedness,Circularity,Intensity Std,Intensity Skew,Intensity Kurt,Week,Cluster_Area,Detected_Cell_Number,Estimated_Cell_Number,Cluster_ID,Cluster_Name,Cluster
0,21.237,2.498,0.08503,0.024730000000000002,0.654,1174.577,-0.38299999999999995,1.331,8,14262.548,330,719,265011,week8_A01_cluster_1,0
1,14.832,2.06,0.046689999999999995,0.029419999999999998,0.7340000000000001,898.8,-0.619,1.4769999999999999,8,14262.548,330,719,265011,week8_A01_cluster_1,0
2,21.721999999999998,1.78,0.037000000000000005,0.02369,0.7959999999999999,1053.817,0.006999999999999999,0.062,8,14262.548,330,719,265011,week8_A01_cluster_1,0
3,9.104,2.438,0.0114,0.00534,0.701,915.199,0.235,-0.085,8,14262.548,330,719,265011,week8_A01_cluster_1,0
4,19.272000000000002,1.8519999999999999,0.12128,0.027569999999999997,0.6809999999999999,1206.161,0.611,0.8320000000000001,8,14262.548,330,719,265011,week8_A01_cluster_1,0
5,19.409000000000002,1.83,0.03229,0.010920000000000001,0.775,1254.525,0.444,-0.139,8,14262.548,330,719,265011,week8_A01_cluster_1,0
6,24.054000000000002,1.4340000000000002,0.045880000000000004,0.01204,0.852,1254.121,-0.037000000000000005,-0.27699999999999997,8,14262.548,330,719,265011,week8_A01_cluster_1,0
7,22.084,2.783,0.03439,0.03203,0.619,1122.085,0.083,0.265,8,14262.548,330,719,265011,week8_A01_cluster_1,0
8,21.732,2.864,0.024630000000000003,0.013040000000000001,0.613,1277.512,0.079,0.444,8,14262.548,330,719,265011,week8_A01_cluster_1,0
9,12.304,1.819,0.05113,0.039439999999999996,0.7829999999999999,1028.525,0.618,0.515,8,14262.548,330,719,265011,week8_A01_cluster_1,0
10,18.919,2.384,0.01464,0.00499,0.6809999999999999,1063.088,0.303,0.387,8,14262.548,330,719,265011,week8_A01_cluster_1,0
11,26.779,2.292,0.00867,0.02547,0.675,1211.902,0.5579999999999999,0.521,8,14262.548,330,719,265011,week8_A01_cluster_1,0
12,16.008,2.673,0.04604,0.0329,0.6459999999999999,1033.9389999999999,-0.68,0.647,8,14262.548,330,719,265011,week8_A01_cluster_1,0
13,13.137,2.283,0.07084,0.03225,0.698,1142.035,0.542,0.284,8,14262.548,330,719,265011,week8_A01_cluster_1,0
14,16.92,1.986,0.0236,0.0057,0.7559999999999999,1162.71,0.33,0.215,8,14262.548,330,719,265011,week8_A01_cluster_1,0
15,24.877,2.082,0.0006,0.02816,0.7340000000000001,1155.881,-0.124,-0.34299999999999997,8,14262.548,330,719,265011,week8_A01_cluster_1,0
16,23.421999999999997,2.062,0.019219999999999998,0.00688,0.74,1217.796,-0.027000000000000003,-0.214,8,14262.548,330,719,265011,week8_A01_cluster_1,0
17,27.665,1.742,0.01971,0.020630000000000003,0.7909999999999999,1051.879,0.499,0.88,8,14262.548,330,719,265011,week8_A01_cluster_1,0
18,19.669,1.565,0.03179,0.01938,0.812,1237.348,0.524,0.136,8,14262.548,330,719,265011,week8_A01_cluster_1,0
19,22.814,1.564,0.03247,0.0040100000000000005,0.8059999999999999,1202.13,0.011000000000000001,0.484,8,14262.548,330,719,265011,week8_A01_cluster_1,0
20,14.411,2.168,0.05293,0.007359999999999999,0.705,1084.376,-0.03,-0.48100000000000004,8,14262.548,330,719,265011,week8_A01_cluster_1,0
21,14.788,2.359,0.07604,0.01151,0.6729999999999999,1255.323,-0.287,0.013999999999999999,8,14262.548,330,719,265011,week8_A01_cluster_1,0
22,22.824,1.955,0.01192,0.03569,0.6809999999999999,1185.722,-0.077,-0.612,8,14262.548,330,719,265011,week8_A01_cluster_1,0
23,15.979000000000001,2.234,0.0368,0.039689999999999996,0.715,1155.0330000000001,0.19899999999999998,-0.205,8,14262.548,330,719,265011,week8_A01_cluster_1,0
24,27.465,2.096,0.00891,0.06125,0.6970000000000001,1557.395,-0.021,0.265,8,14262.548,330,719,265011,week8_A01_cluster_1,0
25,18.590999999999998,1.993,0.00021,0.02356,0.7559999999999999,1366.1529999999998,0.191,-0.496,8,14262.548,330,719,265011,week8_A01_cluster_1,0
26,19.164,1.953,0.019430000000000003,0.011909999999999999,0.748,1280.762,-0.043,-0.10099999999999999,8,14262.548,330,719,265011,week8_A01_cluster_1,0
27,18.522000000000002,1.7719999999999998,0.03857,0.00391,0.773,1290.753,0.256,0.8079999999999999,8,14262.548,330,719,265011,week8_A01_cluster_1,0
28,10.839,2.2880000000000003,0.059660000000000005,0.05876,0.677,1421.757,0.017,-0.325,8,14262.548,330,719,265011,week8_A01_cluster_1,0
29,18.493,1.36,0.02928,0.06159,0.823,1541.674,-0.258,-0.736,8,14262.548,330,719,265011,week8_A01_cluster_1,0
30,21.736,2.0909999999999997,0.00172,0.01782,0.725,1104.8339999999998,0.8029999999999999,0.961,8,14262.548,330,719,265011,week8_A01_cluster_1,0
31,21.962,2.082,0.04844,0.02798,0.718,1108.144,0.052000000000000005,0.26899999999999996,8,14262.548,330,719,265011,week8_A01_cluster_1,0
32,12.397,1.338,0.11755,0.01206,0.7809999999999999,1347.8120000000001,0.079,-0.129,8,14262.548,330,719,265011,week8_A01_cluster_1,0
33,16.645,2.241,0.03946,0.02244,0.665,1269.579,-0.08800000000000001,-0.342,8,14262.548,330,719,265011,week8_A01_cluster_1,0
34,25.916,1.734,0.0037700000000000003,0.04145,0.805,1285.239,-0.006,-0.14800000000000002,8,14262.548,330,719,265011,week8_A01_cluster_1,0
35,24.863000000000003,1.8730000000000002,0.02424,0.006,0.762,1300.8010000000002,0.078,-0.08,8,14262.548,330,719,265011,week8_A01_cluster_1,0
36,31.708000000000002,2.4659999999999997,0.02356,0.047330000000000004,0.669,1281.59,0.354,0.556,8,14262.548,330,719,265011,week8_A01_cluster_1,0
37,14.627,1.7930000000000001,0.061529999999999994,0.061810000000000004,0.76,1771.43,0.6509999999999999,0.141,8,14262.548,330,719,265011,week8_A01_cluster_1,0
38,20.124000000000002,2.084,0.04,0.00058,0.728,1110.305,-0.185,0.374,8,14262.548,330,719,265011,week8_A01_cluster_1,0
39,13.945,1.818,0.013569999999999999,0.08553999999999999,0.746,1175.144,-0.27699999999999997,1.3230000000000002,8,14262.548,330,719,265011,week8_A01_cluster_1,0
40,25.005,2.285,0.010740000000000001,0.0444,0.6990000000000001,1246.187,0.099,0.077,8,14262.548,330,719,265011,week8_A01_cluster_1,0
41,16.557000000000002,1.767,0.00489,0.07042999999999999,0.773,1176.078,-0.006,-0.507,8,14262.548,330,719,265011,week8_A01_cluster_1,0
42,7.4479999999999995,1.986,0.01611,0.0297,0.77,1375.558,-0.306,-0.542,8,14262.548,330,719,265011,week8_A01_cluster_1,0
43,24.476,1.436,0.02207,0.03317,0.833,1050.389,-0.085,0.532,8,14262.548,330,719,265011,week8_A01_cluster_1,0
44,26.078000000000003,2.037,0.10421,0.01911,0.723,1445.319,0.474,0.289,8,14262.548,330,719,265011,week8_A01_cluster_1,0
45,25.362,2.546,0.03545,0.019790000000000002,0.667,1449.015,0.086,0.2,8,14262.548,330,719,265011,week8_A01_cluster_1,0
46,16.199,2.526,0.07253,0.03907,0.645,1234.875,-0.39399999999999996,-0.264,8,14262.548,330,719,265011,week8_A01_cluster_1,0
47,12.113,2.319,0.0424,0.02271,0.674,1028.8519999999999,-0.003,0.052000000000000005,8,14262.548,330,719,265011,week8_A01_cluster_1,0
48,12.539000000000001,2.1790000000000003,0.053739999999999996,0.023030000000000002,0.696,1172.4489999999998,-0.758,0.542,8,14262.548,330,719,265011,week8_A01_cluster_1,0
49,21.467,2.385,0.05322999999999999,0.01939,0.688,1203.264,-0.046,0.311,8,14262.548,330,719,265011,week8_A01_cluster_1,0
50,18.37,1.546,0.0397,0.0037600000000000003,0.831,1119.845,-0.040999999999999995,0.493,8,14262.548,330,719,265011,week8_A01_cluster_1,0
51,27.714000000000002,1.36,0.04033,0.00894,0.616,1301.405,-0.071,0.011000000000000001,8,14262.548,330,719,265011,week8_A01_cluster_1,0
52,19.442999999999998,2.102,0.10570999999999998,0.06579,0.6829999999999999,1302.974,-0.004,-0.004,8,14262.548,330,719,265011,week8_A01_cluster_1,0
53,13.71,2.416,0.07113,0.0365,0.665,888.31,0.201,0.10099999999999999,8,14262.548,330,719,265011,week8_A01_cluster_1,0
54,21.046,1.892,0.09859,0.04333,0.6920000000000001,1411.307,0.064,0.225,8,14262.548,330,719,265011,week8_A01_cluster_1,0
55,28.592,1.7309999999999999,0.04738,0.026060000000000003,0.716,1412.0520000000001,0.127,-0.243,8,14262.548,330,719,265011,week8_A01_cluster_1,0
56,20.521,2.06,0.00264,0.0427,0.72,1108.062,-0.278,0.14300000000000002,8,14262.548,330,719,265011,week8_A01_cluster_1,0
57,22.109,1.693,0.008459999999999999,0.00227,0.8079999999999999,1225.226,0.168,-0.147,8,14262.548,330,719,265011,week8_A01_cluster_1,0
58,23.230999999999998,2.335,0.02337,0.00502,0.69,1123.191,0.021,0.307,8,14262.548,330,719,265011,week8_A01_cluster_1,0
59,21.09,1.962,0.03412,0.0245,0.757,1146.208,-0.376,-0.541,8,14262.548,330,719,265011,week8_A01_cluster_1,0
60,18.424,1.575,0.014459999999999999,0.03047,0.7559999999999999,1433.808,0.057,0.069,8,14262.548,330,719,265011,week8_A01_cluster_1,0
61,10.652999999999999,1.517,0.0358,0.04161,0.828,978.4889999999999,0.005,0.996,8,14262.548,330,719,265011,week8_A01_cluster_1,0
62,13.612,1.673,0.01641,0.02049,0.8029999999999999,1464.757,0.527,-0.247,8,14262.548,330,719,265011,week8_A01_cluster_1,0
63,18.189,1.6480000000000001,0.02877,7e-05,0.797,1352.645,-0.081,0.20600000000000002,8,14262.548,330,719,265011,week8_A01_cluster_1,0
64,8.58,2.081,0.04488,0.0009699999999999999,0.743,929.3810000000001,0.643,1.0979999999999999,8,14262.548,330,719,265011,week8_A01_cluster_1,0
65,25.289,1.791,0.00229,0.01739,0.723,1319.565,0.13699999999999998,0.46,8,14262.548,330,719,265011,week8_A01_cluster_1,0
66,20.34,1.746,0.01654,0.03739,0.802,976.3589999999999,-0.551,2.5669999999999997,8,14262.548,330,719,265011,week8_A01_cluster_1,0
67,25.622,2.458,0.044180000000000004,0.039189999999999996,0.672,1051.267,-0.595,1.0070000000000001,8,14262.548,330,719,265011,week8_A01_cluster_1,0
68,24.636999999999997,1.6130000000000002,0.05117,0.03352,0.787,1154.5,-0.205,-0.622,8,14262.548,330,719,265011,week8_A01_cluster_1,0
69,20.654,1.858,0.04326,0.030619999999999998,0.7440000000000001,1104.3310000000001,-0.203,0.07400000000000001,8,14262.548,330,719,265011,week8_A01_cluster_1,0
70,20.933000000000003,2.209,0.03776,0.00323,0.736,1204.9560000000001,-0.12,0.065,8,14262.548,330,719,265011,week8_A01_cluster_1,0
71,23.133000000000003,1.962,0.04805,0.01454,0.74,1258.556,0.13699999999999998,0.434,8,14262.548,330,719,265011,week8_A01_cluster_1,0
72,23.401999999999997,2.101,0.00045,0.03038,0.703,1068.836,0.136,-0.28600000000000003,8,14262.548,330,719,265011,week8_A01_cluster_1,0
73,15.92,2.628,0.00672,0.015030000000000002,0.65,1868.598,0.445,0.033,8,14262.548,330,719,265011,week8_A01_cluster_1,0
74,15.072000000000001,1.642,0.08204,0.03387,0.7090000000000001,1409.1029999999998,0.011000000000000001,-0.435,8,14262.548,330,719,265011,week8_A01_cluster_1,0
75,6.85,1.4469999999999998,0.04294,0.03152,0.816,1083.474,0.379,1.288,8,14262.548,330,719,265011,week8_A01_cluster_1,0
76,27.318,1.514,0.01892,0.02302,0.784,1260.495,-0.235,-0.442,8,14262.548,330,719,265011,week8_A01_cluster_1,0
77,22.221999999999998,2.09,0.02474,0.0192,0.685,1211.681,0.513,0.132,8,14262.548,330,719,265011,week8_A01_cluster_1,0
78,24.0,1.5930000000000002,0.00125,0.020880000000000003,0.8059999999999999,1112.443,0.16399999999999998,-0.048,8,14262.548,330,719,265011,week8_A01_cluster_1,0
79,33.001999999999995,2.252,0.06456,0.04058,0.66,1216.563,-0.073,-0.475,8,14262.548,330,719,265011,week8_A01_cluster_1,0
80,19.816,1.994,0.02427,0.030760000000000003,0.764,1206.1789999999999,-0.491,0.017,8,14262.548,330,719,265011,week8_A01_cluster_1,0
81,23.441999999999997,2.104,0.00281,0.01018,0.737,1211.029,-0.32899999999999996,0.031,8,14262.548,330,719,265011,week8_A01_cluster_1,0
82,18.576,1.8869999999999998,0.02162,0.06803,0.672,1298.7160000000001,0.08199999999999999,-0.22399999999999998,8,14262.548,330,719,265011,week8_A01_cluster_1,0
83,11.607999999999999,2.024,0.06624,0.03547,0.7340000000000001,1927.297,0.239,-0.6779999999999999,8,14262.548,330,719,265011,week8_A01_cluster_1,0
84,18.669,1.9769999999999999,0.11098,0.05365,0.7290000000000001,1450.283,0.469,0.13,8,14262.548,330,719,265011,week8_A01_cluster_1,0
85,28.141,2.099,0.03846,0.057920000000000006,0.6990000000000001,1106.605,0.38,1.4340000000000002,8,14262.548,330,719,265011,week8_A01_cluster_1,0
86,20.325,1.693,0.00798,0.059820000000000005,0.7929999999999999,1053.645,0.34,0.741,8,14262.548,330,719,265011,week8_A01_cluster_1,0
