Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt
8.443,0.733,2.166,11463.4,1232.096,-0.077,-0.159
14.872,0.697,2.287,11609.833,1291.169,0.113,0.166
19.482,0.676,2.436,11655.609,1271.438,0.322,0.074
20.943,0.635,2.745,11824.658,1392.816,-0.245,-0.068
7.61,0.772,1.355,12404.543,1470.016,-0.064,0.017
20.747,0.664,2.086,11781.637,1409.349,0.168,0.418
19.169,0.719,2.247,11746.835,1433.895,0.609,0.036
13.534,0.71,2.277,11830.392,1077.41,0.021,0.902
24.02,0.694,2.293,11902.789,1145.873,0.639,0.912
21.82,0.735,1.968,11756.472,1473.095,-0.174,-0.344
18.086,0.701,2.261,11658.069,1448.751,0.073,0.024
21.423,0.73,2.168,11792.906,1341.723,0.578,0.699
22.873,0.794,1.796,11889.445,1208.618,0.045,-0.128
20.668,0.729,2.174,11869.971,1398.447,0.143,0.297
19.316,0.706,2.275,11756.508,1347.164,-0.339,0.566
12.216,0.832,1.599,11652.994,1574.188,0.424,0.153
21.33,0.732,2.125,11775.444,1248.183,-0.533,0.097
21.57,0.662,2.368,11741.336,1268.428,0.186,-0.512
23.814,0.654,2.247,11635.925,1314.324,0.026,0.46
29.077,0.821,1.55,11953.354,1391.383,0.064,0.369
14.881,0.696,2.347,11801.611,1614.265,-0.049,0.747
19.468,0.718,2.038,11372.352,1182.45,-0.231,-0.045
18.816,0.723,2.121,12053.285,1366.078,0.145,0.438
26.906,0.72,2.056,11915.522,1536.398,0.041,-0.107
21.433,0.763,1.974,11797.247,1468.427,0.04,-0.266
16.743,0.703,2.054,11893.37,1557.112,0.996,0.549
22.716,0.674,2.249,12144.147,1417.99,0.413,0.29
32.262,0.766,1.93,12033.382,1192.862,-0.339,0.075
10.711,0.75,2.071,12399.995,1552.093,0.125,0.061
9.976,0.693,2.404,12637.357,1672.847,-0.148,-0.319
20.761,0.708,2.339,12335.067,1666.235,0.327,-0.383
