Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt
7.928,0.784,1.898,11044.671,853.226,0.03,1.459
18.14,0.802,1.782,11376.318,965.847,0.02,0.281
18.13,0.769,1.936,11300.896,757.71,-0.103,0.22
13.715,0.714,1.627,11015.268,1124.281,0.534,0.246
10.662,0.817,1.726,11218.652,935.963,-0.636,0.581
23.451,0.833,1.556,11185.417,879.123,-0.048,-0.073
28.998,0.847,1.473,11461.919,854.071,-0.066,0.299
26.186,0.792,1.767,11450.163,836.65,-0.116,-0.274
27.381,0.829,1.507,11475.329,915.403,-0.213,0.238
20.536,0.842,1.518,11478.524,925.303,-0.507,0.495
28.239,0.712,1.51,11309.192,969.352,-0.11,-0.192
28.4,0.86,1.335,11245.865,1001.583,0.105,0.087
22.163,0.829,1.512,11212.274,896.822,-0.176,1.417
20.075,0.856,1.458,11272.751,892.457,-0.118,0.22
25.49,0.823,1.578,11384.684,897.249,0.043,-0.307
20.786,0.784,1.898,11395.691,796.517,-0.317,0.061
11.515,0.803,1.712,10932.134,952.488,-0.358,1.074
29.033,0.811,1.538,11542.851,821.783,0.629,2.477
35.094,0.752,1.637,11562.914,916.767,0.178,1.187
27.548,0.856,1.472,11143.72,873.111,-0.344,0.025
36.549,0.793,1.373,11415.451,1002.532,0.161,1
17.493,0.817,1.493,11195.622,1062.435,-0.02,-0.342
25.064,0.799,1.443,11377.734,911.218,-0.474,0.998
31.012,0.837,1.331,11347.967,816.418,-0.312,0.752
16.302,0.723,1.435,11027.024,953.665,-0.509,1.935
19.125,0.83,1.668,11492.204,868.746,0.256,0.549
24.966,0.788,1.792,11596.716,786.512,-0.628,1.186
25.23,0.842,1.457,11231.291,794.197,0.121,1.293
26.298,0.762,1.858,11301.17,901.289,-0.465,0.847
22.256,0.778,1.838,11605.45,872.168,-0.336,1.468
11.843,0.74,1.806,11571.424,1008.982,-0.584,0.022
34.672,0.753,1.489,11450.401,1117.026,0.949,3.505
28.258,0.847,1.497,11109.531,993.845,-0.063,0.117
17.429,0.813,1.505,11244.037,1175.929,0.491,1.243
25.828,0.7,1.802,11528.863,1071.323,0.673,2.592
25.166,0.803,1.582,11701.244,1029.437,0.207,0.671
36.892,0.833,1.345,11309.23,906.915,-0.134,1.042
37.573,0.801,1.416,11749.462,860.774,-0.123,1.136
31.6,0.803,1.71,11402.665,973.681,-0.217,0.59
24.539,0.811,1.629,11667.033,997.704,0.205,1.108
23.971,0.764,1.632,11512.844,773.354,-0.295,0.735
24.794,0.826,1.601,11020.918,935.296,-0.841,0.879
20.894,0.795,1.764,11270.185,937.277,-0.193,0.577
29.096,0.83,1.584,11575.427,890.822,-0.193,0.674
29.385,0.834,1.51,11234.625,824.284,-0.166,1.071
22.697,0.823,1.546,11522.281,754.76,-0.146,0.327
24,0.747,1.503,11772.879,923.916,0.557,4.221
17.248,0.748,2.098,11437.616,877.351,-0.19,2.036
8.345,0.791,1.525,11613.178,1203.924,0.19,-0.338
13.039,0.775,1.874,11447.541,936.205,-0.575,-0.08
30.483,0.773,1.469,11784.629,918.202,0.847,3.834
29.606,0.828,1.564,11096.859,1016.531,-0.364,0.106
14.906,0.715,1.932,11373.75,973.207,0.157,2.666
13.789,0.736,1.794,11690.344,820.877,-0.129,0.831
28.307,0.735,1.871,11770.211,714.663,0.005,2.204
23.603,0.788,1.63,11551.939,839.87,-0.257,0.349
16.949,0.781,1.894,10956.421,924.097,-0.427,-0.032
23.843,0.771,1.603,11827.998,935.044,0.254,0.34
24.603,0.822,1.619,11744.292,779.866,-0.615,0.728
27.122,0.765,1.898,11176.861,867.958,-0.415,0.651
10.893,0.743,1.939,11436.221,915.766,-0.315,0.312
18.63,0.759,2.018,11634.412,801.74,0.168,0.111
30.204,0.773,1.402,11771.61,888.971,-0.316,0.388
27.925,0.67,1.847,11303.477,849.423,0.098,2.62
26.494,0.78,1.778,11770.55,762.302,-0.211,0.807
21.614,0.847,1.479,11907.086,863.07,0.581,0.643
33.369,0.866,1.274,11749.959,1041.446,0.336,1.491
27.705,0.802,1.732,11284.297,792.663,-0.442,1.241
6.512,0.828,1.612,11648.264,849.872,0.735,0.181
27.744,0.747,2.053,11690.315,796.007,-0.296,0.088
25.495,0.788,1.712,11771.969,850.564,0.243,1.357
23.682,0.684,1.736,11628.91,925.048,0.97,2.858
26.225,0.809,1.437,11827.902,815.992,0.375,0.872
26.774,0.828,1.453,11791.283,964.283,0.447,1.641
24.118,0.789,1.646,11839.415,1012.455,0.685,1.068
7.713,0.736,2.129,11940.837,938.634,0.607,0.549
16.787,0.732,1.859,11681.51,932.743,-0.627,0.784
22.452,0.723,1.793,11413.689,854.717,0.253,3.952
13.304,0.761,1.541,11835.903,814.687,0.013,0.135
30.272,0.808,1.601,11663.604,1055.851,0.907,2.255
35.407,0.742,1.776,11681.517,909.225,-0.328,0.645
24.745,0.726,1.661,11846.96,903.071,-0.482,0.761
41.15,0.712,1.734,11934.903,685.25,-0.109,2.431
32.237,0.85,1.351,11952.315,862.915,-0.065,0.838
27.509,0.781,1.521,11401.131,797.565,-0.122,0.485
22.912,0.787,1.731,11660.996,967.566,-0.246,0.077
24.309,0.844,1.385,11421.055,966.216,-0.124,0.011
30.253,0.763,1.671,11717.499,919.134,0.146,1.216
21.58,0.718,1.945,11952.452,825.729,0.273,1.521
26.191,0.847,1.483,11340.363,866.433,0.224,1.104
20.727,0.821,1.521,11470.766,885.174,0.351,1.425
19.247,0.86,1.321,11755.12,1035.834,0.429,1.166
21.977,0.776,1.63,11757.773,1108.926,0.298,0.737
11.883,0.769,1.434,11799.77,1259.057,0.699,1.381
30.375,0.781,1.812,11773.033,630.245,-0.807,2.158
30.36,0.844,1.411,11906.594,805.523,-0.0004527,0.635
26.877,0.822,1.51,11853.319,806.337,-0.361,1.607
27.749,0.78,1.606,11663.49,962.339,0.398,0.313
25.72,0.695,1.926,11837.534,783.415,0.134,4.18
