Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt
24.921,0.8,1.745,11383.512,1159.968,0.025,1.11
27.523,0.856,1.444,11425.035,1198.516,-0.075,2.3
15.744,0.728,2.138,11617.16,1120.31,0.112,0.408
31.713,0.7,2.044,11319.565,1073.136,0.111,0.657
32.08,0.755,1.65,11398.339,1117.822,0.288,2.252
14.778,0.797,1.859,11134.173,1254.247,-0.098,-0.125
25.348,0.801,1.703,11067.814,1025.977,0.544,1.429
23.574,0.805,1.707,11561.842,982.797,-0.218,-0.114
28.008,0.792,1.818,11430.519,996.696,-0.224,0.979
19.012,0.768,1.979,11099.614,915.659,-0.092,0.977
24.882,0.76,1.834,11196.122,1099.766,-0.016,0.064
7.066,0.73,1.999,11137.678,1158.632,0.186,-0.053
24.123,0.834,1.57,11119.795,1068.072,-0.096,0.796
6.12,0.774,1.509,11289.661,972.224,-0.069,-0.71
27.371,0.812,1.673,11071.164,1029.085,-0.161,0.271
18.576,0.725,2.214,10860.322,967.981,-0.374,0.978
27.69,0.763,1.903,11267.412,1043.965,-0.32,0.402
31.718,0.838,1.519,11619.195,1118.28,0.21,0.658
20.791,0.809,1.719,11280.368,1012.897,0.298,0.463
31.404,0.81,1.699,11172.942,1163.109,0.287,0.754
29.15,0.764,1.915,11440.722,1069.475,0.394,1.148
12.892,0.807,1.705,11399.369,1387.872,0.619,0.393
29.018,0.772,1.909,11173.358,1251.478,0.029,-0.703
12.147,0.768,1.596,10967.101,1236.453,0.993,2.049
25.127,0.777,1.752,11090.431,1690.946,0.23,-0.021
19.282,0.681,2.082,11212.542,1646.855,-0.621,-0.116
26.872,0.811,1.701,11596.522,975.797,-0.426,-0.204
26.269,0.815,1.665,11573.987,976.496,0.339,0.296
33.58,0.644,2.407,11611.225,937.496,0.082,1.032
22.565,0.831,1.571,11082.328,932.493,-0.008,0.984
29.488,0.716,1.479,11487.927,1225.84,0.483,2.352
31.389,0.815,1.614,11293.237,892.623,0.243,1.181
28.317,0.781,1.791,11120.476,847.201,0.023,0.918
16.974,0.801,1.559,11348.593,1262.992,1.222,1.95
14.881,0.713,2.13,10879.605,1000.082,0.785,3.294
30.375,0.772,1.824,11588.753,1082.544,0.183,0.737
37.598,0.812,1.686,11345.36,931.546,-0.348,1.171
24.392,0.811,1.735,11644.383,1044.939,0.133,0.079
21.879,0.796,1.735,11336.48,1070.731,0.375,0.51
24.676,0.811,1.615,11513.079,887.516,-0.297,-0.359
27.136,0.748,1.86,11385.722,994.333,0.652,5.358
24.716,0.798,1.733,10915.086,990.739,0.198,-0.206
16.704,0.644,2.36,11290.187,1145.655,0.303,1.069
27.763,0.748,1.92,11218.656,1106.245,0.56,1.262
31.943,0.859,1.39,11190.107,1003.47,0.103,0.733
31.556,0.761,1.93,11755.294,873.385,0.081,0.789
20.82,0.81,1.583,11328.008,967.638,0.559,2.456
19.992,0.803,1.658,10900.074,1966.234,-0.008,-0.451
16.876,0.647,2.461,10973.268,994.661,0.937,2.368
28.322,0.765,1.648,11595.385,826.23,-0.236,1.401
24.794,0.769,1.813,11531.637,920.43,-0.079,0.732
31.316,0.835,1.382,11357.569,958.291,-0.349,0.927
26.406,0.744,1.883,11648.598,940.773,0.002,0.371
30.444,0.674,2.008,11474.529,1185.345,0.435,1.307
22.432,0.765,1.905,11073.658,1113.914,0.32,1.184
24.765,0.771,1.823,11089.572,1039.759,-0.351,1.879
20.541,0.722,2.181,11107.213,839.695,-0.186,0.8
12.647,0.683,1.965,10820.822,1624.002,1.296,2.07
22.8,0.713,2.267,11372.259,816.311,-0.461,0.464
15.621,0.721,2.059,10555.366,918.137,-0.327,-0.29
26.142,0.731,1.93,11216.419,1046.172,-0.002,1.139
20.507,0.776,1.943,11016.848,948.746,-0.147,0.488
13.769,0.669,2.35,11113.754,1180.658,0.486,0.803
25.627,0.741,1.631,11110.083,988.818,0.284,0.637
16.9,0.823,1.583,11382.842,886.846,-0.554,0.486
