Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt
14.837,0.88,1.21,11518.98,1206.162,0.085,1.517
13.847,0.885,1.223,11372.419,1142.491,0.044,0.371
25.093,0.778,1.586,11604.818,1160.963,0.18,0.593
9.129,0.883,1.359,11273.611,962.216,-0.102,0.431
20.409,0.874,1.201,11599.552,1128.667,-0.741,0.035
24.039,0.829,1.177,11811.399,1107.881,0.181,0.889
17.993,0.884,1.276,11735.926,1046.641,-0.155,-0.356
10.574,0.9,1.112,11789.518,1067.187,0.242,0.44
8.747,0.894,1.085,11606.549,1284.033,-0.536,0.32
9.972,0.84,1.421,11717.873,1050.115,0.223,1.07
24.446,0.79,1.327,11805.859,1079.411,-0.422,0.264
24.015,0.852,1.349,11728.3,1060.412,-0.436,0.737
10.256,0.82,1.142,11736.537,1014.892,-0.867,1.704
11.108,0.853,1.124,11832.075,1351.08,0.285,0.132
21.06,0.823,1.484,11992.524,1170.787,0.039,0.55
19.933,0.886,1.082,11797.505,1122.444,-0.601,0.838
12.667,0.875,1.169,11783.252,1167.247,-0.367,0.036
12.407,0.887,1.263,11867.057,1021.183,0.444,0.523
13.573,0.806,1.677,12000.962,964.966,0.313,0.782
11.275,0.791,1.779,11815.335,949.01,0.132,0.611
25.024,0.792,1.54,12112.104,1242.061,-0.536,0.895
6.199,0.759,1.977,11560.086,966.204,-0.382,-0.001
13.617,0.736,2.022,11848.988,962.064,0.042,-0.341
8.614,0.843,1.381,11672.211,958.031,0.107,-0.732
22.79,0.774,1.458,12108.262,1204.356,0.029,-0.126
24.853,0.744,1.448,12140.412,1380.741,-0.321,1.131
7.512,0.827,1.586,11915.823,880.031,0.391,1.274
14.039,0.747,1.809,12096.388,1463.625,0.643,0.466
16.763,0.877,1.359,12064.751,1004.907,-0.486,1.018
12.093,0.794,1.767,12655.545,1344.107,0.827,0.206
17.527,0.87,1.186,11949.482,1046.553,-0.632,0.77
18.164,0.813,1.435,12106.307,1097.531,-0.249,-0.337
18.551,0.861,1.126,12062.937,1058.372,-0.411,0.744
7.237,0.803,1.529,11968.534,1190.288,0.291,1.452
13.225,0.835,1.442,12025.197,1028.944,-0.675,0.971
6.424,0.872,1.31,12058.442,1101.813,-0.84,0.424
13.573,0.89,1.203,11877.462,950.497,-0.547,0.402
8.193,0.867,1.354,11801.573,1188.651,-0.594,0.986
6.493,0.756,1.702,11837.441,1195.883,-0.18,0.003
17.179,0.642,2.334,11673.095,1989.623,0.051,-0.526
9.286,0.721,2.085,12017.146,1047.394,-0.229,0.426
18.159,0.803,1.324,11947.104,1132.757,-0.224,1.839
7.389,0.8,1.471,11843.206,1194.357,-0.752,1.529
22.961,0.78,1.213,12084.455,1220.002,-0.185,1.095
23.378,0.795,1.526,12121.593,1163.913,0.155,-0.028
11.407,0.783,1.752,12196.258,1015.564,0.417,0.458
18.517,0.755,1.868,12245.99,1131.443,0.075,-0.217
7.213,0.892,1.353,11688.673,1059.412,-0.624,0.173
10.741,0.814,1.473,12259.105,1137.811,0.513,0.247
20.281,0.774,1.548,12308.985,1172.768,-0.543,-0.007
10.148,0.867,1.211,12046.124,1194.922,0.065,0.604
14.352,0.876,1.133,11971.478,1030.832,-0.199,0.028
18.395,0.896,1.156,12104.825,1095.455,-0.454,1.25
20.737,0.867,1.229,12185.512,1135.618,-0.193,0.613
8.472,0.695,1.511,12190.627,2069.582,-0.157,-0.783
10.187,0.835,1.51,12191.83,870.469,-0.56,0.313
14.362,0.823,1.396,12219.169,1123.877,0.279,1.902
