Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt
10.506,0.879,1.325,11162.073,844.541,-0.28,0.886
8.947,0.909,1.206,10628.111,1025.991,-0.087,-0.072
16.792,0.859,1.297,10904.793,882.284,-0.599,0.293
17.371,0.847,1.274,10919.869,980.412,0.109,0.624
9.188,0.892,1.236,10683.345,1066.792,0.073,0.156
12.377,0.854,1.345,10790.404,1099.712,-0.226,0.351
9.437,0.852,1.297,10908.394,991.765,-0.916,2.029
6.787,0.862,1.363,10761.135,960.48,-0.517,0.588
19.899,0.802,1.663,10958.565,1288.156,-0.518,0.538
16.185,0.78,1.345,11219.599,1370.402,0.455,1.452
22.045,0.806,1.292,11050.503,1207.626,-0.446,2.114
16.665,0.852,1.363,10984.017,1189.914,0.113,2.895
13.068,0.845,1.283,10944.351,844.608,-0.298,1.195
20.889,0.844,1.191,11019.249,987.857,-0.315,0.387
10.123,0.842,1.429,10790.89,1350.918,0.197,0.147
6.772,0.847,1.457,10703.714,953.42,-0.569,-0.225
24.235,0.774,1.592,11184.126,1270.665,0.02,1.092
20.115,0.815,1.381,11455.565,1459.618,0.815,1.254
7.879,0.829,1.376,11139.938,977.802,-0.207,0.134
9.82,0.889,1.162,10853.07,1009.733,-0.099,1.146
16.797,0.767,1.989,11163.673,1076.528,0.008,-0.268
9.31,0.865,1.318,11129.655,1123.275,0.434,0.163
9.021,0.843,1.069,10654.926,1163.615,0.135,1.159
13.549,0.857,1.179,11502.481,1336.411,0.776,0.82
11.045,0.897,1.084,10878.696,1040.734,0.474,0.63
19.414,0.82,1.264,11062.007,1001.936,0.537,3.294
7.865,0.842,1.308,10856.669,1085.371,0.161,0.639
12.823,0.842,1.416,11160.612,1091.521,-0.16,0.271
16.082,0.874,1.228,11308.455,1534.94,0.752,1.4
6.434,0.829,1.407,11090.354,984.183,-0.508,0.64
8.786,0.841,1.052,10148.38,2101.112,0.596,-0.033
8.83,0.813,1.507,10916.056,1171.189,-0.553,0.433
9.56,0.856,1.285,10873.484,1179.513,-0.321,0.045
15.337,0.831,1.252,10908.501,1286.82,-0.378,0.523
20.673,0.885,1.116,11036.441,1237.318,0.247,0.897
7.59,0.827,1.505,11255.824,866.027,-0.144,0.271
14.024,0.863,1.38,11139.446,1145.29,-0.494,0.536
11.079,0.862,1.203,11358.943,1118.123,0.641,0.839
10.315,0.726,1.65,11467.933,936.249,0.658,1.651
21.609,0.809,1.269,11196.488,1354.213,-0.192,0.192
10.927,0.811,1.508,10744.001,1018.775,-0.636,0.78
11.344,0.89,1.155,10923.702,910.864,-0.793,1.865
19.551,0.868,1.326,10958.04,1123.115,0.139,0.681
6.341,0.861,1.207,11715.869,1128.811,1.011,0.965
25.279,0.733,1.899,11217.846,1086.639,0.185,0.236
8.634,0.889,1.162,11587.451,1000.538,0.003,-0.327
11.177,0.845,1.458,10856.985,1301.351,-0.043,0.167
22.976,0.785,1.499,11292.396,1299.328,0.544,2.199
25.857,0.802,1.502,11002.503,1232.4,-0.008,0.596
10.643,0.869,1.33,10818.831,845.406,-0.547,1.318
9.957,0.89,1.305,10735.858,1144.77,-0.404,0.856
9.986,0.791,1.386,11436.879,1143.129,0.733,1.539
14.48,0.851,1.309,11119.031,1221.045,0.341,0.719
19.125,0.805,1.166,11064.518,1035.827,-0.32,0.639
18.135,0.803,1.164,11297.924,1214.927,-0.767,1.108
17.493,0.821,1.277,11454.099,1302.731,1.053,1.562
22.089,0.764,1.385,11113.357,1340.987,-0.298,0.497
16.097,0.859,1.37,10950.57,863.405,-0.275,0.348
11.598,0.845,1.28,11280.009,990.96,-0.0003446,0.354
31.022,0.801,1.494,11340.537,1270.639,0.077,1.721
23.182,0.805,1.504,11224.45,1062.648,-0.01,0.519
17.248,0.857,1.285,11136.907,884.491,-0.418,1.608
21.732,0.841,1.288,11139.381,1056.68,-0.459,1.431
19.424,0.883,1.252,10970.783,1121.653,0.18,1.37
24.152,0.836,1.259,11200.583,1277.451,0.332,0.97
13.671,0.797,1.375,11196.258,1023.437,0.01,-0.093
8.443,0.866,1.429,10773.685,1266.177,-0.066,0.537
18.115,0.866,1.209,11024.233,1345.127,-0.461,0.685
15.278,0.766,1.48,11139.46,983.179,0.244,3.424
13.455,0.827,1.376,11060.147,1233.087,0.243,1.602
15.861,0.834,1.384,11087.013,962.988,-0.578,1.055
15.68,0.831,1.414,11229.119,1012.21,-0.118,1.239
19.046,0.852,1.107,11189.087,1220.613,0.068,0.854
7.002,0.89,1.297,11558.249,871.136,1.027,1.11
7.453,0.84,1.511,11403.262,1041.771,0.41,0.287
25.318,0.776,1.513,11230.812,1196.189,0.603,0.777
18.983,0.838,1.205,11046.116,1054.161,-0.691,1.246
7.904,0.859,1.4,10959.599,994.734,-0.032,0.513
19.86,0.868,1.277,11273.225,1206.242,-0.089,0.031
12.284,0.902,1.185,10950.07,925.47,-0.382,0.142
22.785,0.814,1.385,11259.915,1284.553,-0.233,0.236
13.617,0.857,1.451,10914.791,1065.335,-0.474,0.625
10.045,0.852,1.305,11025.665,998.741,0.242,0.311
9.555,0.886,1.268,10786.043,1219.46,-0.496,-0.161
8.306,0.879,1.248,10989.938,1222.621,-0.377,-0.086
19.889,0.83,1.488,11183.207,1087.706,-0.085,0.052
22.418,0.816,1.362,11196.198,1204.859,-0.321,1.463
23.221,0.735,1.726,11234.478,1034.475,-0.388,1.396
14.823,0.811,1.267,11251.242,991.238,0.224,0.603
7.82,0.887,1.049,11161.039,809.654,-0.67,0.903
6.836,0.773,1.661,11262.122,893.371,-0.67,0.92
10.261,0.836,1.491,10872.468,1025.75,-0.166,0.122
8.624,0.735,1.93,11366.665,1726.602,0.006,0.459
21.031,0.868,1.331,11179.027,980.631,-0.329,2.163
23.015,0.732,1.415,11328.979,1253.033,0.35,1.333
17.459,0.822,1.463,11040.82,1144.588,-0.123,0.176
23.143,0.859,1.462,11260.484,1060.128,-0.17,1.324
25.686,0.749,1.378,11172.261,1113.265,-0.352,0.854
12.24,0.889,1.071,11034.588,983.796,-0.689,1.56
10.736,0.847,1.473,11307.412,906.706,0.066,1.198
7.776,0.871,1.103,11133.592,822.912,-0.131,0.332
9.447,0.846,1.225,10843.42,1244.335,0.067,-0.581
22.026,0.842,1.406,11201.106,1023.5,-0.541,0.551
11.706,0.893,1.246,11026.044,980.388,-0.2,-0.159
16.944,0.864,1.262,11318.851,1140.352,0.306,0.447
23.304,0.707,1.706,11321.556,1086.475,-0.039,0.419
24.745,0.783,1.448,11423.506,1080.333,-0.419,0.644
7.115,0.828,1.011,10964.542,884.33,-0.342,0.354
18.169,0.838,1.253,11239.253,1075.251,0.032,1.623
12.637,0.841,1.165,11252.984,1072.799,0.355,1.402
11.299,0.901,1.142,10916.183,1264.006,0.366,1.282
12.417,0.881,1.234,11084.889,1073.717,-0.226,0.775
21.741,0.697,1.77,11337.861,1049.125,-0.544,1.322
8.6,0.883,1.097,11394.369,1023.082,-0.056,1.5
6.316,0.896,1.173,11382.982,660.638,0.562,1.571
17.527,0.734,1.724,11640.185,1093.598,0.298,0.998
8.526,0.801,1.177,11431.155,656.074,-0.149,-0.059
