Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt,Week,Cluster_Area,Detected_Cell_Number,Estimated_Cell_Number,Cluster_ID,Cluster_Name
19.58,0.796,1.741,11064.35,818.385,0.351,0.304,24,11575.74,265,548,470051,week24_F05_cluster_1
21.447,0.832,1.29,11283.684,954.173,0.238,0.929,24,11575.74,265,548,470051,week24_F05_cluster_1
10.805,0.812,1.788,11170.702,1230.519,-0.261,-0.426,24,11575.74,265,548,470051,week24_F05_cluster_1
13.112,0.774,1.864,10937.928,1227.636,-0.22,-0.682,24,11575.74,265,548,470051,week24_F05_cluster_1
21.325,0.809,1.536,11196.526,876.129,0.784,1.586,24,11575.74,265,548,470051,week24_F05_cluster_1
18.777,0.706,2.255,11141.434,738.542,-0.842,1.256,24,11575.74,265,548,470051,week24_F05_cluster_1
16.268,0.743,1.981,11417.968,1002.151,0.759,2.169,24,11575.74,265,548,470051,week24_F05_cluster_1
18.635,0.792,1.482,11378.101,783.036,0.435,0.57,24,11575.74,265,548,470051,week24_F05_cluster_1
9.408,0.771,1.971,11592.178,975.857,1.444,1.917,24,11575.74,265,548,470051,week24_F05_cluster_1
10.231,0.714,1.975,11290.155,1325.479,0.234,0.797,24,11575.74,265,548,470051,week24_F05_cluster_1
27.048,0.827,1.466,11382.825,924.505,-0.102,1.429,24,11575.74,265,548,470051,week24_F05_cluster_1
19.384,0.831,1.498,11289.376,797.263,0.568,1.324,24,11575.74,265,548,470051,week24_F05_cluster_1
23.309,0.808,1.651,11327.748,962.417,0.625,2.061,24,11575.74,265,548,470051,week24_F05_cluster_1
6.698,0.811,1.741,10751.484,1389.33,-0.395,-0.556,24,11575.74,265,548,470051,week24_F05_cluster_1
20.433,0.846,1.418,11695.957,896.064,0.572,2.613,24,11575.74,265,548,470051,week24_F05_cluster_1
12.167,0.846,1.424,11260.503,993.49,-0.519,1.043,24,11575.74,265,548,470051,week24_F05_cluster_1
23.084,0.706,1.823,11678.195,1207.877,0.941,0.991,24,11575.74,265,548,470051,week24_F05_cluster_1
13.387,0.753,2.033,11205.66,903.008,0.038,0.779,24,11575.74,265,548,470051,week24_F05_cluster_1
19.708,0.766,1.697,11681.898,797.656,0.25,0.607,24,11575.74,265,548,470051,week24_F05_cluster_1
26.558,0.853,1.331,11238.286,926.756,0.081,0.738,24,11575.74,265,548,470051,week24_F05_cluster_1
20.178,0.76,1.955,11329.507,849.068,-0.04,0.056,24,11575.74,265,548,470051,week24_F05_cluster_1
28.547,0.8,1.541,11449.898,816.865,0.347,3.115,24,11575.74,265,548,470051,week24_F05_cluster_1
30.738,0.813,1.67,11324.275,772.232,-0.063,1.081,24,11575.74,265,548,470051,week24_F05_cluster_1
27.597,0.72,1.899,11193.475,866.467,0.377,0.792,24,11575.74,265,548,470051,week24_F05_cluster_1
14.421,0.801,1.421,11711.721,856.123,-1.044,2.767,24,11575.74,265,548,470051,week24_F05_cluster_1
25.617,0.782,1.553,11235.571,958.586,-0.156,0.796,24,11575.74,265,548,470051,week24_F05_cluster_1
21.986,0.733,1.958,11380.451,1001.4,-0.53,1.071,24,11575.74,265,548,470051,week24_F05_cluster_1
25.848,0.722,1.858,11251.873,979.03,-0.007,0.506,24,11575.74,265,548,470051,week24_F05_cluster_1
22.334,0.804,1.559,11134.163,1122.383,0.284,0.572,24,11575.74,265,548,470051,week24_F05_cluster_1
16.841,0.817,1.687,11098.827,902.108,-0.608,2.681,24,11575.74,265,548,470051,week24_F05_cluster_1
16.871,0.856,1.373,11318.261,1098.479,-0.095,-0.043,24,11575.74,265,548,470051,week24_F05_cluster_1
13.519,0.807,1.628,11696.439,918.71,0.141,0.666,24,11575.74,265,548,470051,week24_F05_cluster_1
7.874,0.841,1.186,11491.224,1168.885,0.812,2.585,24,11575.74,265,548,470051,week24_F05_cluster_1
24.059,0.757,1.682,11724.018,751.602,-0.147,0.703,24,11575.74,265,548,470051,week24_F05_cluster_1
18.787,0.692,2.011,11378.471,1043.235,0.4,0.3,24,11575.74,265,548,470051,week24_F05_cluster_1
23.569,0.757,1.653,12005.657,1135.34,0.785,1.901,24,11575.74,265,548,470051,week24_F05_cluster_1
24.476,0.811,1.377,11997.124,751.96,0.451,1.471,24,11575.74,265,548,470051,week24_F05_cluster_1
12.951,0.881,1.221,11610.339,1120.057,1.247,2.593,24,11575.74,265,548,470051,week24_F05_cluster_1
6.493,0.739,1.363,11878.967,837.377,0.161,0.639,24,11575.74,265,548,470051,week24_F05_cluster_1
22.555,0.791,1.827,11362.486,748.046,-0.55,2.532,24,11575.74,265,548,470051,week24_F05_cluster_1
15.317,0.788,1.872,11192.03,1067.452,-0.889,1.967,24,11575.74,265,548,470051,week24_F05_cluster_1
22.868,0.783,1.832,11187.055,673.297,-0.074,0.392,24,11575.74,265,548,470051,week24_F05_cluster_1
30.733,0.782,1.297,11473.962,959.093,0.363,1.452,24,11575.74,265,548,470051,week24_F05_cluster_1
29.121,0.771,1.659,11299.277,905.87,-0.016,2.593,24,11575.74,265,548,470051,week24_F05_cluster_1
22.893,0.832,1.564,11659.369,827.43,0.002,0.527,24,11575.74,265,548,470051,week24_F05_cluster_1
20.575,0.8,1.757,11366.964,1059.95,-0.193,0.024,24,11575.74,265,548,470051,week24_F05_cluster_1
26.563,0.837,1.341,11684.06,991.971,0.258,0.77,24,11575.74,265,548,470051,week24_F05_cluster_1
19.424,0.764,1.752,11359.609,1090.918,1.26,3.857,24,11575.74,265,548,470051,week24_F05_cluster_1
22.961,0.8,1.642,11527.572,811.017,-0.21,1.057,24,11575.74,265,548,470051,week24_F05_cluster_1
9.153,0.843,1.422,11441.761,1127.22,-0.971,1.212,24,11575.74,265,548,470051,week24_F05_cluster_1
29.728,0.765,1.439,11693.091,932.446,-0.297,1.375,24,11575.74,265,548,470051,week24_F05_cluster_1
21.276,0.758,1.98,11286.029,851.86,-0.798,1.078,24,11575.74,265,548,470051,week24_F05_cluster_1
21.193,0.663,1.887,11919.425,756.807,-0.226,1.928,24,11575.74,265,548,470051,week24_F05_cluster_1
15.553,0.807,1.314,11420.254,1362.584,-0.513,0.565,24,11575.74,265,548,470051,week24_F05_cluster_1
8.957,0.821,1.454,11847.645,569.542,-1.421,4.307,24,11575.74,265,548,470051,week24_F05_cluster_1
8.845,0.887,1.212,11226.491,1050.231,0.14,-0.264,24,11575.74,265,548,470051,week24_F05_cluster_1
14.808,0.751,1.663,11963.331,1247.896,1.072,1.311,24,11575.74,265,548,470051,week24_F05_cluster_1
29.42,0.719,1.854,11891.634,934.724,0.328,2.649,24,11575.74,265,548,470051,week24_F05_cluster_1
28.812,0.808,1.63,11428.561,867.83,-0.278,0.477,24,11575.74,265,548,470051,week24_F05_cluster_1
19.389,0.861,1.35,11385.56,919.525,-0.068,0.34,24,11575.74,265,548,470051,week24_F05_cluster_1
17.498,0.804,1.569,11164.235,1107.313,-0.198,1.69,24,11575.74,265,548,470051,week24_F05_cluster_1
27.303,0.727,1.391,11693.14,1048.319,-0.015,1.159,24,11575.74,265,548,470051,week24_F05_cluster_1
23.167,0.765,1.667,11495.327,1028.75,0.728,2.187,24,11575.74,265,548,470051,week24_F05_cluster_1
22.026,0.827,1.606,11339.459,738.985,0.043,0.536,24,11575.74,265,548,470051,week24_F05_cluster_1
28.631,0.709,1.778,11578.965,1184.183,0.482,0.429,24,11575.74,265,548,470051,week24_F05_cluster_1
18.424,0.82,1.623,11200.099,914.82,0.181,0.479,24,11575.74,265,548,470051,week24_F05_cluster_1
23.545,0.692,1.644,11757.976,948.076,0.133,1.757,24,11575.74,265,548,470051,week24_F05_cluster_1
33.8,0.705,1.609,11673.638,994.56,-0.159,1.85,24,11575.74,265,548,470051,week24_F05_cluster_1
23.393,0.787,1.593,11321.03,730.024,0.014,0.792,24,11575.74,265,548,470051,week24_F05_cluster_1
24.951,0.826,1.54,11361.679,937.117,0.602,2.255,24,11575.74,265,548,470051,week24_F05_cluster_1
10.114,0.748,1.911,12182.993,884.584,0.27,0.593,24,11575.74,265,548,470051,week24_F05_cluster_1
33.006,0.772,1.339,11719.4,1020.763,1.225,3.178,24,11575.74,265,548,470051,week24_F05_cluster_1
14.362,0.814,1.121,11537.284,1099.199,1.42,3.135,24,11575.74,265,548,470051,week24_F05_cluster_1
