Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt,Week,Cluster_Area,Detected_Cell_Number,Estimated_Cell_Number,Cluster_ID,Cluster_Name
23.5,0.758,2.019,11426.736,1275.837,-0.399,0.068,8,17555.544,361,982,266031,week8_B03_cluster_1
18.155,0.811,1.558,11578.145,1445.803,-0.302,0.004,8,17555.544,361,982,266031,week8_B03_cluster_1
8.952,0.682,2.331,11352.847,1700.811,0.331,-0.282,8,17555.544,361,982,266031,week8_B03_cluster_1
6.439,0.815,1.364,11650.909,1391.15,-0.265,-0.462,8,17555.544,361,982,266031,week8_B03_cluster_1
7.762,0.757,1.516,11295.659,1486.39,0.655,2.993,8,17555.544,361,982,266031,week8_B03_cluster_1
9.653,0.669,1.498,11592.511,1028.139,-0.34,-0.658,8,17555.544,361,982,266031,week8_B03_cluster_1
9.398,0.813,1.224,11564.264,1382.505,0.6,0.826,8,17555.544,361,982,266031,week8_B03_cluster_1
20.105,0.738,1.62,11499.606,1291.945,0.047,-0.381,8,17555.544,361,982,266031,week8_B03_cluster_1
9.393,0.642,2.632,11299.647,1616.602,0.324,-0.509,8,17555.544,361,982,266031,week8_B03_cluster_1
19.566,0.603,2.591,11603.157,1222.081,-0.191,0.771,8,17555.544,361,982,266031,week8_B03_cluster_1
7.032,0.786,1.089,11469.73,1444.247,0.154,-0.55,8,17555.544,361,982,266031,week8_B03_cluster_1
25.534,0.664,2.327,11992.667,1628.817,0.227,0.066,8,17555.544,361,982,266031,week8_B03_cluster_1
14.176,0.691,1.819,11546.778,1288.578,-0.269,0.223,8,17555.544,361,982,266031,week8_B03_cluster_1
12.72,0.65,2.26,11627.886,1052.284,0.022,1.256,8,17555.544,361,982,266031,week8_B03_cluster_1
11.363,0.814,1.391,11568.785,1510.838,0.32,-0.14,8,17555.544,361,982,266031,week8_B03_cluster_1
14.739,0.723,1.909,11584.98,1349.955,0.452,-0.016,8,17555.544,361,982,266031,week8_B03_cluster_1
