Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt
18.591,0.76,1.799,11119.697,1180.909,0.031,0.967
17.635,0.771,1.725,11508.433,1223.33,0.584,0.098
20.663,0.795,1.72,11313.271,1324.731,-0.066,1.092
18.169,0.738,2.088,11215.609,1139.005,-0.44,0.373
19.527,0.809,1.712,11422.394,1186.045,0.389,0.158
9.981,0.826,1.534,11183.761,1457.766,0.465,0.911
17.008,0.82,1.519,11418.231,1184.7,0.332,0.348
13.264,0.831,1.591,11580.384,1599.666,0.528,-0.182
23.618,0.816,1.716,11307.214,1063.425,0.12,-0.154
26.636,0.76,1.604,11568.673,1396.066,0.435,0.23
20.046,0.761,1.838,11650.001,1171.833,0.552,1.845
22.452,0.804,1.651,11354.074,1091.935,-0.09,-0.486
28.498,0.836,1.56,11654.199,1314.03,0.011,0.599
17.684,0.605,2.643,10723.394,1595.898,0.753,2.114
19.037,0.777,1.898,11101.889,1186.115,-0.3,0.299
19.282,0.745,2.066,11457.381,1138.62,-0.602,0.609
31.345,0.787,1.711,11474.068,1161.618,0.217,1.228
18.042,0.786,1.781,11543.982,1193.397,0.199,0.046
25.196,0.731,2.074,11500.389,1326.217,0.521,0.145
27.445,0.795,1.466,11379.504,1040.418,-0.036,1.78
17.282,0.719,2.096,11198.781,1369.035,0.235,0.885
20.771,0.73,2.142,11338.595,1349.75,0.288,0.795
31.924,0.801,1.548,11851.468,1111.409,0.142,0.37
9.246,0.781,1.841,11961.74,1276.749,0.27,0.01
20.536,0.725,2.167,11398.902,1297.753,0.41,1.099
24.079,0.8,1.767,11498.165,1083.32,0.247,1.097
20.967,0.668,1.637,11491.616,1601.566,0.726,0.898
12.059,0.788,1.828,11213.035,2770.921,0.094,-0.922
23.799,0.822,1.596,11644.615,1383.39,0.433,0.541
20.061,0.759,2.051,11421.745,1100.117,0.725,1.058
10.04,0.671,1.997,11084.05,1643.329,1.056,0.797
24.329,0.754,2.037,11585.733,1140.601,-0.45,-0.043
11.246,0.827,1.551,11420.12,1303.731,-0.309,0.206
15.166,0.689,2.276,11911.186,1565.76,0.228,-0.103
16.317,0.779,1.883,11484.844,1225.953,0.427,0.559
20.531,0.764,1.704,11293.182,1138.632,-0.265,0.855
27.705,0.863,1.374,11692.747,1371.957,0.227,0.307
24.093,0.714,2.143,11460.865,1130.909,0.198,2.031
17.101,0.753,2.001,11281.365,1229.792,0.586,1.807
17.557,0.696,2.381,11149.219,1004.736,-0.357,0.383
19.781,0.74,2.068,11618.622,1361.8,0.636,2.343
9.06,0.733,1.815,11037.536,1338.842,0.639,0.641
14.235,0.747,1.782,11551.265,2563.225,-0.344,-0.918
19.835,0.76,1.899,11663.423,1185.962,-0.217,0.6
19.718,0.746,1.826,11284.329,1407.278,0.426,0.649
