Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt
8.413,0.893,1.214,10892.885,1155.623,-0.378,-0.081
10.937,0.833,1.447,11352.082,1309.422,0.117,-0.2
8.987,0.888,1.229,11126.093,1106.446,-0.001,-0.305
15.19,0.878,1.341,11180.105,1414.307,0.098,0.491
19.233,0.818,1.326,11240.217,1694.422,0.675,0.192
19.443,0.8,1.481,11285.74,1359.524,0.106,0.317
7.742,0.807,1.528,11244.327,914.764,-0.23,-0.123
8.82,0.852,1.364,11029.162,1169.181,-0.597,0.775
16.66,0.875,1.23,11363.468,1430.996,-0.089,0.102
12.255,0.762,1.571,11342.007,1416.508,0.076,1.01
8.154,0.869,1.239,11121.792,1412.177,0.285,0.828
6.669,0.878,1.453,11135.268,996.215,-0.582,0.172
8.08,0.873,1.35,11375.796,1075.78,0.082,-0.138
8.369,0.916,1.11,11343.256,1657.516,-0.337,-0.147
17.562,0.81,1.41,11277.648,1407.316,0.08,-0.413
14.44,0.826,1.443,11564.191,1701.915,-0.376,0.599
11.755,0.884,1.227,11204.633,1169.18,0.134,-0.228
9.418,0.88,1.317,11425.794,1017.916,0.044,-0.246
13.328,0.842,1.303,11439.554,1353.53,-0.399,0.009
8.021,0.868,1.442,11055.269,1133.833,-0.68,0.629
20.521,0.849,1.523,11273.271,1194.56,0.235,0.522
6.105,0.89,1.264,11305.003,1000.878,-0.056,0.502
21.732,0.79,1.525,11564.938,1383.691,-0.364,0.399
19.497,0.659,1.357,11567.046,1590.86,0.151,0.787
17.385,0.864,1.312,11188.285,1543.535,0.08,-0.439
22.878,0.851,1.306,11587.305,1457.166,-0.19,0.338
19.233,0.88,1.276,11825.486,1415.783,-0.026,0.787
7.855,0.916,1.167,10659.442,947.337,-0.784,1.36
24.226,0.852,1.272,11511.588,1194.224,-0.044,0.155
8.908,0.855,1.335,11140.021,1070.644,-0.294,-0.244
20.487,0.852,1.368,11327.554,1351.301,0.112,-0.783
8.188,0.882,1.366,11348.907,1265.35,0.097,-0.502
24.5,0.71,1.727,11470.901,1509.821,0.214,1.086
7.036,0.822,1.426,11212.875,1202.73,0.105,0.141
22.079,0.856,1.293,11262.421,1277.529,-0.087,-0.055
13.206,0.847,1.411,11495.451,1190.227,0.369,0.927
10.016,0.814,1.694,11090.386,1456.611,-0.512,0.641
9.717,0.802,1.694,12299.097,1587.059,0.143,-0.455
11.574,0.874,1.193,11539.902,1720.547,0.176,-0.308
15.719,0.814,1.474,11423.111,1377.006,0.427,0.874
17.87,0.876,1.21,11403.664,1376.577,0.256,0.484
