Week,Cluster_Area,Detected_Cell_Number,Estimated_Cell_Number,Cluster_ID,Cluster_Name
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
8,2533.565,36,158,270041,week8_F04_cluster_1
