Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt
30.106,0.792,1.561,11251.591,987.223,0.441,1.395
10.912,0.768,1.874,10861.213,996.152,-0.879,1.243
25.318,0.802,1.769,11162.473,826.77,0.129,-0.068
26.842,0.741,1.819,11345.029,986.253,0.509,1.521
30.174,0.789,1.558,11260.024,1143.35,0.394,0.943
18.596,0.814,1.707,11107.895,916.311,-0.515,0.396
27.033,0.794,1.821,11071.981,859.248,-0.386,0.04
32.624,0.728,1.644,11164.699,1033.304,-0.092,1.163
20.036,0.829,1.549,11147.481,857.615,0.128,-0.033
27.322,0.88,1.278,11337.022,948.589,-0.047,0.396
29.425,0.779,1.571,11192.213,998.684,0.449,1.017
7.693,0.75,1.843,10804.032,1368.295,0.427,-0.397
8.698,0.822,1.678,11495.635,1022.848,0.839,0.478
22.516,0.793,1.319,11426.967,1102.606,0.395,1.242
23.074,0.794,1.435,11209.094,964.792,0.065,0.596
24.887,0.759,1.861,11199.432,930.53,0.178,1.215
15.406,0.76,1.898,11155.55,1097.002,0.298,0.88
28.302,0.832,1.52,11199.769,930.251,0.389,0.558
29.082,0.881,1.185,11223.688,852.751,0.119,1.107
29.126,0.797,1.494,11052.426,970.43,0.17,1.154
27.91,0.852,1.285,11220.796,899.2,-0.396,0.376
33.898,0.754,1.707,11428.631,1111.42,0.927,2.93
20.159,0.781,1.861,11222.219,935.508,0.465,1.72
22.584,0.807,1.271,11504.172,1213.955,1.188,2.207
18.919,0.784,1.652,11256.824,1078.343,0.244,0.915
34.565,0.782,1.713,11256.738,947.895,0.339,0.377
20.727,0.794,1.709,11194.651,889.243,0.732,3.146
25.96,0.773,1.7,11231.274,1059.847,-0.31,0.511
12.309,0.775,1.744,11112.973,913.457,0.13,0.492
19.223,0.772,1.922,11006.421,799.593,-0.387,0.941
26.342,0.852,1.37,11066.351,1120.491,0.317,1.324
22.692,0.835,1.497,11307.641,1065.815,1.158,2.686
20.556,0.802,1.701,11131.755,1020.263,0.084,2.682
28.459,0.738,1.409,11231.115,1086.977,0.419,2.59
32.624,0.73,1.86,11209.396,1281.769,0.505,1.395
24.118,0.811,1.622,11249.364,1176.531,0.104,1
26.416,0.834,1.246,11287.017,1135.936,0.481,1.314
20.624,0.763,1.699,11385.613,1022.323,1.01,2.644
21.854,0.837,1.411,11168.163,956.391,0.342,0.58
32.654,0.772,1.034,11272.751,1134.674,0.594,4.359
30.13,0.732,1.822,11465.378,1017.496,0.013,0.895
8.943,0.766,1.84,11057.209,833.045,-0.127,0.514
22.966,0.792,1.77,11372.444,833.328,0.196,0.591
18.012,0.824,1.313,11256.181,1128.806,0.511,1.312
15.063,0.764,1.865,11131.162,951.848,-0.556,0.253
23.888,0.787,1.53,11233.41,802.17,0.025,0.287
26.499,0.843,1.526,11195.647,858.704,-0.063,0.551
18.468,0.787,1.461,11444.123,1116.798,0.713,2.26
23.633,0.822,1.624,11256.571,916.932,0.313,0.664
22.496,0.789,1.553,11136.655,1145.052,-0.049,-0.001
14.254,0.768,1.797,11276.469,824.413,-0.089,0.437
24.216,0.752,1.951,11371.887,763.498,0.406,0.266
26.46,0.823,1.503,11813.051,1201.813,0.263,1.425
24.123,0.735,2.124,10993.266,804.466,0.128,0.186
27.465,0.771,1.494,11311.65,1123.752,0.455,1.323
25.407,0.779,1.556,11307.005,679.022,0.127,2.01
13.98,0.683,2.038,11088.294,1389.737,0.015,0.243
24.608,0.834,1.317,11391.381,1269.843,0.923,2.674
23.608,0.851,1.319,11267.807,1055.788,0.195,1.054
18.963,0.891,1.198,11473.16,1411.881,0.642,0.416
17.625,0.804,1.659,11342.877,1029.903,0.715,0.867
16.689,0.747,1.716,11420.01,1169.385,0.517,2.702
24.799,0.823,1.51,11105.256,1146.524,-0.226,0.682
21.516,0.84,1.301,11272.725,1067.865,0.07,1.037
20.801,0.802,1.646,11457.763,1110.41,1.104,2.512
10.854,0.773,1.892,11307.6,584.232,0.165,2.035
6.419,0.836,1.591,11316.826,1253.499,-0.42,-0.566
25.166,0.794,1.411,11170.77,900.454,0.014,1.086
23.187,0.762,1.742,11308.884,932.5,-0.465,1.585
16.234,0.79,1.673,11562.272,1470.78,0.926,0.276
25.828,0.736,1.492,11030.851,1288.898,-0.24,0.32
26.186,0.728,2.098,11668.62,676.897,0.541,1.653
20.908,0.748,1.671,11618.133,1332.671,1.108,1.778
12,0.796,1.698,11515.416,1294.631,0.654,1.496
20.658,0.784,1.703,11256.489,839.161,0.095,1.052
22.447,0.799,1.812,11078.91,739.209,-0.612,0.565
28.072,0.761,1.531,11458.463,946.362,0.107,1.624
23.986,0.776,1.512,11172.026,948.255,0.215,0.528
21.379,0.731,2.041,11167.383,761.409,-0.206,0.699
20.688,0.757,1.746,11394.418,933.261,0.453,2.26
24.137,0.832,1.401,11303.519,759.958,0.003,1.055
26.313,0.711,2.128,11311.892,926.66,0.177,-0.043
21.864,0.805,1.695,11182.996,939.104,-0.701,2.025
26.411,0.849,1.246,11399.621,873.875,0.383,0.695
21.232,0.751,1.505,11559.837,1107.788,0.714,1.46
28.278,0.705,1.811,11385.822,909.27,-0.182,3.381
7.835,0.772,1.356,11529.116,1991.451,-0.147,0.314
17.738,0.738,1.941,11755.796,1270.9,0.626,0.681
6.571,0.802,1.447,10744.441,1307.511,-0.117,-0.169
14.989,0.782,1.647,11229.964,1041.313,-0.299,0.503
18.664,0.75,1.985,11713.073,862.393,0.315,2.384
10.422,0.718,2.041,11502.93,811.012,0.761,1.387
16.542,0.82,1.42,11400.71,977.975,0.213,0.9
17.003,0.819,1.76,10981.067,797.314,0.064,0.179
29.356,0.744,1.837,11067.792,868.536,-0.388,2.427
18.679,0.777,1.837,11361.893,889.431,1.114,2.399
21.369,0.838,1.553,11393.02,758.323,0.355,1.816
28.028,0.817,1.377,11234.45,1208.313,-0.199,0.08
22.393,0.795,1.583,11328.538,1055.536,0.53,1.345
7.776,0.748,1.665,10995.612,1246.885,0.341,-0.078
13.166,0.783,1.525,11638.022,1450.381,0.683,1.422
24.985,0.811,1.628,11531.5,855.805,-0.32,0.281
24.373,0.755,1.762,11364.576,1086.726,0.1,0.704
10.54,0.717,1.704,11475.571,776.401,0.292,0.315
21.986,0.828,1.532,11128.059,1060.501,-0.074,3.011
18.948,0.736,1.799,11453.773,977.169,0.297,1.303
14.014,0.726,1.889,11116.014,1271.401,-0.669,0.53
7.203,0.753,1.721,10787.936,1684.729,-0.03,-1.053
16.092,0.776,1.899,11456.731,654.576,0.095,1.516
24.711,0.717,2.037,11247.785,889.377,-0.473,1.65
19.193,0.791,1.488,11055.017,1275.709,-0.288,0.447
18.179,0.798,1.618,11261.749,863.655,-0.055,0.519
20.791,0.718,1.902,11361.986,869.392,1.114,5.355
27.332,0.787,1.5,11566.595,817.824,-0.688,1.791
24.147,0.857,1.164,11418.74,1188.666,0.068,0.112
21.903,0.881,1.196,11728.639,1213.175,0.602,0.459
27.22,0.825,1.477,11421.668,908.031,0.381,0.038
23.314,0.774,1.626,11082.423,1295.186,-0.604,-0.098
9.874,0.791,1.835,11272.15,912.167,-0.153,-0.08
18.88,0.882,1.322,11103.101,994.924,-0.17,0.906
20.075,0.77,1.647,11524.616,1338.294,0.778,0.962
14.582,0.772,1.483,11559.107,1384.689,0.331,-0.262
23.363,0.802,1.54,11477.488,806.299,-0.356,2.016
22.844,0.764,1.845,11098.7,1123.072,-0.222,1.546
20.766,0.751,2.082,11026.616,774.293,-0.155,1.233
20.595,0.773,1.939,11795.054,829.816,-0.935,3.284
24.485,0.781,1.554,11330.523,1139.517,0.146,1.328
25.362,0.833,1.243,11262.174,1116.479,-0.343,0.342
14.916,0.693,2.044,11295.653,901.393,0.555,1.683
25.779,0.809,1.499,11300.423,872.027,-0.856,2.753
24.529,0.855,1.442,11170.823,770.456,0.683,1.812
12.03,0.714,2.108,11313.706,866.875,0.618,0.305
10.662,0.845,1.596,11454.104,811.664,0.078,0.331
10.128,0.849,1.184,11529.978,1375.029,0.377,0.04
17.008,0.821,1.533,11345.727,1037.835,0.133,1.289
22.56,0.733,2.189,11749.43,883.028,-1.198,4.18
26.945,0.821,1.434,11428.213,970.757,1.059,2.651
21.447,0.791,1.566,11692.025,1268.451,1.211,1.728
22.3,0.831,1.487,11517.021,1085.708,-0.684,1.643
9.785,0.729,2.063,11078.916,1160.874,-0.397,-0.445
15.195,0.776,1.975,11174.105,704.57,-0.431,0.885
23.226,0.81,1.602,11322.719,932.419,0.334,1.232
27.273,0.791,1.236,11424.114,1228.544,0.069,0.486
22.957,0.796,1.508,11211.95,1135.018,-0.07,0.58
24.794,0.688,2.061,11337.384,1059.495,0.926,3.603
29.689,0.806,1.606,11279.905,999.219,-0.585,2.01
30.282,0.775,1.625,11444.344,911.423,0.916,2.383
21.242,0.808,1.751,11123.281,845.495,-0.04,1.297
36.079,0.706,1.899,11430.208,1182.11,0.081,1.464
23.486,0.824,1.63,11863.872,911.839,0.096,2.134
16.224,0.827,1.331,11482.935,1018.463,-0.438,1.041
31.796,0.76,1.921,11393.602,775.075,0.843,4.538
17.508,0.783,1.516,11581.35,1224.377,1.157,2.019
16.709,0.656,2.503,11325.116,767.375,-0.482,1.37
12.113,0.698,1.746,11126.809,1324.099,-0.594,-0.148
27.504,0.799,1.385,11503.885,1030.514,-0.51,2.299
20.742,0.835,1.262,11449.642,1161.811,0.784,0.828
10.613,0.838,1.496,11244.168,1055.282,-0.334,-0.49
25.191,0.832,1.466,11263.841,1137.352,-0.2,0.748
16.518,0.801,1.67,11311.179,1199.486,0.337,0.242
18.625,0.772,1.53,11484.599,1129.623,0.722,0.983
24.652,0.791,1.795,11296.59,784.768,-0.584,2.028
21.56,0.834,1.389,11354.057,896.322,0.006,0.287
28.9,0.861,1.299,11506.841,845.587,0.119,0.915
23.28,0.861,1.391,11600.18,1002.345,-0.264,0.955
19.919,0.741,1.651,11438.261,1225.465,0.187,0.272
24.044,0.729,1.894,11641.121,879.792,0.337,1.299
21.849,0.711,1.831,11372.782,907.616,-0.72,2.355
24.936,0.696,1.901,11720.458,1159.202,-0.357,1.068
20.291,0.751,1.798,11118.222,1378.213,-0.376,0.453
21.452,0.769,1.638,11411.812,911.734,0.806,3.885
30.032,0.828,1.476,12014.912,958.868,0.191,2.842
26.798,0.855,1.39,11438.701,986.686,0.727,2.845
20.472,0.744,1.632,11416.601,766.615,1.116,7.711
25.916,0.723,1.719,11394.054,935.517,-0.339,2.177
20.276,0.837,1.589,11300.917,688.925,-0.314,0.009
41.866,0.807,1.271,11443.354,1025.616,-0.481,3.674
14.367,0.709,1.755,10994.122,1339.358,0.19,0.46
23.167,0.769,1.545,11463.771,936.846,0.784,3.011
20.874,0.794,1.665,11448.097,1100.278,0.211,0.715
21.81,0.815,1.529,11169.121,976.499,0.09,0.788
22.442,0.819,1.663,11731.014,804.79,-0.261,0.701
24.828,0.794,1.248,11726.082,1094.021,-0.135,2.166
21.281,0.864,1.397,11826.802,778.643,-0.77,1.968
16.469,0.727,2.07,11446.097,912.552,-0.429,1.382
12.858,0.813,1.584,11580.774,1518.399,0.667,0.105
18.934,0.795,1.684,11404.986,904.294,-0.011,-0.051
21.727,0.796,1.636,11416.987,1128.125,-0.16,0.827
19.443,0.83,1.513,11453.46,893.899,-0.012,2.214
22.182,0.718,2.103,11326.648,741.862,0.101,0.781
13.862,0.744,2.101,11869.512,841.596,0.405,0.582
7.585,0.795,1.703,11745.823,799.452,0.717,0.151
15.768,0.719,2.072,11785.53,902.329,0.524,-0.011
21.31,0.716,2.139,11705.512,889.477,-0.627,2.171
24.348,0.813,1.624,11713.078,787.639,-0.172,0.695
12.608,0.736,1.735,11608.361,1287.988,0.422,0.937
32.776,0.745,1.848,11514.346,907.627,0.179,3.099
7.081,0.697,1.993,12322.862,1296.166,0.955,0.205
29.15,0.827,1.501,11845.993,1075.762,-0.215,0.265
23.059,0.82,1.704,11527.314,854.505,0.773,1.944
15.656,0.834,1.583,11226.028,971.987,-0.401,0.602
25.637,0.795,1.706,11295.183,725.868,-0.596,0.56
22.506,0.787,1.694,11303.344,642.545,-0.718,0.911
20.84,0.81,1.569,11549.438,868.397,-0.257,0.053
32.913,0.818,1.188,11290.679,1023.692,-0.751,1.588
24.877,0.791,1.432,11674.255,1163.373,0.765,1.742
24.177,0.737,1.837,11732.308,968.464,-0.391,1.638
22.001,0.777,1.31,11455.388,878.501,0.375,1.498
11.716,0.76,2.035,11027.048,995.272,0.438,0.494
23.741,0.72,1.95,12109.744,794.652,0.254,1.425
28.131,0.816,1.468,11483.248,1065.815,0.327,1.284
8.266,0.802,1.854,11589.049,720.994,-0.433,1.98
29.155,0.76,1.601,11799.75,950.466,0.198,1.727
12.529,0.749,1.728,11483.137,1184.081,-0.232,-0.004
19.806,0.822,1.548,11611.587,921.168,1.007,2.425
24.093,0.785,1.548,11941.867,985.482,0.444,1.249
15.313,0.821,1.513,11951.502,1348.067,0.715,0.808
19.497,0.79,1.684,11902.998,1104.97,1.088,2.358
20.301,0.787,1.762,11389.342,850.972,-0.069,1.98
21.344,0.778,1.729,11441.468,772.536,0.238,1.565
19.448,0.713,1.715,11435.332,1282.554,0.579,0.416
25.23,0.775,1.903,11438.958,855.171,-0.285,1.386
16.773,0.791,1.471,11581.264,1069.147,1.151,2.73
20.938,0.77,1.671,11579.067,1058.604,-0.135,0.87
28.239,0.784,1.783,12172.42,913.964,-0.317,3.12
24.99,0.781,1.728,11522.368,1042.948,0.279,1.938
28.195,0.756,1.595,11784.363,935.22,0.285,2.84
16.513,0.824,1.401,11845.307,1030.777,-0.057,2.884
33.619,0.824,1.444,11954.809,1140.286,-0.312,2.382
17.532,0.774,1.605,11576.729,1311.308,0.505,0.397
29.067,0.73,1.674,11551.998,854.232,-0.308,1.168
21.697,0.797,1.67,11483.03,805.636,0.288,2.333
22.775,0.733,1.635,11423.861,994.908,-0.623,0.821
11.515,0.815,1.613,12035.229,956.481,-0.139,2.817
27.744,0.803,1.413,12019.558,974.283,1.449,3.855
19.84,0.801,1.739,11554.016,749.849,0.072,0.832
18.953,0.871,1.395,11944.997,898.397,0.754,3.013
6.218,0.811,1.144,10933.583,1757.138,0.682,0.5
28.459,0.834,1.415,12112.654,926.479,0.447,2.103
11.446,0.764,1.688,11053.511,1737.402,0.393,0.027
13.093,0.762,1.764,11618.597,957.215,-0.322,1.453
17.571,0.766,1.669,11357.076,987.61,-0.603,0.055
24.926,0.807,1.616,11767.591,1095.019,0.435,1.35
16.327,0.796,1.654,11840.962,1202.255,1.153,1.828
22.589,0.817,1.605,11429.895,719.72,-0.31,-0.255
24.461,0.762,1.798,11609.479,842.319,0.162,1.202
18.796,0.808,1.673,12111.684,742.934,-0.387,0.86
23.334,0.786,1.651,11509.904,844.949,0.102,1.965
13.24,0.778,1.956,11154.792,997.447,-0.426,0.287
25.113,0.843,1.298,11513.921,690.813,-0.167,0.822
23.059,0.776,1.83,11447.978,903.719,-0.495,3
