Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt
16.317,0.633,2.581,11428.583,1509.787,-0.178,0.636
22.594,0.622,2.641,11568.97,972.09,0.127,-0.009
23.922,0.729,1.937,11935.154,1192.351,0.716,0.856
19.556,0.741,1.876,11617.269,1152.412,0.378,0.535
7.771,0.664,2.493,11556.226,788.432,0.56,0.426
22.261,0.68,2.333,11893.452,1366.04,0.149,-0.717
17.508,0.65,2.608,11614.197,1241.075,0.128,0.048
25.019,0.669,2.164,11837.986,1192.834,0.709,1.221
19.414,0.611,2.461,11906.57,844.257,-0.037,-0.225
21.536,0.737,2.023,11444.064,1189.69,0.272,-0.367
17.826,0.713,1.738,11912.829,1113.183,0.69,1.407
25.318,0.796,1.721,11665.181,1114.937,0.55,0.541
11.652,0.813,1.143,11971.964,1050.33,0.239,0.552
12.319,0.679,2.541,11655.313,1035.438,0.598,1.922
24.417,0.715,1.96,11915.177,1490.821,0.677,0.456
18.155,0.664,2.408,11875.371,1319.495,0.285,0.279
24.422,0.713,2.06,11826.662,1306.854,0.547,0.022
8.462,0.681,2.047,11675.848,1013.44,-0.265,0.106
12.931,0.707,2.031,11796.291,1347.373,0.85,1.234
19.213,0.64,2.142,11964.409,1254.274,-0.117,0.842
18.194,0.604,2.657,11702.475,1267.207,0.128,-0.441
19.669,0.728,1.926,11697.091,1107.498,0.253,-0.066
20.732,0.652,2.318,11898.864,1331.342,0.158,0.01
16.802,0.857,1.499,11738.192,1091.605,0.602,1.241
18.855,0.824,1.532,11956.199,905.309,0.099,0.937
6.36,0.771,1.671,11804.519,2632.513,0.1,-0.426
17.758,0.784,1.576,11838.495,1448.205,0.269,0.849
19.894,0.681,2.159,11952.579,1029.25,0.665,1.985
16.587,0.71,2.291,11703.825,1334.021,0.301,0.115
15.626,0.702,2.183,11627.669,1106.358,0.433,-0.458
9.447,0.725,2.308,12061.31,1502.37,-0.3,-0.368
17.209,0.754,1.964,11744.445,1248.956,0.186,0.593
22.932,0.791,1.68,11871.377,980.111,0.765,1.12
19.914,0.721,2.071,11830.109,1169.231,0.365,0.265
24.064,0.841,1.302,11976.698,1102.175,0.198,0.086
34.133,0.732,1.718,12152.057,1397.818,0.135,-0.229
9.687,0.749,1.74,11660.727,1226.828,0.257,0.366
