Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt
13.495,0.77,1.933,11000.639,868.734,-0.031,0.479
25.255,0.829,1.6,11145.984,1037.2,-0.03,0.971
18.831,0.838,1.521,10981.773,916.266,-0.248,1.084
26.538,0.757,1.92,11131.412,1028.542,0.007,1.584
20.551,0.804,1.755,11029.687,622.856,-0.504,0.331
22.663,0.739,2.058,11351.907,823.476,-0.303,2.145
28.023,0.757,1.802,11161.425,762.143,-0.08,1.488
23.104,0.751,1.801,11182.444,996.046,0.038,1.464
21.433,0.781,1.87,11187.752,801.416,-0.042,1.617
25.98,0.834,1.448,11044.986,961.23,-0.223,0.3
13.999,0.791,1.848,11077.127,879.554,-0.195,-0.282
18.449,0.825,1.453,11581.763,631.561,0.098,0.778
15.861,0.803,1.584,11592.219,1114.784,1.319,2.492
21.712,0.805,1.619,11245.912,806.657,-0.02,-0.152
21.962,0.77,1.76,11489.502,970.966,0.538,2.188
20.722,0.831,1.444,11509.223,1214.299,0.797,1.39
18.718,0.78,1.783,11198.937,934.504,0.375,1.056
21.32,0.682,1.912,11398.1,1088.156,0.364,1.169
27.371,0.768,1.672,11190.715,1130.717,-0.1,1.368
26.117,0.804,1.697,11368.867,801.661,-0.155,0.8
26.984,0.705,2.244,10993.681,795.687,-0.273,2.04
23.084,0.816,1.56,11368.269,903.44,0.525,1.656
28.665,0.81,1.472,11535.978,796.935,0.626,2.176
27.607,0.843,1.516,11176.823,764.113,-0.123,0.957
27.171,0.812,1.662,11333.278,940.757,0.259,2.095
27.724,0.843,1.498,11634.335,1005.32,1.673,4.862
28.043,0.774,1.893,11268.057,812.789,-0.506,1.326
21.438,0.831,1.525,11350.612,1094.629,0.709,2.038
20.815,0.664,2.208,11684.827,1180.931,0.838,2.509
26.176,0.788,1.687,11305.142,779.541,0.622,2.251
30.826,0.825,1.545,11487.67,825.012,0.092,2.963
23.677,0.803,1.773,11485.713,795.984,-0.462,1.763
24.716,0.804,1.733,11083.406,921.259,-0.685,1.248
28.111,0.773,1.603,11225.34,932.708,-0.664,1.24
19.164,0.708,2.191,11132.984,830.41,-1.565,4.611
6.811,0.81,1.352,10606.699,2369.347,0.148,-0.824
12.789,0.804,1.755,10750.91,1425.555,-0.64,0.268
23.324,0.774,1.715,11471.851,655.905,0.343,0.844
16.758,0.822,1.529,11997.44,1417.064,1.004,0.347
24.686,0.784,1.637,11408.951,1096.548,0.137,1.673
8.487,0.759,1.326,10709.258,1819.715,0.731,0.304
16.861,0.794,1.816,11431.802,697.744,-0.175,0.5
26.519,0.803,1.566,11393.091,964.545,-0.063,0.483
22.055,0.806,1.315,11305.926,1458.175,-0.503,0.267
20.355,0.812,1.601,11221.2,780.288,0.244,0.915
21.854,0.739,1.621,11405.044,1041.177,1.562,4.867
19.365,0.825,1.59,11175.998,1150.515,-0.54,1.258
15.072,0.814,1.541,11809.359,1400.601,0.97,0.911
19.536,0.806,1.769,11253.076,915.526,0.732,0.836
20.364,0.864,1.259,11758.802,1303.91,1.396,1.864
24.343,0.793,1.463,11339.32,869.055,-0.787,1.744
10.045,0.81,1.808,10943.374,951.549,-0.426,-0.281
19.017,0.764,1.679,11609.579,1555.895,0.354,0.49
21.545,0.738,1.707,11310.999,999.446,-0.671,1.374
30.547,0.759,1.563,11584.897,898.357,0.941,4.005
24.284,0.703,1.726,11287.51,1243.685,-0.195,0.648
14.239,0.657,2.187,11222.922,1352.377,-0.255,1.282
21.501,0.697,1.584,11421.124,841.376,-0.366,1.002
25.789,0.763,1.84,11267.469,762.457,-0.183,0.447
19.144,0.805,1.726,11568.742,862.529,0.109,0.596
22.849,0.814,1.637,11377.543,722.641,-0.181,-0.097
22.065,0.83,1.545,11687.971,1143.008,0.543,2.245
15.298,0.713,1.948,11171.697,981.746,0.203,0.596
13.333,0.738,1.624,11608.529,1388.613,0.326,0.646
21.335,0.779,1.714,11526.988,896.065,0.976,2.576
