Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt
17.179,0.632,2.648,11483.159,1291.968,-0.244,-0.211
19.757,0.741,2.099,11986.423,1320.677,-0.342,0.07
16.092,0.691,2.35,11768.747,1187.993,0.238,0.347
7.6,0.904,1.151,11355.146,1149.743,-0.337,0.066
11.162,0.686,2.438,11795.977,817.283,-0.191,-0.134
21.129,0.813,1.628,11507.755,1307.202,0.077,0.558
18.135,0.665,2.522,11570.238,1140.562,-0.094,0.905
20.609,0.75,1.994,11816.014,1178.612,0.835,1.903
8.717,0.709,2.32,12809.578,1363.999,0.216,-0.037
21.692,0.747,1.859,11972.127,1361.414,0.172,0.277
16.493,0.706,2.277,11595.553,1215.616,0.012,1.215
21.511,0.736,1.895,11788.858,1488.422,0.023,0.049
10.055,0.649,2.613,12101.893,897.688,0.109,0.827
23.736,0.65,2.53,11640.722,1323.937,-0.1,-0.053
19.375,0.753,1.738,11678.026,1493.163,0.45,0.081
18.615,0.8,1.765,11848.393,1315.354,0.287,0.659
22.05,0.767,2.06,11648.601,1275.016,-0.273,-0.073
16.925,0.736,2.146,11232.872,988.527,-0.182,0.214
18.992,0.675,2.197,11614.53,1273.521,-0.171,-0.125
17.949,0.686,2.191,11775.686,1490.984,0.104,-0.44
26.078,0.78,1.72,11717.283,1557.622,0.345,-0.268
23.074,0.783,1.722,11465.61,1370.421,-0.059,-0.319
19.933,0.714,2.09,11830.237,1376.53,-0.078,0.814
14.308,0.795,1.789,12169.965,1566.145,0.647,0.021
21.457,0.781,1.866,11845.544,1220.071,0.213,-0.274
23.128,0.765,1.786,12047.162,1203.992,0.166,-0.161
21.046,0.636,2.728,11801.573,1322.918,0.006,-0.273
21.619,0.724,2.104,11804.943,1277.785,0.726,0.654
17.689,0.616,1.76,11470.673,1447.937,0.26,-0.05
20.747,0.799,1.798,11687.429,1312.186,-0.168,-0.315
29.768,0.798,1.776,11820.588,1211.839,0.058,-0.393
8.727,0.733,1.701,12103.606,1928.029,0.543,-0.711
23.888,0.847,1.249,11748.324,1512.988,0.444,-0.141
18.855,0.815,1.467,11944.466,1466.678,-0.029,-0.695
12.039,0.72,2.274,11351.029,1038.966,-0.535,-0.177
11.275,0.685,2.328,11386.481,1195.07,0.502,0.754
21.634,0.777,1.804,11836.809,1195.096,-0.022,-0.565
20.752,0.721,2.199,11819.761,1330.688,0.268,-0.015
20.061,0.726,2.04,11586.8,1415.651,0.097,-0.301
27.033,0.76,1.771,11566.891,1589.984,0.293,0.465
19.948,0.717,2.166,11294.042,1199.391,-0.286,0.675
18.689,0.753,1.875,12006.892,1656.066,0.666,0.124
23.26,0.711,1.787,12139.991,1390.26,0.65,0.57
28.008,0.815,1.492,12306.913,1542.787,0.246,-0.565
17.63,0.763,1.868,12159.364,1486.155,0.554,0.118
22.011,0.765,1.764,12068.593,1396.932,0.623,0.388
15.215,0.698,2.313,11565.874,1117.392,-0.406,0.386
15.817,0.664,1.98,11511.201,1362.117,0.153,-0.812
29.331,0.707,1.979,12068.813,1426.768,0.237,-0.394
18.169,0.848,1.336,11755.95,1644.751,0.133,-0.424
21.727,0.677,2.195,12005.657,1331.793,0.027,-0.107
15.852,0.761,1.913,11847.545,1319.763,-0.2,0.316
13.7,0.858,1.092,11953.424,1736.304,-0.035,-0.845
19.012,0.727,2.132,12044.262,1605.946,0.111,-0.009
20.864,0.707,2.207,12640.475,1645.053,-0.191,0.009
20.257,0.723,2.065,12110.409,1760.065,0.532,-0.053
26.504,0.655,2.565,12201.276,1397.887,0.131,-0.067
27.313,0.775,1.717,11735.326,1288.063,0.069,-0.256
10.854,0.807,1.547,11889.929,1168.637,0.322,1.713
26.298,0.762,1.706,11932.696,1682.531,0.424,-0.499
8.11,0.714,1.215,12458.877,1771.41,0.405,-0.445
6.723,0.855,1.379,11528.311,1067.449,-0.536,-0.144
32.629,0.665,2.171,12286.278,1635.792,-0.036,0.16
18.826,0.644,2.37,11988.08,1525.184,0.215,-0.271
7.845,0.731,1.515,12596.302,2189.429,-0.295,-0.451
20.07,0.661,2.289,12375.947,1542.611,-0.473,-0.122
8.472,0.715,1.938,12122.346,1843.611,0.529,-0.244
13.509,0.787,1.606,11753.885,1199.775,0.321,-0.249
8.497,0.815,1.128,11786.712,1721.108,1.175,0.542
16.141,0.757,1.556,11575.341,1531.777,-0.051,-0.564
10.986,0.781,1.688,12024.539,1728.945,0.197,-0.034
26.97,0.653,2.492,11829.141,1661.261,0.197,-0.235
18.885,0.73,1.869,11303.389,1271.982,0.524,0.969
18.282,0.741,1.88,12200.079,1448.791,0.502,-0.196
24.137,0.843,1.421,11853.575,1593.501,0.255,-0.492
20.928,0.726,2.24,12296.099,1298.137,-0.269,0.225
19.894,0.693,2.194,12144.733,1601.523,0.445,0.124
17.856,0.768,1.67,11730.038,2053.007,0.675,-0.118
12.471,0.752,1.934,12176.879,1447.118,0.556,-0.211
20.761,0.642,2.704,11735.508,1611.671,0.411,-0.05
16.552,0.805,1.722,11466.662,1360.085,0.184,-0.094
18.512,0.702,2.258,12315.719,1089.353,0.397,0.987
18.968,0.763,1.712,12258.999,1989.356,0.259,-0.97
20.967,0.754,1.694,11803.08,1389.18,0.22,-0.845
20.413,0.867,1.388,11655.028,1597.23,0.512,-0.54
10.927,0.675,2.421,12146.952,1226.945,0.351,0.595
10.001,0.741,1.822,11870.259,1340.595,0.809,0.325
18.375,0.764,1.93,12230.417,1662.644,0.272,-0.252
18.89,0.65,2.533,11651.61,1744.095,-0.006,-0.056
20.296,0.668,2.439,11899.616,1263.867,0.115,0.677
21.364,0.802,1.621,12447.721,1383.523,0.067,0.138
25.407,0.697,1.499,12229.101,1633.982,0.113,0.053
15.749,0.781,1.757,11650.956,1762.683,0.431,0.398
22.241,0.8,1.623,11652.772,1664.348,0.132,-0.73
14.377,0.821,1.602,11712.04,1664.765,0.142,-0.513
14.965,0.666,2.318,12050.73,1579.972,0.436,-0.196
11.853,0.604,2.911,11944.959,1375.876,0.528,0.511
13.377,0.781,1.578,12042.118,1680.485,0.055,0.042
17.273,0.681,1.885,11859.879,1640.024,0.531,0.315
20.859,0.686,2.288,11915.118,1402.473,-0.667,0.655
21.442,0.623,2.694,12866.427,1797.664,-0.161,-0.411
14.827,0.626,2.677,12383.799,1645.444,0.281,-0.046
24.789,0.823,1.555,11614.576,1148.236,-0.09,0.35
25.852,0.701,1.564,11805.612,1429.323,0.594,0.483
25.465,0.787,1.59,12325.616,1469.371,0.278,-0.414
26.377,0.69,2.099,12352.726,1420.95,0.17,-0.494
24.672,0.736,2.057,12170.573,1433.883,-0.051,0.091
21.638,0.757,1.878,11659.904,1234.44,0.139,0.025
13.681,0.617,2.68,12353.725,1312.929,-0.253,-0.23
26.984,0.651,2.456,12160.443,1822.875,0.095,-0.305
19.703,0.719,2.099,12201.5,1324.322,-0.594,0.446
12.382,0.722,2.223,11500.583,1087.715,0.029,-0.285
15.896,0.622,1.778,12274.031,1262.257,0.154,0.248
18.321,0.626,2.414,11768.562,1632.263,0.976,1.045
17.39,0.864,1.302,12604.365,1646.66,0.085,-0.311
18.909,0.707,2.303,11759.221,1571.747,-0.111,0.283
21.805,0.69,1.931,12401.715,1557.071,0.105,0.031
24.358,0.739,1.953,11939.641,1505.803,0.117,-0.456
16.881,0.697,2.112,11777.761,1381.773,0.143,0.245
26.534,0.76,1.688,11883.579,1381.088,0.326,0.289
13.049,0.83,1.517,12105.64,1498.865,0.66,0.213
15.847,0.709,2.249,11266.295,1220.318,-0.172,-0.1
