Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt,Week,Cluster_Area,Detected_Cell_Number,Estimated_Cell_Number,Cluster_ID,Cluster_Name
11.001,0.69,2.361,11375.335,1431.696,-1.15,2.599,8,7824.242,188,454,265101,week8_A10_cluster_1
15.371,0.736,2.039,11795.037,1059.195,-0.067,0.747,8,7824.242,188,454,265101,week8_A10_cluster_1
13.696,0.688,2.404,11646.284,1098.927,0.111,0.228,8,7824.242,188,454,265101,week8_A10_cluster_1
23.643,0.87,1.399,11508.232,1409.691,0.538,-0.075,8,7824.242,188,454,265101,week8_A10_cluster_1
26.862,0.776,1.69,11741.601,1298.067,0.303,-0.182,8,7824.242,188,454,265101,week8_A10_cluster_1
10.422,0.788,1.94,11911.355,1335.413,0.714,0.308,8,7824.242,188,454,265101,week8_A10_cluster_1
11.731,0.796,1.615,11594.713,1277.899,0.422,-0.46,8,7824.242,188,454,265101,week8_A10_cluster_1
17.836,0.726,1.873,11717.031,1197.828,0.332,0.113,8,7824.242,188,454,265101,week8_A10_cluster_1
19.811,0.721,1.988,11535.85,1326.03,-0.35,-0.126,8,7824.242,188,454,265101,week8_A10_cluster_1
11.799,0.772,1.935,11365.014,1160.071,-0.332,-0.278,8,7824.242,188,454,265101,week8_A10_cluster_1
17.959,0.678,2.185,11638.964,1045.545,0.159,0.178,8,7824.242,188,454,265101,week8_A10_cluster_1
22.089,0.643,2.722,11753.504,1046.353,0.299,0.386,8,7824.242,188,454,265101,week8_A10_cluster_1
18.806,0.702,2.182,11591.553,1310.436,0.584,0.025,8,7824.242,188,454,265101,week8_A10_cluster_1
24.725,0.694,2.003,11688.734,1273.407,-0.046,-0.528,8,7824.242,188,454,265101,week8_A10_cluster_1
20.002,0.677,2.33,11828.213,1276.817,-0.234,0.107,8,7824.242,188,454,265101,week8_A10_cluster_1
8.173,0.765,1.704,12199.987,1899.46,-0.196,0.051,8,7824.242,188,454,265101,week8_A10_cluster_1
20.58,0.808,1.683,11735.839,1560.847,0.313,-0.659,8,7824.242,188,454,265101,week8_A10_cluster_1
