Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt
10.168,0.654,2.431,11448.364,1210.049,0.229,-0.303
11.064,0.83,1.243,11524.948,1611.927,0.324,0.158
7.781,0.801,1.231,11581.278,951.111,-0.276,-0.712
25.843,0.737,1.997,11930.252,1281.981,0.25,-0.049
6.845,0.836,1.642,11716.599,751.924,0.784,0.532
13.328,0.627,2.392,11427.712,951.521,0.218,0.167
10.246,0.679,1.99,11877.149,1096.979,-0.428,-0.861
9.168,0.609,2.568,11879.114,927.748,0.38,-0.065
18.37,0.691,1.848,11740.935,1548.744,0.588,-0.18
6.208,0.739,1.907,11766.79,1434.171,-0.116,-0.357
24.118,0.699,2.126,11854.698,1114.177,0.403,-0.399
28.954,0.783,1.587,12109.068,1240.839,0.02,-0.095
11.662,0.721,2.076,12411.961,1702.687,0.076,-0.748
18.703,0.74,1.985,11884.238,1214.125,-0.042,-0.605
13.955,0.719,2.22,11613.15,1364.693,-0.005,-0.577
11.662,0.638,1.844,11829.332,1426.34,0.615,0.106
9.952,0.786,1.878,11870.734,1236.623,-0.73,-0.017
6.238,0.781,1.889,11920.436,1174.817,0.95,0.513
11.755,0.675,2.496,11608.455,1002.818,0.79,0.903
21.207,0.771,1.757,11805.421,1221.389,0.479,0.487
9.08,0.687,1.89,12092.263,1561.535,-0.003,-0.939
9.638,0.717,2.023,11786.069,766.264,-0.337,-0.131
11.814,0.664,2.366,11890.284,1085.98,-0.029,-0.408
16.043,0.682,1.876,11924.212,1410.565,0.689,0.107
6.836,0.685,2.436,11668.963,1287.557,-0.062,-0.499
6.787,0.883,1.134,11496.23,1920.408,0.862,0.111
18.493,0.728,2.059,11983.357,1427.371,0.206,-0.491
7.517,0.679,2.456,11596.149,1093.469,0.452,0.639
17.846,0.747,1.98,11840.722,1364.562,0.278,-0.931
8.1,0.808,1.739,12217.336,828.807,0.721,0.357
15.523,0.699,2.055,11702.824,1284.096,0.219,0.191
19.615,0.799,1.718,11857.108,1408.133,-0.102,0.123
18.767,0.792,1.56,12132.908,1399.235,-0.025,-0.622
14.617,0.643,2.538,12112.769,1081.881,-0.127,-0.412
18.38,0.762,1.617,11734.651,1427.574,0.657,-0.046
18.581,0.659,2.102,11983.588,1154.974,0.86,0.797
13.132,0.749,1.848,11717.462,1327.526,0.968,0.687
23.241,0.675,1.874,11749.712,1336.198,0.139,-0.363
15.866,0.819,1.527,12075.101,1188.654,0.748,1.392
9.815,0.673,1.75,12239.289,1375.959,-0.065,-0.707
15.063,0.74,1.863,11708.607,1314.36,0.625,0.496
16.851,0.801,1.387,11490.96,2621.704,0.057,-0.975
23.069,0.644,2.123,11871.563,1300.512,-0.168,0.352
21.408,0.686,2.301,11624.279,1252.681,-0.324,0.295
17.248,0.667,2.452,11856.262,1467.881,0.551,-0.305
23.608,0.671,2.522,11913.636,1122.857,0.202,0.04
14.318,0.63,2.754,11971.817,1455.901,0.391,-0.319
9.393,0.612,2.792,12185.875,1697.479,-0.017,-0.921
17.645,0.667,2.445,11736.963,1177.606,0.369,-0.112
15.479,0.808,1.68,11896.459,1078.111,0.471,0.657
