Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt
19.605,0.739,1.69,11622.393,812.745,-0.267,1.429
25.309,0.807,1.454,11682.673,819.723,0.508,2.191
16.288,0.84,1.58,11869.646,799.432,0.927,4.268
24.49,0.852,1.519,11623.903,816.066,0.004,0.611
15.553,0.772,1.94,11605.57,819.293,-0.473,3.251
10.716,0.812,1.733,11528.904,895.402,-0.095,0.25
26.289,0.821,1.44,11769.952,807.698,-0.356,1.93
22.021,0.843,1.354,11915.765,1045.155,0.039,0.707
25.74,0.824,1.593,11782.969,769.483,-0.097,1.171
22.569,0.792,1.804,11665.264,653.072,0.619,2.177
25.632,0.821,1.529,11590.712,886.839,-0.406,0.156
22.565,0.878,1.332,12064.935,1026.935,0.897,3.088
15.102,0.796,1.826,11441.139,714.28,0.131,0.197
6.88,0.829,1.394,11992.434,686.292,-0.894,0.84
35.393,0.795,1.486,11898.427,964.828,0.372,1.483
32.531,0.87,1.278,12072.333,982.422,-0.101,1.3
12.765,0.75,1.953,11553.78,1191.641,-0.297,-0.217
23.192,0.759,1.732,12211.053,1096.126,1.054,2.28
19.35,0.835,1.514,11934.292,949.235,1.043,3.081
29.331,0.762,1.464,11733.896,833.981,0.562,2.442
23.932,0.806,1.58,12074.444,952.961,-0.915,0.771
25.426,0.789,1.818,11537.43,791.154,0.478,0.664
22.53,0.743,2.019,12143.183,846.679,-0.367,3.515
31.007,0.854,1.439,11865.816,1171.234,-0.24,0.865
22.506,0.755,1.91,11723.616,1098.562,-0.399,0.44
29.395,0.746,1.961,11813.6,716.824,-0.963,3.154
14.568,0.798,1.355,12022.819,1256.362,-0.24,0.131
26.602,0.8,1.656,12342.454,1160.303,0.265,2.058
21.575,0.735,2.162,12466.204,778.091,-0.446,0.139
24.828,0.817,1.682,12038.069,808.596,1.205,3.212
14.71,0.765,1.932,11585.394,525.362,-0.568,1.585
30.493,0.851,1.267,11859.226,891.42,0.43,2.42
21.991,0.817,1.652,11689.755,658.048,-0.493,0.637
26.548,0.783,1.571,12098.615,1179.269,-0.692,1.147
15.778,0.743,1.853,12059.586,890.712,-0.017,-0.189
24.133,0.701,2.054,12225.388,812.127,0.348,1.641
12.784,0.776,1.872,11993.82,987.627,0.114,0.994
23.442,0.802,1.695,11655.398,803.318,0.021,0.74
16.361,0.818,1.469,12213.328,1228.543,-0.224,0.791
17.238,0.778,1.696,12041.367,864.409,-0.059,0.675
15.861,0.824,1.655,11914.678,885.19,-0.466,0.324
