Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt
19.272,0.783,1.744,12715.967,1143.126,-0.3,0.842
25.48,0.738,2.151,13098.525,1323.672,-0.126,0.48
6.336,0.832,1.488,12860.821,1370.398,0.016,-0.295
17.077,0.725,2.099,12557.316,925.52,-0.328,0.554
18.512,0.73,2.124,12468.252,1177,-0.428,0.595
19.605,0.761,1.856,12611.465,1191.868,-0.105,-0.233
21.398,0.719,1.793,13129.077,1174.877,0.559,1.015
21.947,0.765,1.899,13157.071,1516.13,-0.135,0.567
14.788,0.674,2.147,12684.306,1050.233,0.848,1.034
22.618,0.784,1.78,12884.971,1370.054,0.361,0.249
14.181,0.856,1.457,12689.914,1151.976,-0.176,0.577
21.119,0.812,1.614,12917.21,1119.541,0.464,1.152
15.817,0.678,2.392,12614.443,1190.182,-0.009,0.459
12.652,0.797,1.731,12748.831,1113.489,-0.012,0.197
7.174,0.78,1.625,12178.653,2864.538,-0.18,-1
26.632,0.731,2.035,12901.795,932.08,-0.172,1.648
14.965,0.761,1.994,13224.56,1108.456,0.308,0.04
8.996,0.709,2.16,11913.391,1673.548,0.139,0.396
19.6,0.711,2.34,12611.662,1063.701,0.083,1.013
11.177,0.728,2.177,12422.476,1589.069,-0.135,-0.487
21.771,0.822,1.565,13172.395,1478.114,-0.029,0.788
19.252,0.851,1.427,13016.668,950.66,0.371,0.837
23.363,0.811,1.648,12801.71,1212.763,-0.16,0.328
8.678,0.792,1.853,13862.619,1762.645,-0.139,-0.617
20.453,0.789,1.839,12938.209,887.722,-0.8,0.576
27.273,0.866,1.242,13006.176,1258.172,0.347,0.256
17.959,0.827,1.534,13026.449,1292.901,0.67,0.255
22.996,0.736,1.508,13045.719,1294.398,0.048,0.85
17.733,0.859,1.468,12779.422,1306.815,-0.232,0.443
21.624,0.769,1.911,12890.034,933.2,-0.334,0.174
6.899,0.752,2.215,13077.309,623.13,-0.471,1.31
14.44,0.795,1.809,12821.898,1266.701,0.493,0.07
8.913,0.753,1.827,12576.569,1510.328,0.348,-0.457
21.418,0.764,1.987,12960.164,1248.582,-0.081,-0.258
15.219,0.803,1.683,12278.639,2316.422,0.345,-0.653
23.339,0.813,1.473,12637.383,1234.373,0.359,0.069
23.716,0.754,1.738,12886.829,1239.261,-0.099,0.091
22.256,0.813,1.565,12884.045,1108.906,0.574,1.176
21.942,0.792,1.85,12891.388,932.149,-0.021,1.837
24.598,0.798,1.697,13123.531,1501.783,0.326,-0.503
8.276,0.717,2.199,13594.139,1243.507,0.697,-0.053
16.93,0.727,1.987,12720.299,1041.511,-0.073,0.942
18.929,0.739,1.695,13128.558,1256.019,0.029,0.803
26.112,0.848,1.331,13043.068,1322.185,-0.043,-0.172
22.192,0.705,2.308,12590.957,1118.864,0.109,0.897
22.094,0.747,2.111,12824.628,1279.33,-0.317,0.292
19.394,0.799,1.787,12966.281,940.974,-0.243,0.598
21.408,0.698,2.183,12978.826,959.58,-0.072,0.69
17.042,0.783,1.354,13382.507,1490.553,0.283,-0.29
23.667,0.684,2.014,12741.409,1329.982,0.32,-0.202
21.991,0.725,2.121,13076.148,1011.217,0.132,0.275
13.686,0.782,1.53,12859.294,1528.659,0.016,0.01
17.9,0.724,1.846,13093.001,1376.252,0.225,0.407
18.243,0.853,1.454,13109.967,1459.209,0.343,-0.65
16.464,0.798,1.789,13030.003,1116.005,-0.399,0.567
21.119,0.763,2.018,13122.508,1053.505,-0.121,-0.4
16.567,0.714,2.317,12881.209,1003.612,-0.707,0.886
