Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt
11.804,0.667,2.123,11041.937,811.415,0.747,2.753
11.505,0.758,1.732,11033.71,807.56,-0.291,0.376
10.471,0.796,1.736,11105.989,896.12,0.937,2.375
14.431,0.793,1.608,11240.104,1039.479,0.127,0.491
13.901,0.808,1.592,11251.422,1067.317,0.524,1.261
11.05,0.696,1.998,11329.8,963.346,0.315,0.833
11.045,0.832,1.536,11390.36,1198.84,0.887,2.387
23.574,0.849,1.411,11274.758,877.859,-0.239,0.718
13.509,0.771,1.722,11429.628,1183.411,0.648,1.415
13.612,0.75,2.101,11164.08,1130.851,0.512,0.984
9.839,0.781,1.865,10803.369,875.217,-0.495,0.118
12.848,0.641,2.448,11053.969,707.536,0.055,0.417
22.359,0.817,1.38,11428.559,791.744,-0.694,1.682
10.672,0.8,1.789,10976.468,962.572,-0.403,0.684
10.501,0.782,1.994,11058.881,778.323,-0.164,0.14
14.484,0.714,1.963,11087.38,872.69,-0.257,0.009
6.052,0.793,1.769,11150.816,909.239,1.17,3.642
11.26,0.713,1.529,11125.459,826.229,-0.373,1.131
13.269,0.786,1.849,10990.626,978.682,-0.219,0.895
10.682,0.72,2.014,11094.33,882.089,0.425,0.683
14.45,0.771,1.543,11245.765,1068.201,0.869,3.342
11.985,0.7,2.012,11427.12,1225.569,1.353,2.84
21.114,0.809,1.673,11234.423,1011.804,0.423,1.046
10.682,0.769,1.979,11078.408,829.35,-0.168,2.105
9.589,0.856,1.497,11045.746,938.58,-0.743,0.971
15.259,0.773,1.851,11241.787,1033.494,0.736,2.708
10.692,0.829,1.614,11256.209,866.136,0.415,-0.259
9.305,0.787,1.376,11244.679,1089.188,-0.081,0.08
15.376,0.764,1.731,11308.089,894.982,0.545,1.741
19.149,0.765,1.766,10957.564,1941.583,0.548,0.265
7.531,0.824,1.52,10992.768,868.794,0.5,0.182
11.187,0.836,1.384,11503.014,1094.484,0.528,0.55
6.752,0.847,1.378,11043.826,894.392,-0.158,-0.4
14.279,0.712,1.657,11164.349,903.236,0.27,0.857
10.736,0.851,1.3,11185.197,946.889,0.701,2.903
11.824,0.724,2.145,11248.808,951.917,0.349,2.269
9.722,0.827,1.555,10930.047,960.508,-0.072,-0.323
14.264,0.805,1.576,11320.745,1081.987,-0.002,0.781
11.295,0.715,1.997,11567.092,1508.895,1.217,1.464
18.566,0.683,2.026,11068.466,2190.862,0.452,-0.292
18.15,0.8,1.199,11338.852,1223.562,0.246,1.434
11.922,0.849,1.262,11344.57,973.913,0.137,1.643
12.598,0.743,1.795,11341.153,1322.619,0.574,1.302
13.063,0.808,1.792,11163.643,932.992,-0.518,1.827
9.207,0.683,1.93,11497.43,1442.955,0.611,1.002
21.516,0.792,1.683,11239.011,1002.831,-0.316,0.151
13.323,0.774,1.44,11335.458,1020.11,0.038,0.953
8.325,0.85,1.503,10991.961,1066.226,0.124,-0.025
11.128,0.859,1.294,11086.504,1096.83,0.07,0.418
11.001,0.732,1.587,11115.159,914.988,0.048,0.029
12.931,0.658,2.177,11205.443,1009.769,0.81,2.937
11.451,0.843,1.619,11061.539,990.054,-0.655,0.558
17.126,0.8,1.459,11283.099,878.091,-0.012,0.976
11.01,0.791,1.53,11367.923,1014.222,-0.407,0.847
12.417,0.781,1.603,11247.614,888.512,0.066,-0.103
11.755,0.825,1.558,11053.256,1096.969,-0.216,0.401
15.45,0.734,1.744,11222.876,696.368,-0.308,0.265
12.637,0.743,1.764,11214.19,948.023,0.131,2.181
14.2,0.735,1.905,11148.155,950.538,-0.021,0.263
12.338,0.747,1.578,11321.64,1079.357,1.448,5.722
12.603,0.785,1.563,11011.094,1037.29,0.015,0.413
12.186,0.707,2.088,11116.327,904.309,-0.068,-0.445
11.892,0.781,1.659,11301.198,1223.525,0.45,0.368
13.142,0.815,1.437,11493.404,1054.52,0.442,1.176
10.687,0.852,1.495,11167.617,877.307,0.436,0.882
16.719,0.803,1.248,11170.309,1502.464,-0.604,0.427
10.873,0.87,1.53,11162.527,1201.64,0.258,-0.472
9.276,0.843,1.538,11131.809,999.363,0.118,-0.047
11.731,0.855,1.457,11239.038,918.089,-0.171,0.762
11.339,0.651,2.234,11784,1430.131,0.213,0.374
11.113,0.701,1.917,11338.123,1434.115,1.564,3.064
7.507,0.809,1.559,10915.268,839.631,-0.803,1.2
16.885,0.766,1.391,11362.891,941.491,0.343,1.997
12.368,0.832,1.452,11650.084,1314.846,0.696,0.404
10.52,0.764,1.944,11158.465,765.357,-0.306,0.187
12.828,0.712,2.095,11343.877,1128.141,0.536,1.006
12.088,0.791,1.809,11222.948,941.096,-0.248,-0.266
11.505,0.804,1.747,11071.208,1002.602,0.085,-0.34
13.803,0.83,1.397,11241.132,1007.553,-0.428,0.437
8.212,0.726,2.184,11133.692,979.08,-0.76,0.977
7.027,0.851,1.059,11242.199,816.655,-0.883,1.497
8.335,0.873,1.231,11140.755,1078.674,-0.097,-0.567
10.295,0.846,1.517,11154.342,921.162,-0.061,0.22
